GAME_DATE,TEAM_ABBREVIATION,TEAM_NAME,MATCHUP,PLAYER_NAME,PLAYER_POSITION,NBA_FANTASY_PTS,NBA_FANTASY_PTS_RANK,FG3M,FG3M_RANK,AST,AST_RANK,BLK,BLK_RANK,FGM,FGM_RANK,FTM,FTM_RANK,REB,REB_RANK,STL,STL_RANK,TOV,TOV_RANK,BLK_DAY_RANK
12/10/2018,IND,Indiana Pacers,IND vs. WAS,Myles Turner,C-F,56.9,458,2,3543,1,12618,5,37,11,549,2,6102,12,814,1,4317,3,1827,1
12/10/2018,LAL,Los Angeles Lakers,LAL vs. MIA,JaVale McGee,C,23.6,9606,0,12874,0,18130,4,98,1,18112,2,6102,8,2894,0,11467,2,4097,2
12/10/2018,PHX,Phoenix Suns,PHX vs. LAC,Richaun Holmes,F-C,40.4,2551,0,12874,2,8551,3,272,7,3260,5,1672,7,3913,1,4317,2,4097,3
12/10/2018,MIL,Milwaukee Bucks,MIL vs. CLE,Brook Lopez,C,26.3,8058,2,3543,1,12618,3,272,5,6509,0,13385,4,9339,0,11467,1,8514,4
12/10/2018,DET,Detroit Pistons,DET @ PHI,Andre Drummond,C,55.4,556,0,12874,2,8551,3,272,8,2174,5,1672,17,151,1,4317,1,8514,5
12/10/2018,BOS,Boston Celtics,BOS vs. NOP,Robert Williams III,C-F,32.2,5198,0,12874,0,18130,3,272,3,11548,1,10110,11,1140,1,4317,0,15731,6
12/10/2018,MIA,Miami Heat,MIA @ LAL,Derrick Jones Jr.,F-G,41.8,2238,0,12874,0,18130,3,272,3,11548,2,6102,14,434,3,415,1,8514,7
12/10/2018,PHX,Phoenix Suns,PHX vs. LAC,Deandre Ayton,C,45.9,1547,0,12874,3,5849,3,272,9,1419,2,6102,12,814,0,11467,2,4097,8
12/10/2018,MIN,Minnesota Timberwolves,MIN @ GSW,Derrick Rose,G,39.6,2762,2,3543,4,3929,2,812,8,2174,3,4174,3,12137,2,1393,3,1827,9
12/10/2018,MEM,Memphis Grizzlies,MEM @ DEN,Joakim Noah,C,15.8,14682,0,12874,0,18130,2,812,2,14769,0,13385,4,9339,1,4317,2,4097,10
12/1/2018,IND,Indiana Pacers,IND @ SAC,Myles Turner,C-F,41.4,2318,0,12874,4,3929,3,272,6,4636,2,6102,12,814,0,11467,2,4097,1
12/1/2018,GSW,Golden State Warriors,GSW @ DET,Jordan Bell,F,16.6,14127,0,12874,2,8551,2,812,2,14769,0,13385,3,12137,0,11467,0,15731,2
12/1/2018,IND,Indiana Pacers,IND @ SAC,Domantas Sabonis,F,20.9,11321,0,12874,5,2659,2,812,3,11548,0,13385,7,3913,0,11467,7,51,3
12/1/2018,GSW,Golden State Warriors,GSW @ DET,Kevin Durant,F,49.7,1029,1,7056,7,1184,2,812,9,1419,9,316,6,5192,0,11467,2,4097,4
12/1/2018,MIL,Milwaukee Bucks,MIL @ NYK,Brook Lopez,C,31.3,5609,3,1597,1,12618,2,812,5,6509,0,13385,9,2204,1,4317,3,1827,5
12/1/2018,CHI,Chicago Bulls,CHI @ HOU,Zach LaVine,G,48.3,1195,2,3543,3,5849,2,812,11,549,5,1672,4,9339,2,1393,2,4097,6
12/1/2018,WAS,Washington Wizards,WAS vs. BKN,Markieff Morris,F,44.4,1795,2,3543,2,8551,2,812,9,1419,0,13385,7,3913,3,415,2,4097,7
12/1/2018,DET,Detroit Pistons,DET vs. GSW,Andre Drummond,C,49.8,1013,0,12874,0,18130,2,812,7,3260,2,6102,19,70,3,415,4,786,8
12/1/2018,MIL,Milwaukee Bucks,MIL @ NYK,Giannis Antetokounmpo,F,75.3,47,0,12874,7,1184,2,812,10,888,13,62,19,70,3,415,6,130,9
12/1/2018,TOR,Toronto Raptors,TOR @ CLE,Kawhi Leonard,F,55.8,519,3,1597,2,8551,2,812,11,549,9,316,9,2204,1,4317,1,8514,10
11/9/2018,BKN,Brooklyn Nets,BKN @ DEN,Jarrett Allen,C,49.8,1013,0,12874,2,8551,5,37,7,3260,4,2601,9,2204,1,4317,0,15731,1
11/9/2018,PHI,Philadelphia 76ers,PHI vs. CHA,Robert Covington,F,24.1,9282,1,7056,1,12618,4,98,2,14769,2,6102,3,12137,0,11467,0,15731,2
11/9/2018,PHI,Philadelphia 76ers,PHI vs. CHA,Joel Embiid,F-C,78.6,29,1,7056,4,3929,4,98,11,549,19,6,18,108,0,11467,3,1827,3
11/9/2018,DET,Detroit Pistons,DET @ ATL,Andre Drummond,C,49.7,1029,0,12874,1,12618,4,98,10,888,3,4174,11,1140,1,4317,3,1827,4
11/9/2018,MIA,Miami Heat,MIA vs. IND,Hassan Whiteside,C,44.5,1768,0,12874,1,12618,4,98,5,6509,1,10110,20,48,0,11467,4,786,5
11/9/2018,PHI,Philadelphia 76ers,PHI vs. CHA,Ben Simmons,G,64.3,174,0,12874,13,71,3,272,9,1419,4,2601,9,2204,2,1393,3,1827,6
11/9/2018,IND,Indiana Pacers,IND @ MIA,Myles Turner,C-F,18.2,13056,0,12874,0,18130,2,812,4,8828,0,13385,6,5192,0,11467,3,1827,7
11/9/2018,IND,Indiana Pacers,IND @ MIA,Darren Collison,G,34.6,4279,0,12874,4,3929,2,812,6,4636,5,1672,3,12137,1,4317,1,8514,8
11/9/2018,SAC,Sacramento Kings,SAC vs. MIN,Nemanja Bjelica,F,30.1,6151,2,3543,1,12618,2,812,6,4636,0,13385,8,2894,1,4317,4,786,9
11/9/2018,CHA,Charlotte Hornets,CHA @ PHI,Miles Bridges,F,23.3,9779,1,7056,1,12618,2,812,2,14769,0,13385,9,2204,0,11467,0,15731,10
11/8/2018,BOS,Boston Celtics,BOS @ PHX,Al Horford,C-F,28.7,6816,1,7056,3,5849,4,98,3,11548,0,13385,6,5192,0,11467,2,4097,1
11/8/2018,POR,Portland Trail Blazers,POR vs. LAC,Jusuf Nurkic,C,36.3,3672,0,12874,1,12618,3,272,4,8828,8,447,9,2204,0,11467,1,8514,2
11/8/2018,LAC,LA Clippers,LAC @ POR,Montrezl Harrell,F-C,40.2,2601,0,12874,2,8551,3,272,8,2174,3,4174,6,5192,1,4317,1,8514,3
11/8/2018,OKC,Oklahoma City Thunder,OKC vs. HOU,Nerlens Noel,F-C,17,13857,0,12874,0,18130,3,272,0,21502,2,6102,5,7038,0,11467,0,15731,4
11/8/2018,LAC,LA Clippers,LAC @ POR,Boban Marjanovic,C,16.3,14337,0,12874,1,12618,2,812,2,14769,0,13385,4,9339,0,11467,0,15731,5
11/8/2018,LAC,LA Clippers,LAC @ POR,Patrick Beverley,G,22.6,10204,0,12874,4,3929,2,812,2,14769,0,13385,3,12137,1,4317,0,15731,6
11/8/2018,MIL,Milwaukee Bucks,MIL @ GSW,Giannis Antetokounmpo,F,50.8,910,0,12874,4,3929,2,812,7,3260,10,204,9,2204,2,1393,2,4097,7
11/8/2018,GSW,Golden State Warriors,GSW vs. MIL,Klay Thompson,G,40.1,2630,2,3543,3,5849,2,812,9,1419,4,2601,3,12137,1,4317,1,8514,8
11/8/2018,PHX,Phoenix Suns,PHX vs. BOS,Josh Jackson,F,8.4,19548,0,12874,0,18130,2,812,1,18112,0,13385,2,15352,0,11467,2,4097,9
11/8/2018,BOS,Boston Celtics,BOS @ PHX,Kyrie Irving,G,65.4,153,6,113,6,1803,1,2443,13,186,7,723,7,3913,3,415,3,1827,10
11/7/2018,MIA,Miami Heat,MIA vs. SAS,Hassan Whiteside,C,82,14,0,12874,2,8551,9,1,10,888,9,316,20,48,0,11467,1,8514,1
11/7/2018,OKC,Oklahoma City Thunder,OKC @ CLE,Nerlens Noel,F-C,18.5,12859,0,12874,1,12618,4,98,0,21502,0,13385,0,22086,2,1393,1,8514,2
11/7/2018,UTA,Utah Jazz,UTA vs. DAL,Rudy Gobert,C,47,1378,0,12874,2,8551,4,98,7,3260,3,4174,10,1582,1,4317,0,15731,3
11/7/2018,NOP,New Orleans Pelicans,NOP vs. CHI,Anthony Davis,F-C,71.5,77,2,3543,7,1184,4,98,13,186,4,2601,15,299,1,4317,4,786,4
11/7/2018,ATL,Atlanta Hawks,ATL vs. NYK,DeAndre' Bembry,F,27,7652,1,7056,2,8551,3,272,3,11548,0,13385,5,7038,1,4317,1,8514,5
11/7/2018,PHI,Philadelphia 76ers,PHI @ IND,Joel Embiid,F-C,42,2194,1,7056,2,8551,3,272,7,3260,5,1672,10,1582,1,4317,5,338,6
11/7/2018,IND,Indiana Pacers,IND vs. PHI,Victor Oladipo,G,67.7,122,4,662,7,1184,3,272,14,108,4,2601,6,5192,2,1393,1,8514,7
11/7/2018,TOR,Toronto Raptors,TOR @ SAC,Serge Ibaka,C-F,36.8,3530,2,3543,0,18130,3,272,6,4636,0,13385,14,434,0,11467,3,1827,8
11/7/2018,CHI,Chicago Bulls,CHI @ NOP,Wendell Carter Jr.,C,41.2,2357,1,7056,0,18130,3,272,7,3260,2,6102,11,1140,1,4317,1,8514,9
11/7/2018,UTA,Utah Jazz,UTA vs. DAL,Derrick Favors,F-C,34.2,4437,1,7056,0,18130,3,272,5,6509,2,6102,6,5192,2,1393,1,8514,10
11/6/2018,DAL,Dallas Mavericks,DAL vs. WAS,Dorian Finney-Smith,F,24,9362,3,1597,0,18130,3,272,3,11548,2,6102,5,7038,0,11467,2,4097,1
11/6/2018,WAS,Washington Wizards,WAS @ DAL,Otto Porter Jr.,F,47.5,1301,5,280,5,2659,2,812,7,3260,0,13385,5,7038,3,415,0,15731,2
11/6/2018,WAS,Washington Wizards,WAS @ DAL,Bradley Beal,G,39.2,2856,1,7056,4,3929,2,812,7,3260,4,2601,6,5192,1,4317,2,4097,3
11/6/2018,ATL,Atlanta Hawks,ATL @ CHA,Dewayne Dedmon,C,18.2,13056,0,12874,0,18130,2,812,4,8828,0,13385,6,5192,0,11467,3,1827,4
11/6/2018,ATL,Atlanta Hawks,ATL @ CHA,Vince Carter,F-G,20.7,11451,1,7056,1,12618,2,812,2,14769,2,6102,1,18809,2,1393,1,8514,5
11/6/2018,ATL,Atlanta Hawks,ATL @ CHA,Alex Poythress,F,19,12526,1,7056,0,18130,2,812,3,11548,1,10110,5,7038,0,11467,1,8514,6
11/6/2018,ATL,Atlanta Hawks,ATL @ CHA,Kent Bazemore,G,34.9,4162,2,3543,1,12618,2,812,6,4636,2,6102,2,15352,4,121,3,1827,7
11/6/2018,PHX,Phoenix Suns,PHX vs. BKN,Richaun Holmes,F-C,32,5287,0,12874,0,18130,2,812,6,4636,1,10110,10,1582,1,4317,2,4097,8
11/6/2018,MIL,Milwaukee Bucks,MIL @ POR,Brook Lopez,C,31.3,5609,6,113,1,12618,1,2443,8,2174,0,13385,4,9339,0,11467,0,15731,9
11/6/2018,CHA,Charlotte Hornets,CHA vs. ATL,Michael Kidd-Gilchrist,F,13.2,16439,0,12874,2,8551,1,2443,0,21502,0,13385,6,5192,0,11467,0,15731,10
11/5/2018,MEM,Memphis Grizzlies,MEM @ GSW,Jaren Jackson Jr.,F-C,38.2,3126,0,12874,2,8551,5,37,6,4636,3,4174,6,5192,0,11467,2,4097,1
11/5/2018,MIN,Minnesota Timberwolves,MIN @ LAC,Karl-Anthony Towns,C,55.4,556,1,7056,2,8551,4,98,8,2174,3,4174,12,814,3,415,3,1827,2
11/5/2018,BOS,Boston Celtics,BOS @ DEN,Marcus Smart,G,33.1,4834,1,7056,3,5849,4,98,3,11548,2,6102,3,12137,2,1393,2,4097,3
11/5/2018,IND,Indiana Pacers,IND vs. HOU,Myles Turner,C-F,18.4,12911,0,12874,0,18130,3,272,2,14769,3,4174,2,15352,1,4317,3,1827,4
11/5/2018,HOU,Houston Rockets,HOU @ IND,Gary Clark,F,28.2,7054,1,7056,0,18130,3,272,1,18112,3,4174,6,5192,2,1393,0,15731,5
11/5/2018,CHI,Chicago Bulls,CHI @ NYK,Zach LaVine,G,58.8,376,4,662,4,3929,2,812,13,186,11,128,4,9339,3,415,8,25,6
11/5/2018,MIA,Miami Heat,MIA @ DET,Josh Richardson,G,47.6,1288,3,1597,4,3929,2,812,11,549,2,6102,8,2894,0,11467,1,8514,7
11/5/2018,ORL,Orlando Magic,ORL vs. CLE,Nikola Vucevic,C,34.5,4316,1,7056,1,12618,2,812,6,4636,1,10110,10,1582,1,4317,2,4097,8
11/5/2018,DET,Detroit Pistons,DET vs. MIA,Glenn Robinson III,G,25.4,8548,2,3543,0,18130,2,812,6,4636,2,6102,2,15352,1,4317,2,4097,9
11/5/2018,MIA,Miami Heat,MIA @ DET,Kelly Olynyk,F,32,5287,3,1597,4,3929,2,812,3,11548,4,2601,5,7038,1,4317,2,4097,10
11/4/2018,WAS,Washington Wizards,WAS vs. NYK,Bradley Beal,G,45.1,1677,1,7056,3,5849,4,98,7,3260,7,723,8,2894,0,11467,3,1827,1
11/4/2018,MIL,Milwaukee Bucks,MIL vs. SAC,Brook Lopez,C,22.4,10328,2,3543,0,18130,4,98,2,14769,2,6102,2,15352,0,11467,0,15731,2
11/4/2018,BKN,Brooklyn Nets,BKN vs. PHI,Jarrett Allen,C,36,3772,0,12874,0,18130,2,812,5,6509,5,1672,10,1582,1,4317,0,15731,3
11/4/2018,SAS,San Antonio Spurs,SAS vs. ORL,Dante Cunningham,F,14.1,15828,0,12874,3,5849,2,812,0,21502,0,13385,3,12137,0,11467,0,15731,4
11/4/2018,TOR,Toronto Raptors,TOR @ LAL,Danny Green,G,28.1,7107,5,280,3,5849,2,812,5,6509,0,13385,3,12137,0,11467,1,8514,5
11/4/2018,SAC,Sacramento Kings,SAC @ MIL,Willie Cauley-Stein,C,18.3,12997,0,12874,1,12618,2,812,2,14769,2,6102,4,9339,1,4317,3,1827,6
11/4/2018,WAS,Washington Wizards,WAS vs. NYK,Markieff Morris,F,38.7,2981,0,12874,5,2659,2,812,5,6509,6,1093,6,5192,1,4317,1,8514,7
11/4/2018,WAS,Washington Wizards,WAS vs. NYK,Jeff Green,F,29.8,6292,0,12874,0,18130,2,812,5,6509,4,2601,9,2204,0,11467,1,8514,8
11/4/2018,LAL,Los Angeles Lakers,LAL vs. TOR,JaVale McGee,C,22.2,10476,0,12874,2,8551,2,812,1,18112,6,1093,6,5192,0,11467,2,4097,9
11/4/2018,NYK,New York Knicks,NYK @ WAS,Frank Ntilikina,G,13.7,16081,0,12874,3,5849,2,812,3,11548,0,13385,1,18809,0,11467,4,786,10
11/30/2018,DET,Detroit Pistons,DET vs. CHI,Andre Drummond,C,62,245,0,12874,2,8551,4,98,9,1419,1,10110,20,48,2,1393,2,4097,1
11/30/2018,NOP,New Orleans Pelicans,NOP @ MIA,Anthony Davis,F-C,67.8,121,2,3543,2,8551,4,98,15,65,9,316,9,2204,1,4317,2,4097,2
11/30/2018,HOU,Houston Rockets,HOU @ SAS,Clint Capela,C,57.9,416,0,12874,1,12618,4,98,12,318,3,4174,12,814,1,4317,0,15731,3
11/30/2018,UTA,Utah Jazz,UTA @ CHA,Rudy Gobert,C,53.4,689,0,12874,2,8551,4,98,8,2174,4,2601,17,151,0,11467,2,4097,4
11/30/2018,CHI,Chicago Bulls,CHI @ DET,Wendell Carter Jr.,C,44.9,1707,0,12874,1,12618,3,272,11,549,6,1093,7,3913,0,11467,2,4097,5
11/30/2018,MEM,Memphis Grizzlies,MEM @ BKN,Marc Gasol,C,50.5,944,2,3543,5,2659,3,272,6,4636,1,10110,15,299,2,1393,5,338,6
11/30/2018,PHI,Philadelphia 76ers,PHI vs. WAS,Joel Embiid,F-C,43,2012,1,7056,0,18130,3,272,5,6509,5,1672,15,299,0,11467,0,15731,7
11/30/2018,PHI,Philadelphia 76ers,PHI vs. WAS,Mike Muscala,F-C,33,4889,2,3543,2,8551,2,812,2,14769,6,1093,10,1582,0,11467,0,15731,8
11/30/2018,MIA,Miami Heat,MIA vs. NOP,Hassan Whiteside,C,34.1,4478,0,12874,3,5849,2,812,6,4636,0,13385,8,2894,1,4317,1,8514,9
11/30/2018,CHI,Chicago Bulls,CHI @ DET,Robin Lopez,C,16.7,14061,0,12874,1,12618,2,812,4,8828,0,13385,1,18809,0,11467,0,15731,10
11/3/2018,LAL,Los Angeles Lakers,LAL @ POR,JaVale McGee,C,43.3,1960,0,12874,1,12618,6,10,6,4636,0,13385,9,2204,1,4317,2,4097,1
11/3/2018,NOP,New Orleans Pelicans,NOP @ SAS,Anthony Davis,F-C,49.1,1094,0,12874,3,5849,5,37,5,6509,7,723,8,2894,2,1393,3,1827,2
11/3/2018,CHI,Chicago Bulls,CHI vs. HOU,Wendell Carter Jr.,C,46.1,1518,0,12874,1,12618,4,98,4,8828,6,1093,13,591,2,1393,3,1827,3
11/3/2018,ATL,Atlanta Hawks,ATL vs. MIA,Alex Len,C,26.8,7778,2,3543,0,18130,3,272,3,11548,3,4174,4,9339,1,4317,1,8514,4
11/3/2018,UTA,Utah Jazz,UTA @ DEN,Jae Crowder,F,37.5,3321,4,662,1,12618,3,272,8,2174,1,10110,5,7038,1,4317,3,1827,5
11/3/2018,ATL,Atlanta Hawks,ATL vs. MIA,Dewayne Dedmon,C,29.4,6486,1,7056,0,18130,2,812,7,3260,0,13385,7,3913,0,11467,0,15731,6
11/3/2018,UTA,Utah Jazz,UTA @ DEN,Ekpe Udoh,C-F,8,19796,0,12874,0,18130,2,812,1,18112,0,13385,0,22086,0,11467,0,15731,7
11/3/2018,CHA,Charlotte Hornets,CHA vs. CLE,Michael Kidd-Gilchrist,F,20.8,11384,0,12874,0,18130,2,812,5,6509,0,13385,4,9339,0,11467,0,15731,8
11/3/2018,CHA,Charlotte Hornets,CHA vs. CLE,Cody Zeller,C,17.3,13676,0,12874,1,12618,2,812,3,11548,0,13385,4,9339,0,11467,1,8514,9
11/3/2018,PHI,Philadelphia 76ers,PHI vs. DET,Joel Embiid,F-C,62.9,215,1,7056,1,12618,2,812,10,888,18,9,17,151,0,11467,4,786,10
11/29/2018,LAL,Los Angeles Lakers,LAL vs. IND,JaVale McGee,C,28.1,7107,0,12874,3,5849,4,98,3,11548,0,13385,8,2894,0,11467,4,786,1
11/29/2018,LAL,Los Angeles Lakers,LAL vs. IND,Brandon Ingram,F,30.7,5895,0,12874,3,5849,3,272,6,4636,2,6102,1,18809,1,4317,1,8514,2
11/29/2018,LAC,LA Clippers,LAC @ SAC,Shai Gilgeous-Alexander,G,41,2414,1,7056,4,3929,2,812,6,4636,4,2601,5,7038,2,1393,0,15731,3
11/29/2018,LAL,Los Angeles Lakers,LAL vs. IND,Lonzo Ball,G,19.6,12151,0,12874,4,3929,2,812,1,18112,0,13385,8,2894,0,11467,4,786,4
11/29/2018,TOR,Toronto Raptors,TOR vs. GSW,Danny Green,G,32.5,5092,3,1597,3,5849,2,812,5,6509,0,13385,5,7038,1,4317,0,15731,5
11/29/2018,LAL,Los Angeles Lakers,LAL vs. IND,Tyson Chandler,C,21.8,10738,0,12874,2,8551,2,812,0,21502,3,4174,9,2204,0,11467,1,8514,6
11/29/2018,GSW,Golden State Warriors,GSW @ TOR,Andre Iguodala,G,24.3,9159,0,12874,5,2659,2,812,3,11548,0,13385,4,9339,1,4317,3,1827,7
11/29/2018,IND,Indiana Pacers,IND @ LAL,Myles Turner,C-F,15.7,14747,0,12874,1,12618,1,2443,3,11548,0,13385,6,5192,0,11467,2,4097,8
11/29/2018,IND,Indiana Pacers,IND @ LAL,Doug McDermott,F,15.4,14944,2,3543,0,18130,1,2443,3,11548,2,6102,2,15352,0,11467,0,15731,9
11/29/2018,TOR,Toronto Raptors,TOR vs. GSW,Serge Ibaka,C-F,26.3,8058,1,7056,1,12618,1,2443,8,2174,3,4174,4,9339,0,11467,3,1827,10
11/28/2018,UTA,Utah Jazz,UTA @ BKN,Rudy Gobert,C,60.7,299,0,12874,3,5849,4,98,10,888,3,4174,16,207,1,4317,1,8514,1
11/28/2018,OKC,Oklahoma City Thunder,OKC vs. CLE,Jerami Grant,F,38,3183,1,7056,0,18130,4,98,8,2174,4,2601,5,7038,0,11467,1,8514,2
11/28/2018,NYK,New York Knicks,NYK @ PHI,Mitchell Robinson,C,23.7,9557,0,12874,1,12618,4,98,2,14769,1,10110,6,5192,0,11467,2,4097,3
11/28/2018,SAS,San Antonio Spurs,SAS @ MIN,DeMar DeRozan,G,22.4,10328,0,12874,2,8551,4,98,4,8828,2,6102,2,15352,0,11467,5,338,4
11/28/2018,PHX,Phoenix Suns,PHX @ LAC,Deandre Ayton,C,27.8,7260,0,12874,0,18130,3,272,1,18112,2,6102,9,2204,2,1393,2,4097,5
11/28/2018,ATL,Atlanta Hawks,ATL @ CHA,Kent Bazemore,G,29.5,6436,0,12874,3,5849,3,272,0,21502,8,447,5,7038,1,4317,1,8514,6
11/28/2018,CHA,Charlotte Hornets,CHA vs. ATL,Cody Zeller,C,31,5760,0,12874,2,8551,2,812,7,3260,5,1672,5,7038,0,11467,3,1827,7
11/28/2018,LAC,LA Clippers,LAC vs. PHX,Danilo Gallinari,F,54,645,4,662,4,3929,2,812,7,3260,10,204,10,1582,1,4317,1,8514,8
11/28/2018,NOP,New Orleans Pelicans,NOP vs. WAS,Anthony Davis,F-C,56.5,478,2,3543,3,5849,2,812,9,1419,8,447,15,299,1,4317,3,1827,9
11/28/2018,OKC,Oklahoma City Thunder,OKC vs. CLE,Deonte Burton,G,16.4,14248,1,7056,0,18130,2,812,3,11548,1,10110,2,15352,0,11467,0,15731,10
11/27/2018,IND,Indiana Pacers,IND @ PHX,Myles Turner,C-F,48.1,1213,1,7056,1,12618,5,37,6,4636,3,4174,13,591,0,11467,0,15731,1
11/27/2018,LAL,Los Angeles Lakers,LAL @ DEN,JaVale McGee,C,17.9,13253,0,12874,1,12618,4,98,1,18112,0,13385,2,15352,0,11467,0,15731,2
11/27/2018,DET,Detroit Pistons,DET vs. NYK,Stanley Johnson,F,40.8,2462,2,3543,2,8551,3,272,7,3260,5,1672,4,9339,1,4317,0,15731,3
11/27/2018,NYK,New York Knicks,NYK @ DET,Noah Vonleh,F,23.9,9428,1,7056,1,12618,3,272,2,14769,1,10110,7,3913,0,11467,1,8514,4
11/27/2018,DEN,Denver Nuggets,DEN vs. LAL,Paul Millsap,F,44.2,1823,0,12874,2,8551,2,812,9,1419,2,6102,11,1140,1,4317,1,8514,5
11/27/2018,PHX,Phoenix Suns,PHX vs. IND,Richaun Holmes,F-C,22.4,10328,0,12874,0,18130,2,812,3,11548,2,6102,7,3913,0,11467,0,15731,6
11/27/2018,MIA,Miami Heat,MIA vs. ATL,Hassan Whiteside,C,33,4889,0,12874,0,18130,2,812,5,6509,1,10110,10,1582,2,1393,2,4097,7
11/27/2018,MEM,Memphis Grizzlies,MEM vs. TOR,Mike Conley,G,47,1378,2,3543,6,1803,2,812,7,3260,4,2601,5,7038,3,415,3,1827,8
11/27/2018,LAL,Los Angeles Lakers,LAL @ DEN,LeBron James,F,33.4,4730,0,12874,2,8551,2,812,5,6509,4,2601,7,3913,2,1393,4,786,9
11/27/2018,MEM,Memphis Grizzlies,MEM vs. TOR,Marc Gasol,C,48.8,1132,4,662,4,3929,2,812,10,888,3,4174,4,9339,2,1393,1,8514,10
11/26/2018,HOU,Houston Rockets,HOU @ WAS,Clint Capela,C,47.8,1257,0,12874,2,8551,4,98,8,2174,1,10110,14,434,0,11467,1,8514,1
11/26/2018,MIN,Minnesota Timberwolves,MIN @ CLE,Jeff Teague,G,33.4,4730,0,12874,6,1803,3,272,5,6509,3,4174,2,15352,1,4317,3,1827,2
11/26/2018,NOP,New Orleans Pelicans,NOP vs. BOS,Anthony Davis,F-C,66.7,132,0,12874,5,2659,3,272,8,2174,11,128,16,207,3,415,5,338,3
11/26/2018,MIL,Milwaukee Bucks,MIL @ CHA,Giannis Antetokounmpo,F,60.1,321,1,7056,9,525,3,272,7,3260,5,1672,13,591,1,4317,1,8514,4
11/26/2018,CHI,Chicago Bulls,CHI vs. SAS,Justin Holiday,F-G,35.2,4048,5,280,4,3929,2,812,6,4636,0,13385,6,5192,0,11467,1,8514,5
11/26/2018,GSW,Golden State Warriors,GSW vs. ORL,Kevin Durant,F,77.7,36,4,662,9,525,2,812,16,39,13,62,6,5192,2,1393,4,786,6
11/26/2018,CLE,Cleveland Cavaliers,CLE vs. MIN,Larry Nance Jr.,F,39.1,2887,0,12874,7,1184,2,812,5,6509,2,6102,8,2894,1,4317,2,4097,7
11/26/2018,SAS,San Antonio Spurs,SAS @ CHI,LaMarcus Aldridge,C-F,41.1,2388,0,12874,3,5849,2,812,8,2174,4,2601,8,2894,1,4317,2,4097,8
11/26/2018,MIN,Minnesota Timberwolves,MIN @ CLE,Robert Covington,F,45.9,1547,4,662,1,12618,2,812,8,2174,4,2601,7,3913,2,1393,0,15731,9
11/26/2018,GSW,Golden State Warriors,GSW vs. ORL,Klay Thompson,G,41.5,2292,6,113,1,12618,2,812,11,549,1,10110,5,7038,0,11467,1,8514,10
11/25/2018,LAL,Los Angeles Lakers,LAL vs. ORL,JaVale McGee,C,40.4,2551,0,12874,0,18130,7,3,5,6509,2,6102,7,3913,0,11467,1,8514,1
11/25/2018,MEM,Memphis Grizzlies,MEM vs. NYK,Jaren Jackson Jr.,F-C,47.7,1274,4,662,3,5849,7,3,6,4636,0,13385,6,5192,0,11467,1,8514,2
11/25/2018,MEM,Memphis Grizzlies,MEM vs. NYK,Marc Gasol,C,63.6,196,3,1597,4,3929,5,37,10,888,4,2601,8,2894,2,1393,0,15731,3
11/25/2018,POR,Portland Trail Blazers,POR vs. LAC,Zach Collins,F-C,24.6,8971,0,12874,2,8551,3,272,4,8828,1,10110,3,12137,0,11467,0,15731,4
11/25/2018,UTA,Utah Jazz,UTA @ SAC,Derrick Favors,F-C,37.4,3345,0,12874,2,8551,3,272,4,8828,3,4174,7,3913,3,415,3,1827,5
11/25/2018,PHX,Phoenix Suns,PHX @ DET,Richaun Holmes,F-C,25.2,8653,0,12874,0,18130,3,272,4,8828,2,6102,6,5192,0,11467,1,8514,6
11/25/2018,ORL,Orlando Magic,ORL @ LAL,Nikola Vucevic,C,71.5,77,3,1597,7,1184,3,272,10,888,8,447,15,299,2,1393,3,1827,7
11/25/2018,ATL,Atlanta Hawks,ATL vs. CHA,Omari Spellman,F,21.8,10738,1,7056,2,8551,3,272,2,14769,0,13385,4,9339,0,11467,0,15731,8
11/25/2018,PHX,Phoenix Suns,PHX @ DET,Deandre Ayton,C,49.6,1039,0,12874,2,8551,3,272,11,549,3,4174,13,591,0,11467,3,1827,9
11/25/2018,MEM,Memphis Grizzlies,MEM vs. NYK,JaMychal Green,F,20.4,11636,0,12874,0,18130,2,812,2,14769,2,6102,7,3913,0,11467,0,15731,10
11/24/2018,HOU,Houston Rockets,HOU @ CLE,Clint Capela,C,38.5,3041,0,12874,3,5849,4,98,4,8828,4,2601,10,1582,0,11467,2,4097,1
11/24/2018,DEN,Denver Nuggets,DEN @ OKC,Mason Plumlee,F-C,32.4,5131,0,12874,2,8551,4,98,4,8828,3,4174,7,3913,0,11467,2,4097,2
11/24/2018,WAS,Washington Wizards,WAS vs. NOP,Bradley Beal,G,47.2,1353,1,7056,8,789,3,272,7,3260,3,4174,6,5192,1,4317,2,4097,3
11/24/2018,OKC,Oklahoma City Thunder,OKC vs. DEN,Paul George,F,55.7,529,3,1597,3,5849,3,272,8,2174,5,1672,11,1140,2,1393,1,8514,4
11/24/2018,MIN,Minnesota Timberwolves,MIN vs. CHI,Robert Covington,F,29.7,6345,0,12874,1,12618,3,272,1,18112,2,6102,6,5192,3,415,1,8514,5
11/24/2018,WAS,Washington Wizards,WAS vs. NOP,Kelly Oubre Jr.,F,32.3,5169,2,3543,1,12618,2,812,5,6509,0,13385,4,9339,3,415,1,8514,6
11/24/2018,NOP,New Orleans Pelicans,NOP @ WAS,Cheick Diallo,F,15.9,14616,0,12874,1,12618,2,812,3,11548,0,13385,2,15352,0,11467,0,15731,7
