GAME_DATE,TEAM_ABBREVIATION,TEAM_NAME,MATCHUP,PLAYER_NAME,PLAYER_POSITION,NBA_FANTASY_PTS,NBA_FANTASY_PTS_RANK,FG3M,FG3M_RANK,AST,AST_RANK,BLK,BLK_RANK,FGM,FGM_RANK,FTM,FTM_RANK,REB,REB_RANK,STL,STL_RANK,TOV,TOV_RANK,DAY_RANK
10/21/2018,SAC,Sacramento Kings,SAC @ OKC,De'Aaron Fox,G,43.8,1892,1,7056,10,325,1,2443,7,3260,7,723,4,9339,1,4317,4,786,9
10/21/2018,LAC,LA Clippers,LAC vs. HOU,Montrezl Harrell,F-C,43.5,1933,0,12874,3,5849,3,272,8,2174,1,10110,10,1582,1,4317,2,4097,10
10/20/2018,DEN,Denver Nuggets,DEN vs. PHX,Nikola Jokic,C,79.7,24,3,1597,11,183,1,2443,11,549,10,204,11,1140,4,121,0,15731,1
10/20/2018,ORL,Orlando Magic,ORL @ PHI,Nikola Vucevic,C,64.6,165,4,662,12,111,0,7843,10,888,3,4174,13,591,2,1393,2,4097,2
10/20/2018,DET,Detroit Pistons,DET @ CHI,Blake Griffin,F,57.9,416,5,280,5,2659,1,2443,12,318,4,2601,12,814,0,11467,0,15731,3
10/20/2018,DAL,Dallas Mavericks,DAL vs. MIN,DeAndre Jordan,C,55.5,544,0,12874,1,12618,5,37,8,2174,6,1093,10,1582,2,1393,1,8514,4
10/20/2018,HOU,Houston Rockets,HOU @ LAL,James Harden,G,54.9,579,5,280,5,2659,1,2443,10,888,11,128,7,3913,2,1393,6,130,5
10/20/2018,CHA,Charlotte Hornets,CHA @ MIA,Kemba Walker,G,53.5,681,7,46,7,1184,0,7843,14,108,4,2601,5,7038,0,11467,2,4097,6
10/20/2018,TOR,Toronto Raptors,TOR @ WAS,Kyle Lowry,G,51.6,833,4,662,12,111,1,2443,10,888,4,2601,3,12137,1,4317,4,786,7
10/20/2018,HOU,Houston Rockets,HOU @ LAL,Chris Paul,G,51.4,851,3,1597,10,325,0,7843,9,1419,7,723,7,3913,1,4317,3,1827,8
10/20/2018,WAS,Washington Wizards,WAS vs. TOR,John Wall,G,49.8,1013,0,12874,6,1803,1,2443,7,3260,11,128,4,9339,4,121,4,786,9
10/20/2018,WAS,Washington Wizards,WAS vs. TOR,Bradley Beal,G,49.6,1039,6,113,6,1803,1,2443,12,318,2,6102,3,12137,1,4317,1,8514,10
10/19/2018,GSW,Golden State Warriors,GSW @ UTA,Kevin Durant,F,63.3,207,1,7056,7,1184,1,2443,14,108,9,316,9,2204,1,4317,2,4097,1
10/19/2018,MIN,Minnesota Timberwolves,MIN vs. CLE,Jimmy Butler,G,61.9,251,1,7056,3,5849,2,812,10,888,12,89,7,3913,4,121,2,4097,2
10/19/2018,CLE,Cleveland Cavaliers,CLE @ MIN,Kevin Love,F-C,55.3,561,3,1597,7,1184,0,7843,6,4636,10,204,19,70,0,11467,3,1827,3
10/19/2018,MIL,Milwaukee Bucks,MIL vs. IND,Giannis Antetokounmpo,F,54.5,604,0,12874,5,2659,1,2443,12,318,2,6102,15,299,2,1393,6,130,4
10/19/2018,NOP,New Orleans Pelicans,NOP vs. SAC,Anthony Davis,F-C,54,645,1,7056,6,1803,2,812,8,2174,8,447,10,1582,2,1393,4,786,5
10/19/2018,GSW,Golden State Warriors,GSW @ UTA,Stephen Curry,G,49.8,1013,5,280,8,789,0,7843,13,186,0,13385,4,9339,2,1393,4,786,6
10/19/2018,NOP,New Orleans Pelicans,NOP vs. SAC,Nikola Mirotic,F,49.8,1013,5,280,2,8551,0,7843,14,108,3,4174,9,2204,0,11467,0,15731,7
10/19/2018,LAC,LA Clippers,LAC vs. OKC,Tobias Harris,F,48.2,1205,2,3543,4,3929,1,2443,10,888,4,2601,11,1140,1,4317,3,1827,8
10/19/2018,TOR,Toronto Raptors,TOR vs. BOS,Kawhi Leonard,F,47.5,1301,2,3543,3,5849,0,7843,10,888,9,316,10,1582,1,4317,3,1827,9
10/19/2018,NYK,New York Knicks,NYK @ BKN,Enes Kanter,C,47,1378,0,12874,2,8551,0,7843,12,318,5,1672,10,1582,1,4317,0,15731,10
10/18/2018,PHI,Philadelphia 76ers,PHI vs. CHI,Joel Embiid,F-C,61.9,251,0,12874,3,5849,4,98,9,1419,12,89,12,814,1,4317,2,4097,1
10/18/2018,WAS,Washington Wizards,WAS vs. MIA,John Wall,G,55.1,566,1,7056,9,525,4,98,9,1419,7,723,3,12137,1,4317,3,1827,2
10/18/2018,PHI,Philadelphia 76ers,PHI vs. CHI,Ben Simmons,G,51.1,878,0,12874,11,183,2,812,5,6509,3,4174,13,591,1,4317,3,1827,3
10/18/2018,LAL,Los Angeles Lakers,LAL @ POR,LeBron James,F,46.4,1473,0,12874,6,1803,0,7843,9,1419,8,447,12,814,1,4317,6,130,4
10/18/2018,CHI,Chicago Bulls,CHI @ PHI,Zach LaVine,G,44.5,1768,2,3543,3,5849,3,272,11,549,6,1093,5,7038,0,11467,5,338,5
10/18/2018,MIA,Miami Heat,MIA @ WAS,Josh Richardson,G,44.3,1814,5,280,5,2659,1,2443,8,2174,7,723,4,9339,1,4317,2,4097,6
10/18/2018,POR,Portland Trail Blazers,POR vs. LAL,Damian Lillard,G,44.2,1823,2,3543,4,3929,1,2443,9,1419,8,447,6,5192,1,4317,3,1827,7
10/18/2018,CHI,Chicago Bulls,CHI @ PHI,Bobby Portis,F,42.2,2152,3,1597,2,8551,1,2443,8,2174,1,10110,11,1140,1,4317,0,15731,8
10/18/2018,WAS,Washington Wizards,WAS vs. MIA,Otto Porter Jr.,F,40.2,2601,0,12874,0,18130,3,272,3,11548,3,4174,11,1140,3,415,0,15731,9
10/18/2018,MIA,Miami Heat,MIA @ WAS,Rodney McGruder,F-G,39.6,2762,3,1597,6,1803,1,2443,7,3260,3,4174,8,2894,0,11467,2,4097,10
10/17/2018,NOP,New Orleans Pelicans,NOP @ HOU,Anthony Davis,F-C,80.2,22,0,12874,8,789,3,272,13,186,6,1093,16,207,3,415,1,8514,1
10/17/2018,SAS,San Antonio Spurs,SAS vs. MIN,LaMarcus Aldridge,C-F,56.8,463,0,12874,2,8551,3,272,7,3260,7,723,19,70,1,4317,2,4097,2
10/17/2018,MIL,Milwaukee Bucks,MIL @ CHA,Giannis Antetokounmpo,F,53.6,675,0,12874,8,789,1,2443,9,1419,7,723,18,108,0,11467,8,25,3
10/17/2018,CHA,Charlotte Hornets,CHA vs. MIL,Kemba Walker,G,52.4,762,7,46,4,3929,0,7843,15,65,4,2601,2,15352,2,1393,3,1827,4
10/17/2018,HOU,Houston Rockets,HOU vs. NOP,James Harden,G,51.8,809,3,1597,10,325,1,2443,6,4636,3,4174,9,2204,3,415,4,786,5
10/17/2018,NYK,New York Knicks,NYK vs. ATL,Tim Hardaway Jr.,G,51.7,818,3,1597,5,2659,0,7843,10,888,8,447,6,5192,2,1393,0,15731,6
10/17/2018,DET,Detroit Pistons,DET vs. BKN,Andre Drummond,C,50,995,1,7056,2,8551,1,2443,10,888,3,4174,20,48,0,11467,4,786,7
10/17/2018,MIN,Minnesota Timberwolves,MIN @ SAS,Jimmy Butler,G,49.9,1004,1,7056,3,5849,1,2443,9,1419,4,2601,7,3913,4,121,1,8514,8
10/17/2018,PHX,Phoenix Suns,PHX vs. DAL,Devin Booker,G,47.3,1338,6,113,7,1184,0,7843,12,318,5,1672,4,9339,0,11467,3,1827,9
10/17/2018,SAC,Sacramento Kings,SAC vs. UTA,Willie Cauley-Stein,C,46.4,1473,0,12874,4,3929,2,812,10,888,3,4174,7,3913,1,4317,0,15731,10
10/16/2018,PHI,Philadelphia 76ers,PHI @ BOS,Ben Simmons,G,64,186,0,12874,8,789,2,812,7,3260,5,1672,15,299,4,121,3,1827,1
10/16/2018,GSW,Golden State Warriors,GSW vs. OKC,Stephen Curry,G,55.1,566,5,280,9,525,0,7843,11,549,5,1672,8,2894,1,4317,3,1827,2
10/16/2018,OKC,Oklahoma City Thunder,OKC @ GSW,Dennis Schroder,G,48.6,1153,2,3543,6,1803,1,2443,7,3260,5,1672,8,2894,3,415,3,1827,3
10/16/2018,GSW,Golden State Warriors,GSW vs. OKC,Kevin Durant,F,48.6,1153,0,12874,6,1803,1,2443,9,1419,9,316,8,2894,1,4317,3,1827,4
10/16/2018,OKC,Oklahoma City Thunder,OKC @ GSW,Paul George,F,43.9,1878,4,662,5,2659,0,7843,9,1419,5,1672,2,15352,4,121,5,338,5
10/16/2018,PHI,Philadelphia 76ers,PHI @ BOS,Joel Embiid,F-C,42,2194,1,7056,2,8551,2,812,9,1419,4,2601,10,1582,1,4317,5,338,6
10/16/2018,BOS,Boston Celtics,BOS vs. PHI,Jayson Tatum,F,40.3,2579,1,7056,3,5849,0,7843,9,1419,4,2601,9,2204,1,4317,1,8514,7
10/16/2018,OKC,Oklahoma City Thunder,OKC @ GSW,Steven Adams,C,40.2,2601,0,12874,4,3929,0,7843,6,4636,5,1672,11,1140,2,1393,2,4097,8
10/16/2018,GSW,Golden State Warriors,GSW vs. OKC,Kevon Looney,C-F,33,4889,0,12874,2,8551,2,812,5,6509,0,13385,10,1582,1,4317,1,8514,9
10/16/2018,BOS,Boston Celtics,BOS vs. PHI,Marcus Morris,F,33,4889,2,3543,0,18130,0,7843,7,3260,0,13385,10,1582,2,1393,1,8514,10
1/9/2019,NOP,New Orleans Pelicans,NOP vs. CLE,Anthony Davis,F-C,81.1,16,1,7056,7,1184,4,98,11,549,15,30,13,591,2,1393,1,8514,1
1/9/2019,HOU,Houston Rockets,HOU vs. MIL,James Harden,G,64.2,179,6,113,6,1803,1,2443,13,186,10,204,11,1140,2,1393,9,7,2
1/9/2019,PHI,Philadelphia 76ers,PHI @ WAS,Joel Embiid,F-C,59.8,334,1,7056,2,8551,3,272,11,549,12,89,14,434,1,4317,7,51,3
1/9/2019,MIL,Milwaukee Bucks,MIL @ HOU,Giannis Antetokounmpo,F,59.7,340,0,12874,5,2659,0,7843,8,2174,11,128,21,32,1,4317,3,1827,4
1/9/2019,MEM,Memphis Grizzlies,MEM vs. SAS,Marc Gasol,C,52.3,770,3,1597,3,5849,1,2443,9,1419,5,1672,14,434,1,4317,1,8514,5
1/9/2019,UTA,Utah Jazz,UTA vs. ORL,Donovan Mitchell,G,49.3,1075,4,662,7,1184,0,7843,12,318,5,1672,4,9339,1,4317,2,4097,6
1/9/2019,DAL,Dallas Mavericks,DAL vs. PHX,Luka Doncic,F-G,48.5,1171,4,662,5,2659,0,7843,8,2174,10,204,5,7038,3,415,4,786,7
1/9/2019,ATL,Atlanta Hawks,ATL @ BKN,John Collins,F-C,48.3,1195,1,7056,1,12618,0,7843,12,318,5,1672,14,434,1,4317,3,1827,8
1/9/2019,WAS,Washington Wizards,WAS vs. PHI,Bradley Beal,G,45.9,1547,6,113,5,2659,1,2443,13,186,2,6102,2,15352,1,4317,4,786,9
1/9/2019,CLE,Cleveland Cavaliers,CLE @ NOP,Jordan Clarkson,G,41.8,2238,2,3543,2,8551,2,812,9,1419,1,10110,4,9339,3,415,2,4097,10
1/8/2019,TOR,Toronto Raptors,TOR vs. ATL,Kawhi Leonard,F,64.8,159,3,1597,6,1803,1,2443,11,549,6,1093,4,9339,6,3,1,8514,1
1/8/2019,MIN,Minnesota Timberwolves,MIN @ OKC,Andrew Wiggins,F-G,63,214,2,3543,4,3929,1,2443,11,549,16,19,10,1582,1,4317,1,8514,2
1/8/2019,DEN,Denver Nuggets,DEN @ MIA,Nikola Jokic,C,57.2,441,1,7056,10,325,0,7843,11,549,6,1093,11,1140,1,4317,3,1827,3
1/8/2019,OKC,Oklahoma City Thunder,OKC vs. MIN,Russell Westbrook,G,57,453,1,7056,16,13,2,812,11,549,2,6102,5,7038,1,4317,7,51,4
1/8/2019,GSW,Golden State Warriors,GSW vs. NYK,Klay Thompson,G,56.4,485,7,46,0,18130,2,812,18,14,0,13385,2,15352,2,1393,1,8514,5
1/8/2019,LAC,LA Clippers,LAC vs. CHA,Montrezl Harrell,F-C,48.7,1140,0,12874,5,2659,0,7843,9,1419,5,1672,11,1140,2,1393,1,8514,6
1/8/2019,LAC,LA Clippers,LAC vs. CHA,Lou Williams,G,48.6,1153,2,3543,10,325,1,2443,9,1419,7,723,3,12137,0,11467,0,15731,7
1/8/2019,PHX,Phoenix Suns,PHX vs. SAC,Kelly Oubre Jr.,F,48,1227,3,1597,4,3929,1,2443,9,1419,5,1672,5,7038,3,415,2,4097,8
1/8/2019,SAC,Sacramento Kings,SAC @ PHX,Willie Cauley-Stein,C,45.9,1547,0,12874,3,5849,3,272,6,4636,3,4174,7,3913,3,415,0,15731,9
1/8/2019,GSW,Golden State Warriors,GSW vs. NYK,Stephen Curry,G,45.4,1629,3,1597,14,43,0,7843,5,6509,1,10110,7,3913,1,4317,1,8514,10
1/7/2019,NOP,New Orleans Pelicans,NOP vs. MEM,Anthony Davis,F-C,69.1,101,0,12874,3,5849,3,272,14,108,8,447,13,591,2,1393,2,4097,1
1/7/2019,HOU,Houston Rockets,HOU vs. DEN,James Harden,G,59,364,6,113,14,43,1,2443,7,3260,12,89,5,7038,1,4317,6,130,2
1/7/2019,SAS,San Antonio Spurs,SAS @ DET,DeMar DeRozan,G,57.9,416,0,12874,9,525,2,812,12,318,2,6102,7,3913,2,1393,2,4097,3
1/7/2019,MIL,Milwaukee Bucks,MIL vs. UTA,Giannis Antetokounmpo,F,53,721,0,12874,2,8551,2,812,13,186,4,2601,10,1582,1,4317,1,8514,4
1/7/2019,HOU,Houston Rockets,HOU vs. DEN,Clint Capela,C,50.8,910,0,12874,2,8551,0,7843,13,186,5,1672,9,2204,2,1393,0,15731,5
1/7/2019,LAL,Los Angeles Lakers,LAL @ DAL,Josh Hart,G,50.4,956,1,7056,6,1803,0,7843,5,6509,3,4174,12,814,5,25,2,4097,6
1/7/2019,DEN,Denver Nuggets,DEN @ HOU,Nikola Jokic,C,46.6,1440,1,7056,4,3929,1,2443,11,549,1,10110,13,591,2,1393,8,25,7
1/7/2019,DET,Detroit Pistons,DET vs. SAS,Andre Drummond,C,45.8,1562,0,12874,2,8551,1,2443,9,1419,1,10110,14,434,3,415,5,338,8
1/7/2019,LAL,Los Angeles Lakers,LAL @ DAL,Brandon Ingram,F,45.6,1597,0,12874,6,1803,0,7843,12,318,5,1672,3,12137,2,1393,2,4097,9
1/7/2019,DET,Detroit Pistons,DET vs. SAS,Blake Griffin,F,45.4,1629,2,3543,8,789,0,7843,13,186,6,1093,2,15352,0,11467,3,1827,10
1/6/2019,MIN,Minnesota Timberwolves,MIN vs. LAL,Karl-Anthony Towns,C,69.1,101,1,7056,3,5849,4,98,11,549,5,1672,18,108,2,1393,3,1827,1
1/6/2019,ORL,Orlando Magic,ORL @ LAC,Nikola Vucevic,C,59.8,334,2,3543,8,789,2,812,7,3260,0,13385,24,5,0,11467,3,1827,2
1/6/2019,OKC,Oklahoma City Thunder,OKC vs. WAS,Russell Westbrook,G,54.5,604,2,3543,13,71,1,2443,9,1419,2,6102,15,299,0,11467,8,25,3
1/6/2019,WAS,Washington Wizards,WAS @ OKC,Bradley Beal,G,49,1111,2,3543,6,1803,1,2443,10,888,3,4174,5,7038,2,1393,0,15731,4
1/6/2019,LAC,LA Clippers,LAC vs. ORL,Tobias Harris,F,46.8,1417,1,7056,2,8551,1,2443,10,888,7,723,9,2204,1,4317,1,8514,5
1/6/2019,PHX,Phoenix Suns,PHX vs. CHA,T.J. Warren,F,44.5,1768,3,1597,5,2659,1,2443,9,1419,2,6102,5,7038,2,1393,1,8514,6
1/6/2019,MIN,Minnesota Timberwolves,MIN vs. LAL,Jeff Teague,G,43.7,1905,3,1597,11,183,0,7843,6,4636,0,13385,6,5192,2,1393,1,8514,7
1/6/2019,WAS,Washington Wizards,WAS @ OKC,Otto Porter Jr.,F,42.7,2067,4,662,5,2659,3,272,7,3260,2,6102,6,5192,0,11467,1,8514,8
1/6/2019,IND,Indiana Pacers,IND @ TOR,Bojan Bogdanovic,F,42.3,2137,2,3543,3,5849,0,7843,9,1419,1,10110,9,2204,2,1393,0,15731,9
1/6/2019,BKN,Brooklyn Nets,BKN @ CHI,D'Angelo Russell,G,41.3,2339,6,113,5,2659,0,7843,10,888,2,6102,4,9339,1,4317,2,4097,10
1/5/2019,DEN,Denver Nuggets,DEN vs. CHA,Nikola Jokic,C,72.4,66,3,1597,6,1803,1,2443,16,39,4,2601,12,814,3,415,2,4097,1
1/5/2019,MIL,Milwaukee Bucks,MIL vs. TOR,Giannis Antetokounmpo,F,67.6,125,3,1597,4,3929,0,7843,16,39,8,447,18,108,1,4317,6,130,2
1/5/2019,TOR,Toronto Raptors,TOR @ MIL,Kawhi Leonard,F,60.4,306,2,3543,6,1803,0,7843,8,2174,12,89,7,3913,5,25,2,4097,3
1/5/2019,DET,Detroit Pistons,DET vs. UTA,Blake Griffin,F,56.5,478,3,1597,5,2659,0,7843,13,186,5,1672,10,1582,2,1393,3,1827,4
1/5/2019,GSW,Golden State Warriors,GSW @ SAC,Kevin Durant,F,53.5,681,3,1597,9,525,2,812,11,549,4,2601,5,7038,0,11467,1,8514,5
1/5/2019,HOU,Houston Rockets,HOU @ POR,James Harden,G,53.5,681,5,280,7,1184,1,2443,13,186,7,723,5,7038,1,4317,7,51,6
1/5/2019,NOP,New Orleans Pelicans,NOP @ CLE,Anthony Davis,F-C,53.5,681,0,12874,3,5849,2,812,6,4636,8,447,10,1582,4,121,1,8514,7
1/5/2019,GSW,Golden State Warriors,GSW @ SAC,Stephen Curry,G,51,888,10,5,2,8551,0,7843,14,108,4,2601,5,7038,2,1393,6,130,8
1/5/2019,PHI,Philadelphia 76ers,PHI vs. DAL,Joel Embiid,F-C,50.9,899,1,7056,5,2659,1,2443,7,3260,10,204,12,814,1,4317,2,4097,9
1/5/2019,UTA,Utah Jazz,UTA @ DET,Donovan Mitchell,G,49.5,1057,1,7056,5,2659,1,2443,10,888,5,1672,5,7038,3,415,2,4097,10
1/4/2019,IND,Indiana Pacers,IND @ CHI,Victor Oladipo,G,60.4,306,4,662,4,3929,1,2443,14,108,4,2601,7,3913,3,415,2,4097,1
1/4/2019,MIN,Minnesota Timberwolves,MIN vs. ORL,Karl-Anthony Towns,C,56,510,1,7056,2,8551,1,2443,11,549,6,1093,15,299,1,4317,0,15731,2
1/4/2019,OKC,Oklahoma City Thunder,OKC @ POR,Russell Westbrook,G,52.3,770,0,12874,7,1184,0,7843,13,186,5,1672,9,2204,1,4317,3,1827,3
1/4/2019,MIA,Miami Heat,MIA vs. WAS,Hassan Whiteside,C,49.6,1039,0,12874,0,18130,2,812,9,1419,3,4174,18,108,1,4317,2,4097,4
1/4/2019,MIL,Milwaukee Bucks,MIL vs. ATL,Giannis Antetokounmpo,F,49.6,1039,0,12874,10,325,2,812,6,4636,4,2601,8,2894,1,4317,0,15731,5
1/4/2019,OKC,Oklahoma City Thunder,OKC @ POR,Paul George,F,49.6,1039,5,280,2,8551,0,7843,10,888,12,89,8,2894,1,4317,3,1827,6
1/4/2019,WAS,Washington Wizards,WAS @ MIA,Bradley Beal,G,49.3,1075,4,662,7,1184,0,7843,10,888,9,316,9,2204,0,11467,5,338,7
1/4/2019,MEM,Memphis Grizzlies,MEM vs. BKN,Mike Conley,G,47.6,1288,3,1597,2,8551,0,7843,10,888,8,447,3,12137,4,121,2,4097,8
1/4/2019,NYK,New York Knicks,NYK @ LAL,Enes Kanter,C,46.5,1455,1,7056,3,5849,3,272,5,6509,5,1672,15,299,0,11467,1,8514,9
1/4/2019,CHI,Chicago Bulls,CHI vs. IND,Kris Dunn,G,45.5,1614,2,3543,17,4,0,7843,6,4636,2,6102,5,7038,0,11467,2,4097,10
1/31/2019,PHI,Philadelphia 76ers,PHI @ GSW,Joel Embiid,F-C,55.5,544,0,12874,5,2659,0,7843,8,2174,10,204,20,48,2,1393,8,25,1
1/31/2019,MIL,Milwaukee Bucks,MIL @ TOR,Giannis Antetokounmpo,F,54.3,622,1,7056,5,2659,2,812,7,3260,4,2601,9,2204,4,121,1,8514,2
1/31/2019,LAL,Los Angeles Lakers,LAL @ LAC,LeBron James,F,53.3,699,1,7056,9,525,0,7843,9,1419,5,1672,14,434,1,4317,4,786,3
1/31/2019,PHI,Philadelphia 76ers,PHI @ GSW,Ben Simmons,G,52.6,751,0,12874,6,1803,1,2443,10,888,6,1093,8,2894,3,415,4,786,4
1/31/2019,DET,Detroit Pistons,DET vs. DAL,Andre Drummond,C,52,794,0,12874,0,18130,1,2443,11,549,2,6102,20,48,1,4317,2,4097,5
1/31/2019,GSW,Golden State Warriors,GSW vs. PHI,Stephen Curry,G,51.8,809,10,5,6,1803,0,7843,14,108,3,4174,4,9339,1,4317,6,130,6
1/31/2019,GSW,Golden State Warriors,GSW vs. PHI,Draymond Green,F,47.6,1288,0,12874,10,325,3,272,1,18112,2,6102,8,2894,4,121,2,4097,7
1/31/2019,SAS,San Antonio Spurs,SAS vs. BKN,Derrick White,G,46.6,1440,3,1597,6,1803,2,812,8,2174,7,723,3,12137,1,4317,1,8514,8
1/31/2019,BKN,Brooklyn Nets,BKN @ SAS,D'Angelo Russell,G,46.5,1455,2,3543,9,525,1,2443,10,888,3,4174,5,7038,1,4317,4,786,9
1/31/2019,DET,Detroit Pistons,DET vs. DAL,Blake Griffin,F,46,1535,2,3543,6,1803,0,7843,8,2174,6,1093,10,1582,1,4317,2,4097,10
1/30/2019,POR,Portland Trail Blazers,POR vs. UTA,Damian Lillard,G,65.1,157,3,1597,11,183,0,7843,12,318,9,316,8,2894,2,1393,3,1827,1
1/30/2019,DEN,Denver Nuggets,DEN @ NOP,Nikola Jokic,C,63.6,196,0,12874,10,325,2,812,9,1419,2,6102,13,591,3,415,2,4097,2
1/30/2019,MIN,Minnesota Timberwolves,MIN vs. MEM,Jerryd Bayless,G,51.4,851,1,7056,12,111,0,7843,8,2174,2,6102,7,3913,2,1393,0,15731,3
1/30/2019,MEM,Memphis Grizzlies,MEM @ MIN,Mike Conley,G,49,1111,3,1597,8,789,0,7843,11,549,1,10110,5,7038,2,1393,1,8514,4
1/30/2019,BOS,Boston Celtics,BOS vs. CHA,Terry Rozier,G,46,1535,3,1597,10,325,0,7843,5,6509,4,2601,5,7038,3,415,1,8514,5
1/30/2019,DEN,Denver Nuggets,DEN @ NOP,Monte Morris,G,44.9,1707,3,1597,7,1184,0,7843,8,2174,1,10110,7,3913,2,1393,0,15731,6
1/30/2019,DAL,Dallas Mavericks,DAL @ NYK,Dennis Smith Jr.,G,42.5,2099,0,12874,15,25,0,7843,5,6509,3,4174,10,1582,0,11467,5,338,7
1/30/2019,WAS,Washington Wizards,WAS vs. IND,Bradley Beal,G,42.2,2152,2,3543,6,1803,0,7843,9,1419,5,1672,6,5192,1,4317,2,4097,8
1/30/2019,WAS,Washington Wizards,WAS vs. IND,Jeff Green,F,42,2194,3,1597,6,1803,2,812,8,2174,4,2601,5,7038,0,11467,2,4097,9
1/30/2019,POR,Portland Trail Blazers,POR vs. UTA,CJ McCollum,G,41.1,2388,3,1597,1,12618,1,2443,12,318,3,4174,3,12137,2,1393,3,1827,10
1/3/2019,HOU,Houston Rockets,HOU @ GSW,James Harden,G,80.5,20,10,5,15,25,2,812,13,186,8,447,10,1582,1,4317,7,51,1
1/3/2019,HOU,Houston Rockets,HOU @ GSW,Clint Capela,C,63.7,193,0,12874,1,12618,1,2443,12,318,5,1672,21,32,2,1393,1,8514,2
1/3/2019,SAS,San Antonio Spurs,SAS vs. TOR,DeMar DeRozan,G,57.3,435,0,12874,11,183,0,7843,7,3260,7,723,14,434,2,1393,3,1827,3
1/3/2019,DEN,Denver Nuggets,DEN @ SAC,Jamal Murray,G,52.4,762,6,113,6,1803,0,7843,12,318,6,1093,7,3913,1,4317,4,786,4
1/3/2019,GSW,Golden State Warriors,GSW vs. HOU,Klay Thompson,G,52,794,4,662,4,3929,2,812,11,549,0,13385,5,7038,3,415,1,8514,5
1/3/2019,DEN,Denver Nuggets,DEN @ SAC,Nikola Jokic,C,51.6,833,3,1597,6,1803,1,2443,10,888,3,4174,13,591,1,4317,5,338,6
1/3/2019,GSW,Golden State Warriors,GSW vs. HOU,Stephen Curry,G,42.6,2089,5,280,6,1803,0,7843,14,108,2,6102,3,12137,0,11467,5,338,7
1/3/2019,GSW,Golden State Warriors,GSW vs. HOU,Draymond Green,F,42.2,2152,0,12874,8,789,2,812,4,8828,1,10110,11,1140,2,1393,4,786,8
1/3/2019,GSW,Golden State Warriors,GSW vs. HOU,Kevin Durant,F,39.9,2682,1,7056,3,5849,1,2443,10,888,5,1672,7,3913,0,11467,2,4097,9
1/3/2019,SAC,Sacramento Kings,SAC vs. DEN,Buddy Hield,G,36.4,3640,5,280,2,8551,0,7843,12,318,0,13385,2,15352,1,4317,1,8514,10
1/29/2019,HOU,Houston Rockets,HOU vs. NOP,James Harden,G,69.2,99,6,113,6,1803,1,2443,11,549,9,316,11,1140,4,121,5,338,1
1/29/2019,MIL,Milwaukee Bucks,MIL @ DET,Giannis Antetokounmpo,F,60.1,321,1,7056,11,183,2,812,8,2174,4,2601,8,2894,3,415,2,4097,2
1/29/2019,OKC,Oklahoma City Thunder,OKC @ ORL,Paul George,F,59.2,354,2,3543,4,3929,0,7843,14,108,7,723,6,5192,3,415,0,15731,3
1/29/2019,OKC,Oklahoma City Thunder,OKC @ ORL,Russell Westbrook,G,58.8,376,1,7056,14,43,1,2443,7,3260,8,447,14,434,0,11467,5,338,4
1/29/2019,NOP,New Orleans Pelicans,NOP @ HOU,Jrue Holiday,G,55.2,562,2,3543,8,789,6,10,6,4636,5,1672,6,5192,1,4317,4,786,5
1/29/2019,PHX,Phoenix Suns,PHX @ SAS,Devin Booker,G,54.5,604,3,1597,7,1184,0,7843,14,108,7,723,5,7038,2,1393,6,130,6
1/29/2019,BKN,Brooklyn Nets,BKN vs. CHI,D'Angelo Russell,G,54.3,622,2,3543,7,1184,0,7843,10,888,8,447,4,9339,3,415,0,15731,7
1/29/2019,ORL,Orlando Magic,ORL vs. OKC,Nikola Vucevic,C,53.7,667,1,7056,5,2659,2,812,12,318,2,6102,11,1140,1,4317,3,1827,8
1/29/2019,SAS,San Antonio Spurs,SAS vs. PHX,LaMarcus Aldridge,C-F,52.8,735,0,12874,4,3929,1,2443,10,888,9,316,14,434,0,11467,2,4097,9
1/29/2019,PHI,Philadelphia 76ers,PHI @ LAL,Jimmy Butler,G,52,794,1,7056,6,1803,1,2443,7,3260,5,1672,5,7038,5,25,1,8514,10
1/28/2019,LAC,LA Clippers,LAC vs. ATL,Tobias Harris,F,54.1,639,2,3543,7,1184,2,812,11,549,6,1093,8,2894,0,11467,2,4097,1
1/28/2019,BOS,Boston Celtics,BOS vs. BKN,Al Horford,C-F,53.7,667,0,12874,5,2659,6,10,6,4636,2,6102,11,1140,1,4317,2,4097,2
1/28/2019,BOS,Boston Celtics,BOS vs. BKN,Marcus Smart,G,52.9,728,4,662,7,1184,2,812,7,3260,3,4174,2,15352,5,25,2,4097,3
1/28/2019,MEM,Memphis Grizzlies,MEM vs. DEN,Mike Conley,G,44.3,1814,3,1597,11,183,0,7843,8,2174,4,2601,4,9339,1,4317,3,1827,4
1/28/2019,LAC,LA Clippers,LAC vs. ATL,Patrick Beverley,G,43,2012,0,12874,6,1803,1,2443,1,18112,8,447,10,1582,3,415,0,15731,5
1/28/2019,DEN,Denver Nuggets,DEN @ MEM,Nikola Jokic,C,42.5,2099,1,7056,3,5849,0,7843,10,888,3,4174,5,7038,4,121,4,786,6
1/28/2019,MEM,Memphis Grizzlies,MEM vs. DEN,Marc Gasol,C,42.3,2137,2,3543,3,5849,2,812,11,549,4,2601,9,2204,0,11467,7,51,7
