GAME_DATE,TEAM_ABBREVIATION,TEAM_NAME,MATCHUP,PLAYER_NAME,PLAYER_POSITION,NBA_FANTASY_PTS,NBA_FANTASY_PTS_RANK,FG3M,FG3M_RANK,AST,AST_RANK,BLK,BLK_RANK,FGM,FGM_RANK,FTM,FTM_RANK,REB,REB_RANK,STL,STL_RANK,TOV,TOV_RANK,DAY_RANK
2/28/2019,PHI,Philadelphia 76ers,PHI @ OKC,Jimmy Butler,G,44.6,1748,0,12874,8,789,0,7843,9,1419,2,6102,8,2894,2,1393,3,1827,9
2/28/2019,ORL,Orlando Magic,ORL vs. GSW,Aaron Gordon,F,44.5,1768,2,3543,3,5849,1,2443,9,1419,2,6102,15,299,0,11467,3,1827,10
2/27/2019,MIN,Minnesota Timberwolves,MIN @ ATL,Karl-Anthony Towns,C,68.1,118,5,280,3,5849,2,812,12,318,8,447,18,108,0,11467,1,8514,1
2/27/2019,LAL,Los Angeles Lakers,LAL vs. NOP,LeBron James,F,62.2,237,4,662,10,325,1,2443,13,186,3,4174,6,5192,2,1393,2,4097,2
2/27/2019,MIL,Milwaukee Bucks,MIL @ SAC,Eric Bledsoe,G,58.9,370,4,662,13,71,0,7843,11,549,0,13385,12,814,1,4317,4,786,3
2/27/2019,SAC,Sacramento Kings,SAC vs. MIL,Bogdan Bogdanovic,G,57.6,427,5,280,8,789,1,2443,10,888,3,4174,8,2894,2,1393,1,8514,4
2/27/2019,ATL,Atlanta Hawks,ATL vs. MIN,Trae Young,G,57.6,427,2,3543,10,325,0,7843,9,1419,16,19,8,2894,0,11467,3,1827,5
2/27/2019,CHA,Charlotte Hornets,CHA vs. HOU,Kemba Walker,G,54.8,586,4,662,4,3929,0,7843,12,318,7,723,4,9339,5,25,6,130,6
2/27/2019,HOU,Houston Rockets,HOU @ CHA,Clint Capela,C,52.4,762,0,12874,2,8551,1,2443,10,888,3,4174,17,151,1,4317,0,15731,7
2/27/2019,HOU,Houston Rockets,HOU @ CHA,James Harden,G,52.1,783,1,7056,7,1184,1,2443,10,888,9,316,3,12137,2,1393,1,8514,8
2/27/2019,SAC,Sacramento Kings,SAC vs. MIL,Buddy Hield,G,51.7,818,3,1597,3,5849,0,7843,10,888,9,316,6,5192,3,415,1,8514,9
2/27/2019,NOP,New Orleans Pelicans,NOP @ LAL,Julius Randle,C-F,50.7,919,2,3543,3,5849,1,2443,11,549,11,128,6,5192,1,4317,2,4097,10
2/26/2019,DEN,Denver Nuggets,DEN vs. OKC,Nikola Jokic,C,62.8,219,4,662,10,325,1,2443,11,549,10,204,9,2204,0,11467,2,4097,1
2/26/2019,NYK,New York Knicks,NYK vs. ORL,Mitchell Robinson,C,60.8,294,0,12874,0,18130,6,10,6,4636,5,1672,14,434,3,415,0,15731,2
2/26/2019,OKC,Oklahoma City Thunder,OKC @ DEN,Paul George,F,60.1,321,3,1597,7,1184,0,7843,7,3260,8,447,8,2894,6,3,3,1827,3
2/26/2019,ORL,Orlando Magic,ORL @ NYK,Nikola Vucevic,C,59.2,354,2,3543,6,1803,3,272,12,318,0,13385,11,1140,1,4317,1,8514,4
2/26/2019,TOR,Toronto Raptors,TOR vs. BOS,Pascal Siakam,F,46.6,1440,4,662,2,8551,1,2443,10,888,1,10110,8,2894,2,1393,0,15731,5
2/26/2019,OKC,Oklahoma City Thunder,OKC @ DEN,Russell Westbrook,G,45.3,1643,2,3543,9,525,0,7843,8,2174,4,2601,14,434,0,11467,7,51,6
2/26/2019,ORL,Orlando Magic,ORL @ NYK,Aaron Gordon,F,40.4,2551,1,7056,2,8551,1,2443,8,2174,9,316,7,3913,1,4317,3,1827,7
2/26/2019,ORL,Orlando Magic,ORL @ NYK,Evan Fournier,G,38,3183,0,12874,8,789,0,7843,6,4636,3,4174,5,7038,3,415,4,786,8
2/26/2019,OKC,Oklahoma City Thunder,OKC @ DEN,Jerami Grant,F,37.5,3321,2,3543,3,5849,2,812,9,1419,1,10110,5,7038,0,11467,0,15731,9
2/26/2019,NYK,New York Knicks,NYK vs. ORL,Henry Ellenson,F,36.3,3672,3,1597,5,2659,0,7843,5,6509,0,13385,9,2204,2,1393,1,8514,10
2/25/2019,MIN,Minnesota Timberwolves,MIN vs. SAC,Karl-Anthony Towns,C,68.7,113,3,1597,5,2659,2,812,13,186,5,1672,21,32,0,11467,4,786,1
2/25/2019,DET,Detroit Pistons,DET vs. IND,Andre Drummond,C,60.7,299,0,12874,1,12618,3,272,12,318,2,6102,16,207,2,1393,1,8514,2
2/25/2019,LAL,Los Angeles Lakers,LAL @ MEM,LeBron James,F,58.9,370,0,12874,11,183,0,7843,8,2174,8,447,12,814,3,415,5,338,3
2/25/2019,CHA,Charlotte Hornets,CHA vs. GSW,Cody Zeller,C,58.8,376,0,12874,2,8551,3,272,13,186,2,6102,9,2204,3,415,1,8514,4
2/25/2019,GSW,Golden State Warriors,GSW @ CHA,DeMarcus Cousins,C,52.7,745,1,7056,3,5849,3,272,9,1419,5,1672,11,1140,1,4317,1,8514,5
2/25/2019,NOP,New Orleans Pelicans,NOP vs. PHI,Julius Randle,C-F,52.3,770,0,12874,1,12618,2,812,6,4636,7,723,14,434,3,415,0,15731,6
2/25/2019,DAL,Dallas Mavericks,DAL @ LAC,Dwight Powell,F-C,51.6,833,2,3543,4,3929,2,812,10,888,2,6102,8,2894,2,1393,0,15731,7
2/25/2019,LAC,LA Clippers,LAC vs. DAL,Montrezl Harrell,F-C,50.5,944,0,12874,5,2659,2,812,14,108,4,2601,5,7038,0,11467,1,8514,8
2/25/2019,PHI,Philadelphia 76ers,PHI @ NOP,Tobias Harris,F,49.5,1057,2,3543,3,5849,2,812,10,888,7,723,10,1582,0,11467,2,4097,9
2/25/2019,DAL,Dallas Mavericks,DAL @ LAC,Luka Doncic,F-G,49,1111,4,662,10,325,1,2443,7,3260,10,204,10,1582,0,11467,9,7,10
2/24/2019,DEN,Denver Nuggets,DEN vs. LAC,Paul Millsap,F,56.2,497,2,3543,2,8551,2,812,8,2174,3,4174,16,207,3,415,2,4097,1
2/24/2019,SAS,San Antonio Spurs,SAS @ NYK,DeMar DeRozan,G,54.8,586,0,12874,4,3929,1,2443,12,318,8,447,9,2204,1,4317,0,15731,2
2/24/2019,ORL,Orlando Magic,ORL @ TOR,Nikola Vucevic,C,52.4,762,3,1597,4,3929,1,2443,10,888,0,13385,12,814,2,1393,0,15731,3
2/24/2019,NYK,New York Knicks,NYK vs. SAS,Dennis Smith Jr.,G,51.7,818,1,7056,13,71,0,7843,8,2174,2,6102,6,5192,2,1393,0,15731,4
2/24/2019,DEN,Denver Nuggets,DEN vs. LAC,Nikola Jokic,C,51.7,818,0,12874,3,5849,1,2443,9,1419,4,2601,16,207,3,415,6,130,5
2/24/2019,NYK,New York Knicks,NYK vs. SAS,Mitchell Robinson,C,47.3,1338,0,12874,1,12618,5,37,5,6509,5,1672,14,434,0,11467,1,8514,6
2/24/2019,TOR,Toronto Raptors,TOR vs. ORL,Kyle Lowry,G,45.8,1562,2,3543,10,325,0,7843,6,4636,5,1672,4,9339,4,121,5,338,7
2/24/2019,NYK,New York Knicks,NYK vs. SAS,Damyean Dotson,G,39,2909,8,22,2,8551,0,7843,9,1419,1,10110,5,7038,1,4317,0,15731,8
2/24/2019,ORL,Orlando Magic,ORL @ TOR,Terrence Ross,G,38.3,3104,3,1597,1,12618,0,7843,9,1419,7,723,9,2204,0,11467,2,4097,9
2/24/2019,NYK,New York Knicks,NYK vs. SAS,Kevin Knox,F,35,4125,1,7056,2,8551,1,2443,8,2174,2,6102,10,1582,0,11467,2,4097,10
2/23/2019,LAL,Los Angeles Lakers,LAL @ NOP,LeBron James,F,64.4,170,3,1597,12,111,1,2443,11,549,2,6102,7,3913,4,121,4,786,1
2/23/2019,BOS,Boston Celtics,BOS @ CHI,Kyrie Irving,G,62,245,3,1597,10,325,1,2443,14,108,6,1093,5,7038,1,4317,2,4097,2
2/23/2019,OKC,Oklahoma City Thunder,OKC vs. SAC,Russell Westbrook,G,58,411,5,280,4,3929,1,2443,15,65,6,1093,10,1582,1,4317,7,51,3
2/23/2019,CHI,Chicago Bulls,CHI vs. BOS,Lauri Markkanen,F,58,411,3,1597,2,8551,0,7843,12,318,8,447,15,299,1,4317,1,8514,4
2/23/2019,BKN,Brooklyn Nets,BKN @ CHA,D'Angelo Russell,G,56.7,467,6,113,7,1184,1,2443,14,108,6,1093,1,18809,2,1393,4,786,5
2/23/2019,HOU,Houston Rockets,HOU @ GSW,Chris Paul,G,55.5,544,4,662,17,4,0,7843,7,3260,5,1672,5,7038,2,1393,5,338,6
2/23/2019,MIL,Milwaukee Bucks,MIL vs. MIN,Giannis Antetokounmpo,F,55.5,544,3,1597,7,1184,2,812,9,1419,6,1093,10,1582,1,4317,3,1827,7
2/23/2019,WAS,Washington Wizards,WAS vs. IND,Thomas Bryant,C,54.4,611,3,1597,4,3929,3,272,9,1419,2,6102,12,814,2,1393,4,786,8
2/23/2019,ATL,Atlanta Hawks,ATL vs. PHX,Dewayne Dedmon,C,51.6,833,1,7056,2,8551,6,10,7,3260,3,4174,8,2894,1,4317,0,15731,9
2/23/2019,WAS,Washington Wizards,WAS vs. IND,Bradley Beal,G,51.6,833,3,1597,6,1803,0,7843,12,318,8,447,3,12137,2,1393,2,4097,10
2/22/2019,OKC,Oklahoma City Thunder,OKC vs. UTA,Russell Westbrook,G,77,40,6,113,8,789,1,2443,15,65,7,723,15,299,2,1393,5,338,1
2/22/2019,DET,Detroit Pistons,DET @ ATL,Andre Drummond,C,70.2,89,0,12874,2,8551,1,2443,9,1419,8,447,21,32,5,25,2,4097,2
2/22/2019,OKC,Oklahoma City Thunder,OKC vs. UTA,Paul George,F,69.3,96,5,280,7,1184,0,7843,17,21,6,1093,9,2204,1,4317,0,15731,3
2/22/2019,WAS,Washington Wizards,WAS @ CHA,Bradley Beal,G,65.7,150,4,662,7,1184,1,2443,16,39,10,204,6,5192,0,11467,1,8514,4
2/22/2019,UTA,Utah Jazz,UTA @ OKC,Rudy Gobert,C,58.4,390,0,12874,2,8551,3,272,9,1419,8,447,17,151,1,4317,3,1827,5
2/22/2019,DET,Detroit Pistons,DET @ ATL,Reggie Jackson,G,56,510,3,1597,8,789,0,7843,12,318,5,1672,5,7038,2,1393,0,15731,6
2/22/2019,ORL,Orlando Magic,ORL vs. CHI,Nikola Vucevic,C,55.1,566,0,12874,7,1184,2,812,9,1419,1,10110,13,591,2,1393,2,4097,7
2/22/2019,UTA,Utah Jazz,UTA @ OKC,Donovan Mitchell,G,50.3,963,4,662,5,2659,1,2443,14,108,6,1093,4,9339,0,11467,3,1827,8
2/22/2019,MEM,Memphis Grizzlies,MEM vs. LAC,Mike Conley,G,48.6,1153,2,3543,10,325,2,812,7,3260,9,316,3,12137,1,4317,4,786,9
2/22/2019,MEM,Memphis Grizzlies,MEM vs. LAC,Joakim Noah,C,47.7,1274,0,12874,3,5849,2,812,5,6509,12,89,11,1140,1,4317,1,8514,10
2/21/2019,GSW,Golden State Warriors,GSW vs. SAC,Kevin Durant,F,65.8,149,1,7056,4,3929,7,3,10,888,7,723,9,2204,1,4317,3,1827,1
2/21/2019,BOS,Boston Celtics,BOS @ MIL,Al Horford,C-F,63.9,188,2,3543,5,2659,3,272,8,2174,3,4174,17,151,2,1393,0,15731,2
2/21/2019,MIL,Milwaukee Bucks,MIL vs. BOS,Giannis Antetokounmpo,F,59.6,344,1,7056,6,1803,2,812,11,549,7,723,13,591,1,4317,4,786,3
2/21/2019,GSW,Golden State Warriors,GSW vs. SAC,Stephen Curry,G,56.7,467,10,5,7,1184,0,7843,12,318,2,6102,6,5192,2,1393,3,1827,4
2/21/2019,LAL,Los Angeles Lakers,LAL vs. HOU,LeBron James,F,54.4,611,0,12874,6,1803,1,2443,11,549,7,723,12,814,1,4317,4,786,5
2/21/2019,HOU,Houston Rockets,HOU @ LAL,Chris Paul,G,53.5,681,3,1597,9,525,1,2443,9,1419,2,6102,10,1582,1,4317,1,8514,6
2/21/2019,POR,Portland Trail Blazers,POR @ BKN,Jusuf Nurkic,C,46.9,1399,0,12874,1,12618,3,272,10,888,7,723,12,814,0,11467,5,338,7
2/21/2019,SAC,Sacramento Kings,SAC @ GSW,Marvin Bagley III,F,45.8,1562,1,7056,0,18130,0,7843,8,2174,11,128,14,434,1,4317,2,4097,8
2/21/2019,HOU,Houston Rockets,HOU @ LAL,James Harden,G,44.2,1823,2,3543,6,1803,1,2443,11,549,6,1093,6,5192,1,4317,8,25,9
2/21/2019,SAC,Sacramento Kings,SAC @ GSW,De'Aaron Fox,G,43.6,1919,2,3543,8,789,1,2443,6,4636,4,2601,3,12137,3,415,2,4097,10
2/2/2019,HOU,Houston Rockets,HOU @ UTA,James Harden,G,89.9,4,4,662,5,2659,4,98,12,318,15,30,12,814,6,3,5,338,1
2/2/2019,PHI,Philadelphia 76ers,PHI @ SAC,Joel Embiid,F-C,63.4,205,0,12874,2,8551,4,98,9,1419,11,128,17,151,1,4317,4,786,2
2/2/2019,CHA,Charlotte Hornets,CHA vs. CHI,Kemba Walker,G,62.2,237,4,662,10,325,0,7843,10,888,13,62,6,5192,1,4317,0,15731,3
2/2/2019,MIN,Minnesota Timberwolves,MIN vs. DEN,Karl-Anthony Towns,C,61.9,251,2,3543,7,1184,1,2443,12,318,5,1672,12,814,2,1393,3,1827,4
2/2/2019,DAL,Dallas Mavericks,DAL @ CLE,Luka Doncic,F-G,58.2,401,4,662,6,1803,0,7843,13,186,5,1672,11,1140,1,4317,2,4097,5
2/2/2019,ATL,Atlanta Hawks,ATL @ PHX,John Collins,F-C,58.2,401,2,3543,2,8551,1,2443,13,186,7,723,16,207,0,11467,2,4097,6
2/2/2019,PHX,Phoenix Suns,PHX vs. ATL,Devin Booker,G,55.6,538,4,662,10,325,0,7843,13,186,2,6102,8,2894,1,4317,4,786,7
2/2/2019,ORL,Orlando Magic,ORL vs. BKN,Nikola Vucevic,C,54.4,611,0,12874,4,3929,3,272,12,318,0,13385,12,814,1,4317,2,4097,8
2/2/2019,LAC,LA Clippers,LAC @ DET,Lou Williams,G,54.1,639,2,3543,9,525,0,7843,13,186,11,128,3,12137,0,11467,2,4097,9
2/2/2019,MIL,Milwaukee Bucks,MIL @ WAS,Giannis Antetokounmpo,F,51,888,0,12874,2,8551,0,7843,10,888,17,13,10,1582,1,4317,4,786,10
2/14/2019,OKC,Oklahoma City Thunder,OKC @ NOP,Russell Westbrook,G,81.3,15,4,662,11,183,2,812,18,14,4,2601,14,434,1,4317,5,338,1
2/14/2019,NOP,New Orleans Pelicans,NOP vs. OKC,Jrue Holiday,G,61.5,265,3,1597,7,1184,3,272,12,318,5,1672,5,7038,2,1393,2,4097,2
2/14/2019,NOP,New Orleans Pelicans,NOP vs. OKC,Julius Randle,C-F,57.2,441,2,3543,6,1803,1,2443,11,549,9,316,11,1140,1,4317,4,786,3
2/14/2019,OKC,Oklahoma City Thunder,OKC @ NOP,Paul George,F,48.4,1182,3,1597,6,1803,1,2443,11,549,3,4174,7,3913,1,4317,3,1827,4
2/14/2019,OKC,Oklahoma City Thunder,OKC @ NOP,Nerlens Noel,F-C,44.1,1840,0,12874,1,12618,0,7843,10,888,2,6102,13,591,2,1393,1,8514,5
2/14/2019,ATL,Atlanta Hawks,ATL vs. NYK,Trae Young,G,42.7,2067,1,7056,11,183,0,7843,6,4636,3,4174,6,5192,2,1393,3,1827,6
2/14/2019,ORL,Orlando Magic,ORL vs. CHA,Nikola Vucevic,C,40.2,2601,1,7056,4,3929,1,2443,7,3260,2,6102,11,1140,1,4317,2,4097,7
2/14/2019,NYK,New York Knicks,NYK @ ATL,DeAndre Jordan,C,36.6,3598,0,12874,0,18130,3,272,4,8828,2,6102,13,591,1,4317,1,8514,8
2/14/2019,NOP,New Orleans Pelicans,NOP vs. OKC,Kenrich Williams,G,34.4,4352,1,7056,4,3929,1,2443,4,8828,0,13385,12,814,1,4317,1,8514,9
2/14/2019,NYK,New York Knicks,NYK @ ATL,Dennis Smith Jr.,G,33.9,4546,2,3543,7,1184,0,7843,7,3260,3,4174,2,15352,1,4317,1,8514,10
2/13/2019,MIL,Milwaukee Bucks,MIL @ IND,Giannis Antetokounmpo,F,79.3,26,0,12874,11,183,1,2443,12,318,9,316,19,70,2,1393,2,4097,1
2/13/2019,TOR,Toronto Raptors,TOR vs. WAS,Pascal Siakam,F,64,186,4,662,2,8551,3,272,15,65,10,204,10,1582,0,11467,4,786,2
2/13/2019,CLE,Cleveland Cavaliers,CLE vs. BKN,Jordan Clarkson,G,60.1,321,7,46,5,2659,1,2443,16,39,3,4174,8,2894,1,4317,5,338,3
2/13/2019,DEN,Denver Nuggets,DEN vs. SAC,Nikola Jokic,C,57.1,447,0,12874,11,183,0,7843,7,3260,6,1093,18,108,1,4317,4,786,4
2/13/2019,CHI,Chicago Bulls,CHI vs. MEM,Otto Porter Jr.,F,53,721,3,1597,2,8551,1,2443,16,39,2,6102,10,1582,0,11467,2,4097,5
2/13/2019,DEN,Denver Nuggets,DEN vs. SAC,Paul Millsap,F,52.6,751,1,7056,2,8551,1,2443,10,888,4,2601,13,591,2,1393,0,15731,6
2/13/2019,DET,Detroit Pistons,DET @ BOS,Andre Drummond,C,51.4,851,0,12874,0,18130,0,7843,8,2174,5,1672,17,151,4,121,2,4097,7
2/13/2019,HOU,Houston Rockets,HOU @ MIN,James Harden,G,51,888,8,22,6,1803,0,7843,15,65,4,2601,5,7038,0,11467,6,130,8
2/13/2019,MIN,Minnesota Timberwolves,MIN vs. HOU,Jeff Teague,G,50.6,930,1,7056,12,111,0,7843,11,549,4,2601,3,12137,1,4317,1,8514,9
2/13/2019,BKN,Brooklyn Nets,BKN @ CLE,D'Angelo Russell,G,49.4,1070,5,280,8,789,0,7843,13,186,5,1672,7,3913,0,11467,7,51,10
2/12/2019,LAL,Los Angeles Lakers,LAL @ ATL,LeBron James,F,75.2,48,3,1597,16,13,1,2443,8,2174,9,316,11,1140,3,415,2,4097,1
2/12/2019,ORL,Orlando Magic,ORL @ NOP,Nikola Vucevic,C,55.9,516,1,7056,3,5849,0,7843,10,888,4,2601,17,151,2,1393,0,15731,2
2/12/2019,GSW,Golden State Warriors,GSW vs. UTA,Stephen Curry,G,52,794,5,280,4,3929,2,812,8,2174,3,4174,5,7038,4,121,2,4097,3
2/12/2019,BOS,Boston Celtics,BOS @ PHI,Al Horford,C-F,51.1,878,3,1597,5,2659,0,7843,9,1419,2,6102,8,2894,4,121,1,8514,4
2/12/2019,MEM,Memphis Grizzlies,MEM vs. SAS,Avery Bradley,G,50.2,976,3,1597,6,1803,0,7843,15,65,0,13385,6,5192,1,4317,2,4097,5
2/12/2019,ATL,Atlanta Hawks,ATL vs. LAL,Trae Young,G,50.2,976,3,1597,14,43,1,2443,6,4636,7,723,6,5192,1,4317,6,130,6
2/12/2019,PHI,Philadelphia 76ers,PHI vs. BOS,Joel Embiid,F-C,48.3,1195,2,3543,3,5849,2,812,9,1419,3,4174,14,434,0,11467,2,4097,7
2/12/2019,SAS,San Antonio Spurs,SAS @ MEM,LaMarcus Aldridge,C-F,46.2,1501,0,12874,2,8551,3,272,8,2174,6,1093,11,1140,0,11467,1,8514,8
2/12/2019,BOS,Boston Celtics,BOS @ PHI,Jayson Tatum,F,44.5,1768,1,7056,1,12618,2,812,7,3260,5,1672,10,1582,2,1393,1,8514,9
2/12/2019,SAS,San Antonio Spurs,SAS @ MEM,Rudy Gay,F,43.4,1947,2,3543,8,789,1,2443,4,8828,5,1672,12,814,0,11467,1,8514,10
2/11/2019,OKC,Oklahoma City Thunder,OKC vs. POR,Paul George,F,80.4,21,8,22,10,325,0,7843,15,65,9,316,12,814,2,1393,2,4097,1
2/11/2019,DET,Detroit Pistons,DET vs. WAS,Andre Drummond,C,66.4,136,0,12874,0,18130,1,2443,12,318,8,447,17,151,4,121,1,8514,2
2/11/2019,MIL,Milwaukee Bucks,MIL @ CHI,Giannis Antetokounmpo,F,64.4,170,2,3543,8,789,3,272,9,1419,9,316,17,151,0,11467,6,130,3
2/11/2019,WAS,Washington Wizards,WAS @ DET,Bradley Beal,G,62.2,237,2,3543,10,325,1,2443,9,1419,12,89,6,5192,2,1393,1,8514,4
2/11/2019,HOU,Houston Rockets,HOU vs. DAL,James Harden,G,61.1,283,6,113,7,1184,0,7843,9,1419,7,723,8,2894,5,25,5,338,5
2/11/2019,OKC,Oklahoma City Thunder,OKC vs. POR,Russell Westbrook,G,57.3,435,1,7056,11,183,2,812,5,6509,10,204,14,434,1,4317,6,130,6
2/11/2019,BKN,Brooklyn Nets,BKN @ TOR,D'Angelo Russell,G,56.4,485,2,3543,14,43,0,7843,10,888,6,1093,7,3913,1,4317,4,786,7
2/11/2019,POR,Portland Trail Blazers,POR @ OKC,Damian Lillard,G,53.4,689,3,1597,6,1803,1,2443,9,1419,10,204,7,3913,2,1393,4,786,8
2/11/2019,DET,Detroit Pistons,DET vs. WAS,Blake Griffin,F,53.3,699,4,662,9,525,0,7843,12,318,3,4174,9,2204,0,11467,2,4097,9
2/11/2019,CHA,Charlotte Hornets,CHA @ IND,Kemba Walker,G,52.3,770,4,662,3,5849,0,7843,10,888,10,204,9,2204,2,1393,3,1827,10
2/10/2019,PHI,Philadelphia 76ers,PHI vs. LAL,Joel Embiid,F-C,58.3,394,2,3543,3,5849,0,7843,12,318,11,128,14,434,1,4317,3,1827,1
2/10/2019,GSW,Golden State Warriors,GSW vs. MIA,Kevin Durant,F,52.2,779,1,7056,4,3929,1,2443,16,39,6,1093,6,5192,0,11467,3,1827,2
2/10/2019,DAL,Dallas Mavericks,DAL vs. POR,Luka Doncic,F-G,47.8,1257,4,662,6,1803,1,2443,9,1419,6,1093,9,2204,0,11467,3,1827,3
2/10/2019,SAC,Sacramento Kings,SAC vs. PHX,Marvin Bagley III,F,46.9,1399,1,7056,1,12618,1,2443,10,888,11,128,7,3913,1,4317,1,8514,4
2/10/2019,MIA,Miami Heat,MIA @ GSW,Josh Richardson,G,46.7,1427,8,22,5,2659,0,7843,14,108,1,10110,1,18809,1,4317,2,4097,5
2/10/2019,LAL,Los Angeles Lakers,LAL @ PHI,JaVale McGee,C,43.1,1991,0,12874,1,12618,1,2443,10,888,1,10110,13,591,1,4317,1,8514,6
2/10/2019,LAL,Los Angeles Lakers,LAL @ PHI,Kyle Kuzma,F,43.1,1991,5,280,1,12618,0,7843,14,108,6,1093,3,12137,0,11467,1,8514,7
2/10/2019,POR,Portland Trail Blazers,POR @ DAL,Damian Lillard,G,42.1,2168,6,113,5,2659,0,7843,10,888,4,2601,3,12137,2,1393,5,338,8
2/10/2019,SAC,Sacramento Kings,SAC vs. PHX,De'Aaron Fox,G,41.7,2257,2,3543,9,525,0,7843,5,6509,5,1672,6,5192,2,1393,2,4097,9
2/10/2019,ORL,Orlando Magic,ORL @ ATL,Jonathan Isaac,F,41.6,2276,3,1597,0,18130,5,37,6,4636,2,6102,3,12137,2,1393,0,15731,10
2/1/2019,OKC,Oklahoma City Thunder,OKC @ MIA,Paul George,F,62.9,215,10,5,5,2659,0,7843,14,108,5,1672,7,3913,2,1393,2,4097,1
2/1/2019,DEN,Denver Nuggets,DEN vs. HOU,Nikola Jokic,C,61.1,283,1,7056,9,525,0,7843,12,318,6,1093,13,591,1,4317,2,4097,2
2/1/2019,HOU,Houston Rockets,HOU @ DEN,James Harden,G,54.7,592,7,46,9,525,1,2443,9,1419,5,1672,6,5192,2,1393,5,338,3
2/1/2019,OKC,Oklahoma City Thunder,OKC @ MIA,Russell Westbrook,G,51.4,851,0,12874,14,43,1,2443,6,4636,2,6102,12,814,1,4317,4,786,4
2/1/2019,ATL,Atlanta Hawks,ATL @ UTA,Trae Young,G,46.1,1518,5,280,9,525,0,7843,9,1419,5,1672,3,12137,1,4317,2,4097,5
2/1/2019,BOS,Boston Celtics,BOS @ NYK,Kyrie Irving,G,46,1535,2,3543,6,1803,0,7843,9,1419,3,4174,10,1582,2,1393,4,786,6
2/1/2019,UTA,Utah Jazz,UTA vs. ATL,Rudy Gobert,C,45.1,1677,0,12874,1,12618,2,812,7,3260,11,128,13,591,0,11467,3,1827,7
2/1/2019,DEN,Denver Nuggets,DEN vs. HOU,Malik Beasley,G,42.9,2028,5,280,3,5849,0,7843,12,318,6,1093,2,15352,1,4317,2,4097,8
2/1/2019,DEN,Denver Nuggets,DEN vs. HOU,Monte Morris,G,42.2,2152,3,1597,8,789,0,7843,7,3260,1,10110,6,5192,2,1393,1,8514,9
2/1/2019,UTA,Utah Jazz,UTA vs. ATL,Ricky Rubio,G,41.9,2216,2,3543,11,183,0,7843,6,4636,8,447,2,15352,1,4317,2,4097,10
12/9/2018,SAS,San Antonio Spurs,SAS vs. UTA,DeMar DeRozan,G,54.2,629,0,12874,8,789,1,2443,10,888,6,1093,6,5192,2,1393,0,15731,1
12/9/2018,MIL,Milwaukee Bucks,MIL @ TOR,Giannis Antetokounmpo,F,51.8,809,1,7056,6,1803,1,2443,8,2174,2,6102,19,70,0,11467,2,4097,2
12/9/2018,CHA,Charlotte Hornets,CHA @ NYK,Kemba Walker,G,51.2,873,4,662,6,1803,0,7843,8,2174,5,1672,6,5192,4,121,2,4097,3
12/9/2018,NOP,New Orleans Pelicans,NOP @ DET,Jrue Holiday,G,50.5,944,6,113,5,2659,0,7843,14,108,3,4174,5,7038,3,415,9,7,4
12/9/2018,DET,Detroit Pistons,DET vs. NOP,Andre Drummond,C,49.3,1075,0,12874,1,12618,1,2443,10,888,3,4174,19,70,1,4317,4,786,5
12/9/2018,NOP,New Orleans Pelicans,NOP @ DET,Julius Randle,C-F,47.7,1274,0,12874,5,2659,2,812,11,549,6,1093,6,5192,0,11467,1,8514,6
12/9/2018,DET,Detroit Pistons,DET vs. NOP,Blake Griffin,F,47,1378,4,662,2,8551,1,2443,13,186,5,1672,5,7038,1,4317,3,1827,7
12/9/2018,SAS,San Antonio Spurs,SAS vs. UTA,Rudy Gay,F,47,1378,0,12874,2,8551,1,2443,10,888,3,4174,15,299,1,4317,3,1827,8
12/9/2018,NYK,New York Knicks,NYK vs. CHA,Kevin Knox,F,47,1378,4,662,0,18130,0,7843,10,888,2,6102,15,299,1,4317,0,15731,9
12/9/2018,TOR,Toronto Raptors,TOR vs. MIL,Kawhi Leonard,F,46.6,1440,1,7056,4,3929,2,812,8,2174,3,4174,8,2894,2,1393,1,8514,10
12/8/2018,CLE,Cleveland Cavaliers,CLE vs. WAS,Tristan Thompson,C-F,59.3,351,0,12874,5,2659,2,812,11,549,1,10110,19,70,0,11467,0,15731,1
12/8/2018,BOS,Boston Celtics,BOS @ CHI,Daniel Theis,F,56.5,478,2,3543,5,2659,4,98,8,2174,4,2601,10,1582,1,4317,0,15731,2
12/8/2018,POR,Portland Trail Blazers,POR vs. MIN,Jusuf Nurkic,C,56.2,497,0,12874,4,3929,4,98,7,3260,8,447,11,1140,3,415,6,130,3
12/8/2018,ATL,Atlanta Hawks,ATL vs. DEN,John Collins,F-C,53.9,653,3,1597,5,2659,1,2443,12,318,3,4174,12,814,0,11467,1,8514,4
12/8/2018,DEN,Denver Nuggets,DEN @ ATL,Nikola Jokic,C,52.7,745,0,12874,7,1184,0,7843,9,1419,6,1093,11,1140,2,1393,1,8514,5
12/8/2018,HOU,Houston Rockets,HOU @ DAL,James Harden,G,51.8,809,6,113,8,789,1,2443,11,549,7,723,4,9339,1,4317,6,130,6
12/8/2018,LAL,Los Angeles Lakers,LAL @ MEM,Kyle Kuzma,F,47.8,1257,4,662,6,1803,2,812,8,2174,0,13385,9,2204,1,4317,1,8514,7
12/8/2018,NYK,New York Knicks,NYK vs. BKN,Enes Kanter,C,47.3,1338,0,12874,3,5849,0,7843,10,888,3,4174,14,434,1,4317,0,15731,8
