GAME_DATE,TEAM_ABBREVIATION,TEAM_NAME,MATCHUP,PLAYER_NAME,PLAYER_POSITION,NBA_FANTASY_PTS,NBA_FANTASY_PTS_RANK,FG3M,FG3M_RANK,AST,AST_RANK,BLK,BLK_RANK,FGM,FGM_RANK,FTM,FTM_RANK,REB,REB_RANK,STL,STL_RANK,TOV,TOV_RANK,FG_DAY_RANK
2/27/2019,SAS,San Antonio Spurs,SAS vs. DET,LaMarcus Aldridge,C-F,40.5,2531,0,12874,3,5849,2,812,11,549,2,6102,5,7038,0,11467,0,15731,10
2/26/2019,ORL,Orlando Magic,ORL @ NYK,Nikola Vucevic,C,59.2,354,2,3543,6,1803,3,272,12,318,0,13385,11,1140,1,4317,1,8514,1
2/26/2019,DEN,Denver Nuggets,DEN vs. OKC,Nikola Jokic,C,62.8,219,4,662,10,325,1,2443,11,549,10,204,9,2204,0,11467,2,4097,2
2/26/2019,TOR,Toronto Raptors,TOR vs. BOS,Pascal Siakam,F,46.6,1440,4,662,2,8551,1,2443,10,888,1,10110,8,2894,2,1393,0,15731,3
2/26/2019,DEN,Denver Nuggets,DEN vs. OKC,Will Barton,G,33.1,4834,1,7056,5,2659,0,7843,9,1419,4,2601,3,12137,0,11467,1,8514,4
2/26/2019,TOR,Toronto Raptors,TOR vs. BOS,Kawhi Leonard,F,36.2,3703,1,7056,4,3929,0,7843,9,1419,2,6102,6,5192,1,4317,1,8514,5
2/26/2019,OKC,Oklahoma City Thunder,OKC @ DEN,Jerami Grant,F,37.5,3321,2,3543,3,5849,2,812,9,1419,1,10110,5,7038,0,11467,0,15731,6
2/26/2019,ORL,Orlando Magic,ORL @ NYK,Aaron Gordon,F,40.4,2551,1,7056,2,8551,1,2443,8,2174,9,316,7,3913,1,4317,3,1827,7
2/26/2019,DEN,Denver Nuggets,DEN vs. OKC,Jamal Murray,G,32.5,5092,4,662,5,2659,0,7843,8,2174,0,13385,5,7038,0,11467,1,8514,8
2/26/2019,NYK,New York Knicks,NYK vs. ORL,Emmanuel Mudiay,G,31.1,5713,0,12874,3,5849,0,7843,8,2174,3,4174,8,2894,0,11467,2,4097,9
2/26/2019,OKC,Oklahoma City Thunder,OKC @ DEN,Russell Westbrook,G,45.3,1643,2,3543,9,525,0,7843,8,2174,4,2601,14,434,0,11467,7,51,10
2/25/2019,MIA,Miami Heat,MIA vs. PHX,Hassan Whiteside,C,48.7,1140,0,12874,1,12618,0,7843,14,108,1,10110,11,1140,2,1393,1,8514,1
2/25/2019,LAC,LA Clippers,LAC vs. DAL,Montrezl Harrell,F-C,50.5,944,0,12874,5,2659,2,812,14,108,4,2601,5,7038,0,11467,1,8514,2
2/25/2019,MIN,Minnesota Timberwolves,MIN vs. SAC,Karl-Anthony Towns,C,68.7,113,3,1597,5,2659,2,812,13,186,5,1672,21,32,0,11467,4,786,3
2/25/2019,CHA,Charlotte Hornets,CHA vs. GSW,Cody Zeller,C,58.8,376,0,12874,2,8551,3,272,13,186,2,6102,9,2204,3,415,1,8514,4
2/25/2019,POR,Portland Trail Blazers,POR @ CLE,CJ McCollum,G,46.4,1473,7,46,2,8551,0,7843,12,318,4,2601,7,3913,1,4317,3,1827,5
2/25/2019,DET,Detroit Pistons,DET vs. IND,Andre Drummond,C,60.7,299,0,12874,1,12618,3,272,12,318,2,6102,16,207,2,1393,1,8514,6
2/25/2019,ATL,Atlanta Hawks,ATL @ HOU,Trae Young,G,45.2,1663,8,22,8,789,0,7843,12,318,4,2601,1,18809,0,11467,4,786,7
2/25/2019,SAS,San Antonio Spurs,SAS @ BKN,LaMarcus Aldridge,C-F,47.5,1301,0,12874,1,12618,3,272,12,318,2,6102,10,1582,0,11467,1,8514,8
2/25/2019,LAL,Los Angeles Lakers,LAL @ MEM,Brandon Ingram,F,48.2,1205,3,1597,4,3929,1,2443,12,318,5,1672,6,5192,1,4317,3,1827,9
2/25/2019,GSW,Golden State Warriors,GSW @ CHA,Klay Thompson,G,33.9,4546,3,1597,5,2659,0,7843,11,549,1,10110,2,15352,0,11467,2,4097,10
2/24/2019,SAS,San Antonio Spurs,SAS @ NYK,DeMar DeRozan,G,54.8,586,0,12874,4,3929,1,2443,12,318,8,447,9,2204,1,4317,0,15731,1
2/24/2019,ORL,Orlando Magic,ORL @ TOR,Nikola Vucevic,C,52.4,762,3,1597,4,3929,1,2443,10,888,0,13385,12,814,2,1393,0,15731,2
2/24/2019,DEN,Denver Nuggets,DEN vs. LAC,Nikola Jokic,C,51.7,818,0,12874,3,5849,1,2443,9,1419,4,2601,16,207,3,415,6,130,3
2/24/2019,NYK,New York Knicks,NYK vs. SAS,Damyean Dotson,G,39,2909,8,22,2,8551,0,7843,9,1419,1,10110,5,7038,1,4317,0,15731,4
2/24/2019,ORL,Orlando Magic,ORL @ TOR,Terrence Ross,G,38.3,3104,3,1597,1,12618,0,7843,9,1419,7,723,9,2204,0,11467,2,4097,5
2/24/2019,NYK,New York Knicks,NYK vs. SAS,Kevin Knox,F,35,4125,1,7056,2,8551,1,2443,8,2174,2,6102,10,1582,0,11467,2,4097,6
2/24/2019,NYK,New York Knicks,NYK vs. SAS,Dennis Smith Jr.,G,51.7,818,1,7056,13,71,0,7843,8,2174,2,6102,6,5192,2,1393,0,15731,7
2/24/2019,DEN,Denver Nuggets,DEN vs. LAC,Paul Millsap,F,56.2,497,2,3543,2,8551,2,812,8,2174,3,4174,16,207,3,415,2,4097,8
2/24/2019,NYK,New York Knicks,NYK vs. SAS,Emmanuel Mudiay,G,17.5,13524,3,1597,1,12618,0,7843,8,2174,0,13385,0,22086,0,11467,3,1827,9
2/24/2019,TOR,Toronto Raptors,TOR vs. ORL,Marc Gasol,C,28.5,6916,1,7056,5,2659,0,7843,7,3260,1,10110,5,7038,0,11467,1,8514,10
2/23/2019,CHI,Chicago Bulls,CHI vs. BOS,Zach LaVine,G,50.2,976,5,280,4,3929,0,7843,17,21,3,4174,6,5192,0,11467,5,338,1
2/23/2019,OKC,Oklahoma City Thunder,OKC vs. SAC,Russell Westbrook,G,58,411,5,280,4,3929,1,2443,15,65,6,1093,10,1582,1,4317,7,51,2
2/23/2019,BOS,Boston Celtics,BOS @ CHI,Kyrie Irving,G,62,245,3,1597,10,325,1,2443,14,108,6,1093,5,7038,1,4317,2,4097,3
2/23/2019,BKN,Brooklyn Nets,BKN @ CHA,D'Angelo Russell,G,56.7,467,6,113,7,1184,1,2443,14,108,6,1093,1,18809,2,1393,4,786,4
2/23/2019,CHI,Chicago Bulls,CHI vs. BOS,Lauri Markkanen,F,58,411,3,1597,2,8551,0,7843,12,318,8,447,15,299,1,4317,1,8514,5
2/23/2019,CHA,Charlotte Hornets,CHA vs. BKN,Kemba Walker,G,42.7,2067,6,113,3,5849,0,7843,12,318,2,6102,1,18809,2,1393,1,8514,6
2/23/2019,WAS,Washington Wizards,WAS vs. IND,Bradley Beal,G,51.6,833,3,1597,6,1803,0,7843,12,318,8,447,3,12137,2,1393,2,4097,7
2/23/2019,SAC,Sacramento Kings,SAC @ OKC,Buddy Hield,G,49,1111,3,1597,4,3929,1,2443,12,318,7,723,5,7038,1,4317,3,1827,8
2/23/2019,PHI,Philadelphia 76ers,PHI vs. POR,Ben Simmons,G,48.4,1182,0,12874,10,325,0,7843,11,549,7,723,7,3913,0,11467,4,786,9
2/23/2019,MEM,Memphis Grizzlies,MEM @ CLE,Jonas Valanciunas,C,43.7,1905,1,7056,1,12618,2,812,11,549,2,6102,11,1140,0,11467,2,4097,10
2/22/2019,OKC,Oklahoma City Thunder,OKC vs. UTA,Paul George,F,69.3,96,5,280,7,1184,0,7843,17,21,6,1093,9,2204,1,4317,0,15731,1
2/22/2019,WAS,Washington Wizards,WAS @ CHA,Bradley Beal,G,65.7,150,4,662,7,1184,1,2443,16,39,10,204,6,5192,0,11467,1,8514,2
2/22/2019,OKC,Oklahoma City Thunder,OKC vs. UTA,Russell Westbrook,G,77,40,6,113,8,789,1,2443,15,65,7,723,15,299,2,1393,5,338,3
2/22/2019,UTA,Utah Jazz,UTA @ OKC,Donovan Mitchell,G,50.3,963,4,662,5,2659,1,2443,14,108,6,1093,4,9339,0,11467,3,1827,4
2/22/2019,DET,Detroit Pistons,DET @ ATL,Reggie Jackson,G,56,510,3,1597,8,789,0,7843,12,318,5,1672,5,7038,2,1393,0,15731,5
2/22/2019,ATL,Atlanta Hawks,ATL vs. DET,Trae Young,G,44.6,1748,5,280,10,325,0,7843,11,549,3,4174,3,12137,0,11467,4,786,6
2/22/2019,LAC,LA Clippers,LAC @ MEM,Montrezl Harrell,F-C,32.1,5249,0,12874,1,12618,0,7843,11,549,8,447,3,12137,0,11467,3,1827,7
2/22/2019,UTA,Utah Jazz,UTA @ OKC,Derrick Favors,F-C,45,1693,0,12874,2,8551,3,272,10,888,4,2601,10,1582,0,11467,3,1827,8
2/22/2019,DET,Detroit Pistons,DET @ ATL,Andre Drummond,C,70.2,89,0,12874,2,8551,1,2443,9,1419,8,447,21,32,5,25,2,4097,9
2/22/2019,CHA,Charlotte Hornets,CHA vs. WAS,Kemba Walker,G,47.5,1301,3,1597,11,183,0,7843,9,1419,6,1093,5,7038,0,11467,2,4097,10
2/21/2019,GSW,Golden State Warriors,GSW vs. SAC,Stephen Curry,G,56.7,467,10,5,7,1184,0,7843,12,318,2,6102,6,5192,2,1393,3,1827,1
2/21/2019,MIL,Milwaukee Bucks,MIL vs. BOS,Giannis Antetokounmpo,F,59.6,344,1,7056,6,1803,2,812,11,549,7,723,13,591,1,4317,4,786,2
2/21/2019,HOU,Houston Rockets,HOU @ LAL,James Harden,G,44.2,1823,2,3543,6,1803,1,2443,11,549,6,1093,6,5192,1,4317,8,25,3
2/21/2019,LAL,Los Angeles Lakers,LAL vs. HOU,LeBron James,F,54.4,611,0,12874,6,1803,1,2443,11,549,7,723,12,814,1,4317,4,786,4
2/21/2019,POR,Portland Trail Blazers,POR @ BKN,Jusuf Nurkic,C,46.9,1399,0,12874,1,12618,3,272,10,888,7,723,12,814,0,11467,5,338,5
2/21/2019,PHX,Phoenix Suns,PHX @ CLE,Devin Booker,G,35.7,3867,3,1597,7,1184,0,7843,10,888,7,723,1,18809,1,4317,9,7,6
2/21/2019,GSW,Golden State Warriors,GSW vs. SAC,Kevin Durant,F,65.8,149,1,7056,4,3929,7,3,10,888,7,723,9,2204,1,4317,3,1827,7
2/21/2019,POR,Portland Trail Blazers,POR @ BKN,CJ McCollum,G,40.7,2493,1,7056,5,2659,2,812,9,1419,2,6102,6,5192,0,11467,1,8514,8
2/21/2019,HOU,Houston Rockets,HOU @ LAL,Chris Paul,G,53.5,681,3,1597,9,525,1,2443,9,1419,2,6102,10,1582,1,4317,1,8514,9
2/21/2019,PHI,Philadelphia 76ers,PHI vs. MIA,Ben Simmons,G,39.4,2808,0,12874,4,3929,1,2443,9,1419,3,4174,7,3913,1,4317,2,4097,10
2/2/2019,PHX,Phoenix Suns,PHX vs. ATL,Devin Booker,G,55.6,538,4,662,10,325,0,7843,13,186,2,6102,8,2894,1,4317,4,786,1
2/2/2019,DAL,Dallas Mavericks,DAL @ CLE,Luka Doncic,F-G,58.2,401,4,662,6,1803,0,7843,13,186,5,1672,11,1140,1,4317,2,4097,2
2/2/2019,ATL,Atlanta Hawks,ATL @ PHX,John Collins,F-C,58.2,401,2,3543,2,8551,1,2443,13,186,7,723,16,207,0,11467,2,4097,3
2/2/2019,LAC,LA Clippers,LAC @ DET,Lou Williams,G,54.1,639,2,3543,9,525,0,7843,13,186,11,128,3,12137,0,11467,2,4097,4
2/2/2019,IND,Indiana Pacers,IND @ MIA,Bojan Bogdanovic,F,42.9,2028,3,1597,1,12618,0,7843,13,186,2,6102,7,3913,1,4317,1,8514,5
2/2/2019,CHI,Chicago Bulls,CHI @ CHA,Bobby Portis,F,48.8,1132,4,662,0,18130,0,7843,13,186,3,4174,9,2204,2,1393,1,8514,6
2/2/2019,SAC,Sacramento Kings,SAC vs. PHI,Buddy Hield,G,46.7,1427,7,46,3,5849,0,7843,12,318,3,4174,6,5192,1,4317,2,4097,7
2/2/2019,ORL,Orlando Magic,ORL vs. BKN,Nikola Vucevic,C,54.4,611,0,12874,4,3929,3,272,12,318,0,13385,12,814,1,4317,2,4097,8
2/2/2019,HOU,Houston Rockets,HOU @ UTA,James Harden,G,89.9,4,4,662,5,2659,4,98,12,318,15,30,12,814,6,3,5,338,9
2/2/2019,SAS,San Antonio Spurs,SAS vs. NOP,LaMarcus Aldridge,C-F,45.8,1562,0,12874,2,8551,0,7843,12,318,1,10110,14,434,1,4317,2,4097,10
2/14/2019,OKC,Oklahoma City Thunder,OKC @ NOP,Russell Westbrook,G,81.3,15,4,662,11,183,2,812,18,14,4,2601,14,434,1,4317,5,338,1
2/14/2019,NOP,New Orleans Pelicans,NOP vs. OKC,Jrue Holiday,G,61.5,265,3,1597,7,1184,3,272,12,318,5,1672,5,7038,2,1393,2,4097,2
2/14/2019,OKC,Oklahoma City Thunder,OKC @ NOP,Paul George,F,48.4,1182,3,1597,6,1803,1,2443,11,549,3,4174,7,3913,1,4317,3,1827,3
2/14/2019,NOP,New Orleans Pelicans,NOP vs. OKC,Julius Randle,C-F,57.2,441,2,3543,6,1803,1,2443,11,549,9,316,11,1140,1,4317,4,786,4
2/14/2019,OKC,Oklahoma City Thunder,OKC @ NOP,Nerlens Noel,F-C,44.1,1840,0,12874,1,12618,0,7843,10,888,2,6102,13,591,2,1393,1,8514,5
2/14/2019,ORL,Orlando Magic,ORL vs. CHA,Terrence Ross,G,28.2,7054,3,1597,2,8551,1,2443,8,2174,2,6102,1,18809,0,11467,0,15731,6
2/14/2019,ATL,Atlanta Hawks,ATL vs. NYK,Kent Bazemore,G,24.7,8917,0,12874,1,12618,0,7843,7,3260,2,6102,6,5192,0,11467,0,15731,7
2/14/2019,ORL,Orlando Magic,ORL vs. CHA,Nikola Vucevic,C,40.2,2601,1,7056,4,3929,1,2443,7,3260,2,6102,11,1140,1,4317,2,4097,8
2/14/2019,CHA,Charlotte Hornets,CHA @ ORL,Malik Monk,G,22.8,10070,1,7056,2,8551,0,7843,7,3260,0,13385,4,9339,0,11467,0,15731,9
2/14/2019,NYK,New York Knicks,NYK @ ATL,Dennis Smith Jr.,G,33.9,4546,2,3543,7,1184,0,7843,7,3260,3,4174,2,15352,1,4317,1,8514,10
2/13/2019,CLE,Cleveland Cavaliers,CLE vs. BKN,Jordan Clarkson,G,60.1,321,7,46,5,2659,1,2443,16,39,3,4174,8,2894,1,4317,5,338,1
2/13/2019,CHI,Chicago Bulls,CHI vs. MEM,Otto Porter Jr.,F,53,721,3,1597,2,8551,1,2443,16,39,2,6102,10,1582,0,11467,2,4097,2
2/13/2019,TOR,Toronto Raptors,TOR vs. WAS,Pascal Siakam,F,64,186,4,662,2,8551,3,272,15,65,10,204,10,1582,0,11467,4,786,3
2/13/2019,HOU,Houston Rockets,HOU @ MIN,James Harden,G,51,888,8,22,6,1803,0,7843,15,65,4,2601,5,7038,0,11467,6,130,4
2/13/2019,BKN,Brooklyn Nets,BKN @ CLE,D'Angelo Russell,G,49.4,1070,5,280,8,789,0,7843,13,186,5,1672,7,3913,0,11467,7,51,5
2/13/2019,LAC,LA Clippers,LAC vs. PHX,Lou Williams,G,45.2,1663,2,3543,10,325,0,7843,12,318,4,2601,1,18809,0,11467,1,8514,6
2/13/2019,GSW,Golden State Warriors,GSW @ POR,Kevin Durant,F,47.8,1257,3,1597,2,8551,3,272,12,318,5,1672,4,9339,0,11467,1,8514,7
2/13/2019,MIL,Milwaukee Bucks,MIL @ IND,Giannis Antetokounmpo,F,79.3,26,0,12874,11,183,1,2443,12,318,9,316,19,70,2,1393,2,4097,8
2/13/2019,MIN,Minnesota Timberwolves,MIN vs. HOU,Jeff Teague,G,50.6,930,1,7056,12,111,0,7843,11,549,4,2601,3,12137,1,4317,1,8514,9
2/13/2019,MIN,Minnesota Timberwolves,MIN vs. HOU,Karl-Anthony Towns,C,47.3,1338,3,1597,5,2659,2,812,11,549,0,13385,9,2204,0,11467,2,4097,10
2/12/2019,MEM,Memphis Grizzlies,MEM vs. SAS,Avery Bradley,G,50.2,976,3,1597,6,1803,0,7843,15,65,0,13385,6,5192,1,4317,2,4097,1
2/12/2019,GSW,Golden State Warriors,GSW vs. UTA,Kevin Durant,F,40.9,2437,1,7056,7,1184,0,7843,11,549,5,1672,2,15352,0,11467,0,15731,2
2/12/2019,UTA,Utah Jazz,UTA @ GSW,Donovan Mitchell,G,33.4,4730,3,1597,2,8551,0,7843,10,888,2,6102,7,3913,0,11467,3,1827,3
2/12/2019,ORL,Orlando Magic,ORL @ NOP,Nikola Vucevic,C,55.9,516,1,7056,3,5849,0,7843,10,888,4,2601,17,151,2,1393,0,15731,4
2/12/2019,MEM,Memphis Grizzlies,MEM vs. SAS,Jonas Valanciunas,C,37,3475,0,12874,2,8551,0,7843,9,1419,5,1672,10,1582,0,11467,1,8514,5
2/12/2019,BOS,Boston Celtics,BOS @ PHI,Al Horford,C-F,51.1,878,3,1597,5,2659,0,7843,9,1419,2,6102,8,2894,4,121,1,8514,6
2/12/2019,GSW,Golden State Warriors,GSW vs. UTA,Klay Thompson,G,33.3,4762,3,1597,1,12618,2,812,9,1419,1,10110,4,9339,0,11467,1,8514,7
2/12/2019,PHI,Philadelphia 76ers,PHI vs. BOS,Joel Embiid,F-C,48.3,1195,2,3543,3,5849,2,812,9,1419,3,4174,14,434,0,11467,2,4097,8
2/12/2019,BOS,Boston Celtics,BOS @ PHI,Gordon Hayward,F,36.3,3672,6,113,3,5849,0,7843,8,2174,4,2601,4,9339,1,4317,2,4097,9
2/12/2019,SAS,San Antonio Spurs,SAS @ MEM,LaMarcus Aldridge,C-F,46.2,1501,0,12874,2,8551,3,272,8,2174,6,1093,11,1140,0,11467,1,8514,10
2/11/2019,OKC,Oklahoma City Thunder,OKC vs. POR,Paul George,F,80.4,21,8,22,10,325,0,7843,15,65,9,316,12,814,2,1393,2,4097,1
2/11/2019,LAC,LA Clippers,LAC @ MIN,Lou Williams,G,48.2,1205,3,1597,4,3929,0,7843,13,186,16,19,1,18809,1,4317,7,51,2
2/11/2019,DET,Detroit Pistons,DET vs. WAS,Andre Drummond,C,66.4,136,0,12874,0,18130,1,2443,12,318,8,447,17,151,4,121,1,8514,3
2/11/2019,DET,Detroit Pistons,DET vs. WAS,Blake Griffin,F,53.3,699,4,662,9,525,0,7843,12,318,3,4174,9,2204,0,11467,2,4097,4
2/11/2019,BKN,Brooklyn Nets,BKN @ TOR,D'Angelo Russell,G,56.4,485,2,3543,14,43,0,7843,10,888,6,1093,7,3913,1,4317,4,786,5
2/11/2019,NYK,New York Knicks,NYK @ CLE,Kadeem Allen,G,39.6,2762,1,7056,6,1803,0,7843,10,888,4,2601,3,12137,1,4317,1,8514,6
2/11/2019,WAS,Washington Wizards,WAS @ DET,Trevor Ariza,F,45.9,1547,3,1597,5,2659,1,2443,10,888,0,13385,7,3913,2,1393,2,4097,7
2/11/2019,CHA,Charlotte Hornets,CHA @ IND,Kemba Walker,G,52.3,770,4,662,3,5849,0,7843,10,888,10,204,9,2204,2,1393,3,1827,8
2/11/2019,TOR,Toronto Raptors,TOR vs. BKN,Kawhi Leonard,F,44.4,1795,1,7056,8,789,0,7843,10,888,9,316,2,15352,1,4317,3,1827,9
2/11/2019,WAS,Washington Wizards,WAS @ DET,Bradley Beal,G,62.2,237,2,3543,10,325,1,2443,9,1419,12,89,6,5192,2,1393,1,8514,10
2/10/2019,GSW,Golden State Warriors,GSW vs. MIA,Kevin Durant,F,52.2,779,1,7056,4,3929,1,2443,16,39,6,1093,6,5192,0,11467,3,1827,1
2/10/2019,MIA,Miami Heat,MIA @ GSW,Josh Richardson,G,46.7,1427,8,22,5,2659,0,7843,14,108,1,10110,1,18809,1,4317,2,4097,2
2/10/2019,LAL,Los Angeles Lakers,LAL @ PHI,Kyle Kuzma,F,43.1,1991,5,280,1,12618,0,7843,14,108,6,1093,3,12137,0,11467,1,8514,3
2/10/2019,PHI,Philadelphia 76ers,PHI vs. LAL,Joel Embiid,F-C,58.3,394,2,3543,3,5849,0,7843,12,318,11,128,14,434,1,4317,3,1827,4
2/10/2019,GSW,Golden State Warriors,GSW vs. MIA,Klay Thompson,G,35.6,3908,6,113,2,8551,0,7843,11,549,1,10110,3,12137,0,11467,0,15731,5
2/10/2019,POR,Portland Trail Blazers,POR @ DAL,Damian Lillard,G,42.1,2168,6,113,5,2659,0,7843,10,888,4,2601,3,12137,2,1393,5,338,6
2/10/2019,SAC,Sacramento Kings,SAC vs. PHX,Marvin Bagley III,F,46.9,1399,1,7056,1,12618,1,2443,10,888,11,128,7,3913,1,4317,1,8514,7
2/10/2019,LAL,Los Angeles Lakers,LAL @ PHI,JaVale McGee,C,43.1,1991,0,12874,1,12618,1,2443,10,888,1,10110,13,591,1,4317,1,8514,8
2/10/2019,POR,Portland Trail Blazers,POR @ DAL,Jusuf Nurkic,C,32.5,5092,0,12874,1,12618,1,2443,9,1419,0,13385,10,1582,0,11467,2,4097,9
2/10/2019,MIA,Miami Heat,MIA @ GSW,Dion Waiters,G,36.6,3598,6,113,4,3929,1,2443,9,1419,0,13385,3,12137,1,4317,3,1827,10
2/1/2019,OKC,Oklahoma City Thunder,OKC @ MIA,Paul George,F,62.9,215,10,5,5,2659,0,7843,14,108,5,1672,7,3913,2,1393,2,4097,1
2/1/2019,DEN,Denver Nuggets,DEN vs. HOU,Malik Beasley,G,42.9,2028,5,280,3,5849,0,7843,12,318,6,1093,2,15352,1,4317,2,4097,2
2/1/2019,DEN,Denver Nuggets,DEN vs. HOU,Nikola Jokic,C,61.1,283,1,7056,9,525,0,7843,12,318,6,1093,13,591,1,4317,2,4097,3
2/1/2019,OKC,Oklahoma City Thunder,OKC @ MIA,Dennis Schroder,G,29.4,6486,4,662,0,18130,0,7843,11,549,2,6102,2,15352,0,11467,1,8514,4
2/1/2019,NYK,New York Knicks,NYK vs. BOS,Damyean Dotson,G,27.2,7548,4,662,0,18130,0,7843,9,1419,0,13385,6,5192,0,11467,2,4097,5
2/1/2019,HOU,Houston Rockets,HOU @ DEN,James Harden,G,54.7,592,7,46,9,525,1,2443,9,1419,5,1672,6,5192,2,1393,5,338,6
2/1/2019,ATL,Atlanta Hawks,ATL @ UTA,Trae Young,G,46.1,1518,5,280,9,525,0,7843,9,1419,5,1672,3,12137,1,4317,2,4097,7
2/1/2019,HOU,Houston Rockets,HOU @ DEN,Kenneth Faried,F-C,30.7,5895,0,12874,1,12618,0,7843,9,1419,5,1672,6,5192,0,11467,1,8514,8
2/1/2019,NYK,New York Knicks,NYK vs. BOS,Kevin Knox,F,32,5287,2,3543,2,8551,0,7843,9,1419,1,10110,5,7038,1,4317,1,8514,9
2/1/2019,BOS,Boston Celtics,BOS @ NYK,Kyrie Irving,G,46,1535,2,3543,6,1803,0,7843,9,1419,3,4174,10,1582,2,1393,4,786,10
12/9/2018,NOP,New Orleans Pelicans,NOP @ DET,Jrue Holiday,G,50.5,944,6,113,5,2659,0,7843,14,108,3,4174,5,7038,3,415,9,7,1
12/9/2018,DET,Detroit Pistons,DET vs. NOP,Blake Griffin,F,47,1378,4,662,2,8551,1,2443,13,186,5,1672,5,7038,1,4317,3,1827,2
12/9/2018,NOP,New Orleans Pelicans,NOP @ DET,Julius Randle,C-F,47.7,1274,0,12874,5,2659,2,812,11,549,6,1093,6,5192,0,11467,1,8514,3
12/9/2018,UTA,Utah Jazz,UTA @ SAS,Ricky Rubio,G,31.6,5459,3,1597,2,8551,0,7843,11,549,1,10110,3,12137,0,11467,1,8514,4
12/9/2018,DET,Detroit Pistons,DET vs. NOP,Andre Drummond,C,49.3,1075,0,12874,1,12618,1,2443,10,888,3,4174,19,70,1,4317,4,786,5
12/9/2018,SAS,San Antonio Spurs,SAS vs. UTA,DeMar DeRozan,G,54.2,629,0,12874,8,789,1,2443,10,888,6,1093,6,5192,2,1393,0,15731,6
12/9/2018,SAS,San Antonio Spurs,SAS vs. UTA,LaMarcus Aldridge,C-F,35.7,3867,0,12874,1,12618,3,272,10,888,0,13385,6,5192,0,11467,2,4097,7
12/9/2018,SAS,San Antonio Spurs,SAS vs. UTA,Rudy Gay,F,47,1378,0,12874,2,8551,1,2443,10,888,3,4174,15,299,1,4317,3,1827,8
12/9/2018,NYK,New York Knicks,NYK vs. CHA,Kevin Knox,F,47,1378,4,662,0,18130,0,7843,10,888,2,6102,15,299,1,4317,0,15731,9
12/9/2018,DET,Detroit Pistons,DET vs. NOP,Langston Galloway,G,38.1,3148,4,662,3,5849,0,7843,9,1419,2,6102,3,12137,2,1393,0,15731,10
12/8/2018,CLE,Cleveland Cavaliers,CLE vs. WAS,Collin Sexton,G,43.6,1919,3,1597,6,1803,0,7843,13,186,0,13385,3,12137,2,1393,4,786,1
12/8/2018,WAS,Washington Wizards,WAS @ CLE,Bradley Beal,G,38.3,3104,2,3543,5,2659,0,7843,12,318,1,10110,4,9339,1,4317,4,786,2
12/8/2018,ATL,Atlanta Hawks,ATL vs. DEN,John Collins,F-C,53.9,653,3,1597,5,2659,1,2443,12,318,3,4174,12,814,0,11467,1,8514,3
12/8/2018,HOU,Houston Rockets,HOU @ DAL,James Harden,G,51.8,809,6,113,8,789,1,2443,11,549,7,723,4,9339,1,4317,6,130,4
12/8/2018,CLE,Cleveland Cavaliers,CLE vs. WAS,Tristan Thompson,C-F,59.3,351,0,12874,5,2659,2,812,11,549,1,10110,19,70,0,11467,0,15731,5
12/8/2018,NYK,New York Knicks,NYK vs. BKN,Enes Kanter,C,47.3,1338,0,12874,3,5849,0,7843,10,888,3,4174,14,434,1,4317,0,15731,6
12/8/2018,HOU,Houston Rockets,HOU @ DAL,Chris Paul,G,38.4,3074,3,1597,8,789,0,7843,10,888,0,13385,2,15352,1,4317,2,4097,7
12/8/2018,BKN,Brooklyn Nets,BKN @ NYK,Spencer Dinwiddie,G,37.6,3293,1,7056,6,1803,0,7843,10,888,4,2601,3,12137,1,4317,3,1827,8
12/8/2018,MIN,Minnesota Timberwolves,MIN @ POR,Derrick Rose,G,45.1,1677,0,12874,9,525,1,2443,9,1419,0,13385,3,12137,3,415,2,4097,9
12/8/2018,LAL,Los Angeles Lakers,LAL @ MEM,LeBron James,F,44.1,1840,0,12874,9,525,0,7843,9,1419,2,6102,8,2894,2,1393,5,338,10
12/7/2018,PHI,Philadelphia 76ers,PHI @ DET,Jimmy Butler,G,66.2,140,1,7056,6,1803,1,2443,13,186,11,128,6,5192,3,415,0,15731,1
12/7/2018,BKN,Brooklyn Nets,BKN vs. TOR,D'Angelo Russell,G,39.5,2784,2,3543,5,2659,0,7843,13,186,1,10110,5,7038,1,4317,6,130,2
12/7/2018,LAL,Los Angeles Lakers,LAL @ SAS,LeBron James,F,66.1,143,3,1597,11,183,0,7843,13,186,6,1093,8,2894,2,1393,1,8514,3
12/7/2018,LAL,Los Angeles Lakers,LAL @ SAS,Kyle Kuzma,F,43.6,1919,2,3543,2,8551,0,7843,12,318,1,10110,8,2894,2,1393,2,4097,4
12/7/2018,SAC,Sacramento Kings,SAC @ CLE,De'Aaron Fox,G,58.4,390,4,662,12,111,0,7843,12,318,2,6102,2,15352,3,415,1,8514,5
12/7/2018,CLE,Cleveland Cavaliers,CLE vs. SAC,Jordan Clarkson,G,33.3,4762,4,662,1,12618,0,7843,11,549,0,13385,4,9339,1,4317,2,4097,6
12/7/2018,SAS,San Antonio Spurs,SAS vs. LAL,DeMar DeRozan,G,64.1,182,0,12874,9,525,2,812,11,549,14,42,8,2894,0,11467,1,8514,7
12/7/2018,TOR,Toronto Raptors,TOR @ BKN,Kawhi Leonard,F,53.6,675,5,280,4,3929,1,2443,10,888,7,723,3,12137,4,121,3,1827,8
