GAME_DATE,TEAM_ABBREVIATION,TEAM_NAME,MATCHUP,PLAYER_NAME,PLAYER_POSITION,NBA_FANTASY_PTS,NBA_FANTASY_PTS_RANK,FG3M,FG3M_RANK,AST,AST_RANK,BLK,BLK_RANK,FGM,FGM_RANK,FTM,FTM_RANK,REB,REB_RANK,STL,STL_RANK,TOV,TOV_RANK,FG_DAY_RANK
10/26/2018,WAS,Washington Wizards,WAS @ SAC,John Wall,G,56.4,485,1,7056,8,789,3,272,9,1419,7,723,2,15352,3,415,2,4097,8
10/26/2018,NYK,New York Knicks,NYK vs. GSW,Tim Hardaway Jr.,G,29.4,6486,4,662,4,3929,0,7843,9,1419,2,6102,2,15352,0,11467,3,1827,9
10/26/2018,BKN,Brooklyn Nets,BKN @ NOP,Caris LeVert,G,32.2,5198,1,7056,4,3929,0,7843,8,2174,4,2601,6,5192,0,11467,2,4097,10
10/25/2018,POR,Portland Trail Blazers,POR @ ORL,Damian Lillard,G,60.4,306,5,280,6,1803,0,7843,13,186,10,204,7,3913,1,4317,1,8514,1
10/25/2018,DET,Detroit Pistons,DET vs. CLE,Andre Drummond,C,50.4,956,0,12874,0,18130,1,2443,11,549,4,2601,22,24,0,11467,5,338,2
10/25/2018,LAL,Los Angeles Lakers,LAL vs. DEN,LeBron James,F,64.7,161,1,7056,11,183,0,7843,10,888,7,723,11,1140,3,415,2,4097,3
10/25/2018,LAL,Los Angeles Lakers,LAL vs. DEN,JaVale McGee,C,38.4,3074,0,12874,2,8551,1,2443,10,888,1,10110,7,3913,1,4317,0,15731,4
10/25/2018,ORL,Orlando Magic,ORL vs. POR,Nikola Vucevic,C,47.7,1274,2,3543,3,5849,1,2443,10,888,2,6102,11,1140,2,1393,3,1827,5
10/25/2018,DET,Detroit Pistons,DET vs. CLE,Blake Griffin,F,42.5,2099,4,662,3,5849,1,2443,9,1419,4,2601,10,1582,1,4317,6,130,6
10/25/2018,DEN,Denver Nuggets,DEN @ LAL,Nikola Jokic,C,41.7,2257,1,7056,3,5849,1,2443,9,1419,5,1672,11,1140,1,4317,6,130,7
10/25/2018,CLE,Cleveland Cavaliers,CLE @ DET,Jordan Clarkson,G,22.2,10476,2,3543,0,18130,0,7843,8,2174,0,13385,1,18809,1,4317,0,15731,8
10/25/2018,LAL,Los Angeles Lakers,LAL vs. DEN,Kyle Kuzma,F,33.6,4650,2,3543,0,18130,2,812,8,2174,4,2601,3,12137,1,4317,1,8514,9
10/25/2018,ORL,Orlando Magic,ORL vs. POR,Terrence Ross,G,28.8,6766,5,280,2,8551,0,7843,8,2174,0,13385,4,9339,1,4317,3,1827,10
10/24/2018,GSW,Golden State Warriors,GSW vs. WAS,Stephen Curry,G,61.3,277,11,2,3,5849,1,2443,15,65,10,204,4,9339,0,11467,2,4097,1
10/24/2018,TOR,Toronto Raptors,TOR vs. MIN,Kawhi Leonard,F,53,721,2,3543,2,8551,2,812,15,65,3,4174,5,7038,2,1393,3,1827,2
10/24/2018,UTA,Utah Jazz,UTA @ HOU,Donovan Mitchell,G,51.5,843,4,662,7,1184,0,7843,14,108,6,1093,5,7038,0,11467,3,1827,3
10/24/2018,GSW,Golden State Warriors,GSW vs. WAS,Kevin Durant,F,53.1,714,1,7056,7,1184,1,2443,13,186,3,4174,8,2894,1,4317,3,1827,4
10/24/2018,MIL,Milwaukee Bucks,MIL vs. PHI,Giannis Antetokounmpo,F,78.6,29,0,12874,10,325,3,272,12,318,8,447,18,108,2,1393,5,338,5
10/24/2018,ATL,Atlanta Hawks,ATL vs. DAL,Kent Bazemore,G,55.1,566,3,1597,7,1184,0,7843,12,318,5,1672,3,12137,3,415,0,15731,6
10/24/2018,PHX,Phoenix Suns,PHX vs. LAL,Deandre Ayton,C,48.7,1140,0,12874,3,5849,3,272,11,549,0,13385,11,1140,0,11467,0,15731,7
10/24/2018,WAS,Washington Wizards,WAS @ GSW,Bradley Beal,G,35.6,3908,1,7056,4,3929,0,7843,10,888,2,6102,3,12137,1,4317,0,15731,8
10/24/2018,LAL,Los Angeles Lakers,LAL @ PHX,Lance Stephenson,G,47.6,1288,1,7056,8,789,0,7843,10,888,2,6102,8,2894,2,1393,3,1827,9
10/24/2018,HOU,Houston Rockets,HOU vs. UTA,James Harden,G,41.5,2292,3,1597,7,1184,0,7843,10,888,6,1093,5,7038,1,4317,7,51,10
10/23/2018,DET,Detroit Pistons,DET vs. PHI,Blake Griffin,F,77.8,35,5,280,6,1803,1,2443,20,2,5,1672,14,434,0,11467,1,8514,1
10/23/2018,NOP,New Orleans Pelicans,NOP vs. LAC,Anthony Davis,F-C,70.6,86,2,3543,2,8551,5,37,11,549,10,204,13,591,1,4317,0,15731,2
10/23/2018,PHI,Philadelphia 76ers,PHI @ DET,Joel Embiid,F-C,64.7,161,0,12874,7,1184,3,272,11,549,11,128,11,1140,0,11467,1,8514,3
10/23/2018,SAC,Sacramento Kings,SAC @ DEN,Marvin Bagley III,F,46.3,1492,1,7056,3,5849,5,37,9,1419,1,10110,9,2204,0,11467,4,786,4
10/23/2018,DET,Detroit Pistons,DET vs. PHI,Ish Smith,G,29.7,6345,2,3543,3,5849,1,2443,9,1419,1,10110,1,18809,0,11467,0,15731,5
10/23/2018,PHI,Philadelphia 76ers,PHI @ DET,JJ Redick,G,45,1693,6,113,6,1803,0,7843,9,1419,6,1093,5,7038,0,11467,0,15731,6
10/23/2018,DEN,Denver Nuggets,DEN vs. SAC,Gary Harris,G,31.1,5713,2,3543,5,2659,0,7843,8,2174,0,13385,3,12137,1,4317,1,8514,7
10/23/2018,LAC,LA Clippers,LAC @ NOP,Lou Williams,G,18.1,13133,0,12874,1,12618,0,7843,8,2174,1,10110,3,12137,0,11467,4,786,8
10/23/2018,LAC,LA Clippers,LAC @ NOP,Danilo Gallinari,F,38.7,2981,1,7056,1,12618,1,2443,8,2174,7,723,6,5192,1,4317,0,15731,9
10/23/2018,LAC,LA Clippers,LAC @ NOP,Tobias Harris,F,43.3,1960,2,3543,3,5849,0,7843,8,2174,8,447,9,2204,1,4317,1,8514,10
10/22/2018,LAL,Los Angeles Lakers,LAL vs. SAS,Kyle Kuzma,F,49.1,1094,4,662,3,5849,0,7843,15,65,3,4174,8,2894,0,11467,2,4097,1
10/22/2018,MIL,Milwaukee Bucks,MIL vs. NYK,Giannis Antetokounmpo,F,58,411,1,7056,4,3929,2,812,13,186,4,2601,15,299,0,11467,3,1827,2
10/22/2018,SAS,San Antonio Spurs,SAS @ LAL,LaMarcus Aldridge,C-F,61.5,265,0,12874,5,2659,1,2443,13,186,11,128,10,1582,1,4317,1,8514,3
10/22/2018,PHX,Phoenix Suns,PHX @ GSW,T.J. Warren,F,45.3,1643,3,1597,3,5849,1,2443,12,318,0,13385,4,9339,2,1393,0,15731,4
10/22/2018,SAS,San Antonio Spurs,SAS @ LAL,DeMar DeRozan,G,63.6,196,2,3543,14,43,0,7843,11,549,8,447,8,2894,1,4317,2,4097,5
10/22/2018,LAL,Los Angeles Lakers,LAL vs. SAS,LeBron James,F,63.6,196,2,3543,14,43,1,2443,11,549,8,447,8,2894,1,4317,5,338,6
10/22/2018,CHA,Charlotte Hornets,CHA @ TOR,Kemba Walker,G,41.5,2292,2,3543,5,2659,0,7843,11,549,2,6102,5,7038,1,4317,1,8514,7
10/22/2018,ORL,Orlando Magic,ORL @ BOS,Nikola Vucevic,C,48.9,1121,1,7056,1,12618,0,7843,11,549,1,10110,12,814,3,415,0,15731,8
10/22/2018,GSW,Golden State Warriors,GSW vs. PHX,Stephen Curry,G,48.8,1132,6,113,8,789,0,7843,11,549,1,10110,4,9339,2,1393,3,1827,9
10/22/2018,MIL,Milwaukee Bucks,MIL vs. NYK,Khris Middleton,F,42.4,2115,7,46,2,8551,0,7843,11,549,1,10110,7,3913,1,4317,2,4097,10
10/21/2018,OKC,Oklahoma City Thunder,OKC vs. SAC,Russell Westbrook,G,53.4,689,1,7056,8,789,0,7843,13,186,5,1672,12,814,0,11467,5,338,1
10/21/2018,ATL,Atlanta Hawks,ATL @ CLE,Trae Young,G,55.9,516,6,113,11,183,0,7843,13,186,3,4174,2,15352,1,4317,1,8514,2
10/21/2018,DEN,Denver Nuggets,DEN vs. GSW,Gary Harris,G,42.1,2168,2,3543,1,12618,1,2443,11,549,4,2601,3,12137,2,1393,0,15731,3
10/21/2018,HOU,Houston Rockets,HOU @ LAC,Clint Capela,C,45.7,1582,0,12874,5,2659,3,272,11,549,1,10110,6,5192,0,11467,1,8514,4
10/21/2018,HOU,Houston Rockets,HOU @ LAC,James Harden,G,59.8,334,4,662,14,43,0,7843,11,549,5,1672,4,9339,2,1393,3,1827,5
10/21/2018,OKC,Oklahoma City Thunder,OKC vs. SAC,Paul George,F,44.2,1823,3,1597,2,8551,0,7843,10,888,6,1093,6,5192,3,415,4,786,6
10/21/2018,GSW,Golden State Warriors,GSW @ DEN,Stephen Curry,G,41.8,2238,6,113,6,1803,0,7843,10,888,4,2601,4,9339,0,11467,2,4097,7
10/21/2018,LAC,LA Clippers,LAC vs. HOU,Tobias Harris,F,27.3,7500,2,3543,1,12618,0,7843,9,1419,3,4174,4,9339,0,11467,2,4097,8
10/21/2018,SAC,Sacramento Kings,SAC @ OKC,Iman Shumpert,G,48.6,1153,4,662,4,3929,2,812,9,1419,4,2601,3,12137,3,415,2,4097,9
10/21/2018,LAC,LA Clippers,LAC vs. HOU,Montrezl Harrell,F-C,43.5,1933,0,12874,3,5849,3,272,8,2174,1,10110,10,1582,1,4317,2,4097,10
10/20/2018,CHA,Charlotte Hornets,CHA @ MIA,Kemba Walker,G,53.5,681,7,46,7,1184,0,7843,14,108,4,2601,5,7038,0,11467,2,4097,1
10/20/2018,PHI,Philadelphia 76ers,PHI vs. ORL,Joel Embiid,F-C,48.5,1171,3,1597,3,5849,0,7843,13,186,3,4174,10,1582,0,11467,0,15731,2
10/20/2018,CHI,Chicago Bulls,CHI vs. DET,Zach LaVine,G,39.1,2887,2,3543,3,5849,0,7843,12,318,7,723,3,12137,0,11467,2,4097,3
10/20/2018,WAS,Washington Wizards,WAS vs. TOR,Bradley Beal,G,49.6,1039,6,113,6,1803,1,2443,12,318,2,6102,3,12137,1,4317,1,8514,4
10/20/2018,DET,Detroit Pistons,DET @ CHI,Blake Griffin,F,57.9,416,5,280,5,2659,1,2443,12,318,4,2601,12,814,0,11467,0,15731,5
10/20/2018,ORL,Orlando Magic,ORL @ PHI,Evan Fournier,G,42.3,2137,6,113,3,5849,0,7843,12,318,1,10110,4,9339,1,4317,1,8514,6
10/20/2018,DEN,Denver Nuggets,DEN vs. PHX,Nikola Jokic,C,79.7,24,3,1597,11,183,1,2443,11,549,10,204,11,1140,4,121,0,15731,7
10/20/2018,SAS,San Antonio Spurs,SAS @ POR,DeMar DeRozan,G,49.1,1094,0,12874,9,525,0,7843,11,549,6,1093,3,12137,2,1393,2,4097,8
10/20/2018,MIN,Minnesota Timberwolves,MIN @ DAL,Derrick Rose,G,47.5,1301,2,3543,5,2659,1,2443,11,549,4,2601,5,7038,2,1393,3,1827,9
10/20/2018,HOU,Houston Rockets,HOU @ LAL,James Harden,G,54.9,579,5,280,5,2659,1,2443,10,888,11,128,7,3913,2,1393,6,130,10
10/19/2018,GSW,Golden State Warriors,GSW @ UTA,Kevin Durant,F,63.3,207,1,7056,7,1184,1,2443,14,108,9,316,9,2204,1,4317,2,4097,1
10/19/2018,NOP,New Orleans Pelicans,NOP vs. SAC,Nikola Mirotic,F,49.8,1013,5,280,2,8551,0,7843,14,108,3,4174,9,2204,0,11467,0,15731,2
10/19/2018,GSW,Golden State Warriors,GSW @ UTA,Stephen Curry,G,49.8,1013,5,280,8,789,0,7843,13,186,0,13385,4,9339,2,1393,4,786,3
10/19/2018,MIL,Milwaukee Bucks,MIL vs. IND,Giannis Antetokounmpo,F,54.5,604,0,12874,5,2659,1,2443,12,318,2,6102,15,299,2,1393,6,130,4
10/19/2018,NYK,New York Knicks,NYK @ BKN,Enes Kanter,C,47,1378,0,12874,2,8551,0,7843,12,318,5,1672,10,1582,1,4317,0,15731,5
10/19/2018,LAC,LA Clippers,LAC vs. OKC,Danilo Gallinari,F,33.5,4691,4,662,1,12618,0,7843,10,888,2,6102,5,7038,0,11467,0,15731,6
10/19/2018,MIN,Minnesota Timberwolves,MIN vs. CLE,Jimmy Butler,G,61.9,251,1,7056,3,5849,2,812,10,888,12,89,7,3913,4,121,2,4097,7
10/19/2018,LAC,LA Clippers,LAC vs. OKC,Tobias Harris,F,48.2,1205,2,3543,4,3929,1,2443,10,888,4,2601,11,1140,1,4317,3,1827,8
10/19/2018,UTA,Utah Jazz,UTA vs. GSW,Joe Ingles,F,45.8,1562,7,46,4,3929,1,2443,10,888,0,13385,4,9339,2,1393,1,8514,9
10/19/2018,TOR,Toronto Raptors,TOR vs. BOS,Serge Ibaka,C-F,33.2,4793,1,7056,2,8551,1,2443,10,888,0,13385,6,5192,0,11467,1,8514,10
10/18/2018,CHI,Chicago Bulls,CHI @ PHI,Zach LaVine,G,44.5,1768,2,3543,3,5849,3,272,11,549,6,1093,5,7038,0,11467,5,338,1
10/18/2018,POR,Portland Trail Blazers,POR vs. LAL,Damian Lillard,G,44.2,1823,2,3543,4,3929,1,2443,9,1419,8,447,6,5192,1,4317,3,1827,2
10/18/2018,PHI,Philadelphia 76ers,PHI vs. CHI,Joel Embiid,F-C,61.9,251,0,12874,3,5849,4,98,9,1419,12,89,12,814,1,4317,2,4097,3
10/18/2018,WAS,Washington Wizards,WAS vs. MIA,John Wall,G,55.1,566,1,7056,9,525,4,98,9,1419,7,723,3,12137,1,4317,3,1827,4
10/18/2018,LAL,Los Angeles Lakers,LAL @ POR,LeBron James,F,46.4,1473,0,12874,6,1803,0,7843,9,1419,8,447,12,814,1,4317,6,130,5
10/18/2018,CHI,Chicago Bulls,CHI @ PHI,Bobby Portis,F,42.2,2152,3,1597,2,8551,1,2443,8,2174,1,10110,11,1140,1,4317,0,15731,6
10/18/2018,LAL,Los Angeles Lakers,LAL @ POR,Josh Hart,G,39.3,2830,3,1597,1,12618,2,812,8,2174,1,10110,4,9339,3,415,2,4097,7
10/18/2018,MIA,Miami Heat,MIA @ WAS,Josh Richardson,G,44.3,1814,5,280,5,2659,1,2443,8,2174,7,723,4,9339,1,4317,2,4097,8
10/18/2018,CHI,Chicago Bulls,CHI @ PHI,Jabari Parker,F,23.5,9670,1,7056,1,12618,0,7843,7,3260,0,13385,5,7038,1,4317,2,4097,9
10/18/2018,LAL,Los Angeles Lakers,LAL @ POR,Brandon Ingram,F,30.3,6073,0,12874,1,12618,1,2443,7,3260,2,6102,4,9339,2,1393,1,8514,10
10/17/2018,CHA,Charlotte Hornets,CHA vs. MIL,Kemba Walker,G,52.4,762,7,46,4,3929,0,7843,15,65,4,2601,2,15352,2,1393,3,1827,1
10/17/2018,NOP,New Orleans Pelicans,NOP @ HOU,Anthony Davis,F-C,80.2,22,0,12874,8,789,3,272,13,186,6,1093,16,207,3,415,1,8514,2
10/17/2018,PHX,Phoenix Suns,PHX vs. DAL,Devin Booker,G,47.3,1338,6,113,7,1184,0,7843,12,318,5,1672,4,9339,0,11467,3,1827,3
10/17/2018,NOP,New Orleans Pelicans,NOP @ HOU,Nikola Mirotic,F,45.5,1614,6,113,3,5849,0,7843,11,549,2,6102,10,1582,0,11467,1,8514,4
10/17/2018,BKN,Brooklyn Nets,BKN @ DET,Caris LeVert,G,40.8,2462,0,12874,4,3929,1,2443,10,888,7,723,4,9339,1,4317,3,1827,5
10/17/2018,DET,Detroit Pistons,DET vs. BKN,Andre Drummond,C,50,995,1,7056,2,8551,1,2443,10,888,3,4174,20,48,0,11467,4,786,6
10/17/2018,SAS,San Antonio Spurs,SAS vs. MIN,DeMar DeRozan,G,35.8,3841,1,7056,4,3929,0,7843,10,888,7,723,4,9339,0,11467,3,1827,7
10/17/2018,BKN,Brooklyn Nets,BKN @ DET,Spencer Dinwiddie,G,35.8,3841,0,12874,6,1803,0,7843,10,888,3,4174,4,9339,1,4317,4,786,8
10/17/2018,NYK,New York Knicks,NYK vs. ATL,Tim Hardaway Jr.,G,51.7,818,3,1597,5,2659,0,7843,10,888,8,447,6,5192,2,1393,0,15731,9
10/17/2018,TOR,Toronto Raptors,TOR vs. CLE,Kyle Lowry,G,43.2,1973,5,280,8,789,1,2443,10,888,2,6102,1,18809,1,4317,3,1827,10
10/16/2018,GSW,Golden State Warriors,GSW vs. OKC,Stephen Curry,G,55.1,566,5,280,9,525,0,7843,11,549,5,1672,8,2894,1,4317,3,1827,1
10/16/2018,BOS,Boston Celtics,BOS vs. PHI,Jayson Tatum,F,40.3,2579,1,7056,3,5849,0,7843,9,1419,4,2601,9,2204,1,4317,1,8514,2
10/16/2018,OKC,Oklahoma City Thunder,OKC @ GSW,Paul George,F,43.9,1878,4,662,5,2659,0,7843,9,1419,5,1672,2,15352,4,121,5,338,3
10/16/2018,PHI,Philadelphia 76ers,PHI @ BOS,Joel Embiid,F-C,42,2194,1,7056,2,8551,2,812,9,1419,4,2601,10,1582,1,4317,5,338,4
10/16/2018,GSW,Golden State Warriors,GSW vs. OKC,Kevin Durant,F,48.6,1153,0,12874,6,1803,1,2443,9,1419,9,316,8,2894,1,4317,3,1827,5
10/16/2018,PHI,Philadelphia 76ers,PHI @ BOS,JJ Redick,G,19.9,11947,2,3543,1,12618,0,7843,7,3260,0,13385,2,15352,0,11467,0,15731,6
10/16/2018,OKC,Oklahoma City Thunder,OKC @ GSW,Dennis Schroder,G,48.6,1153,2,3543,6,1803,1,2443,7,3260,5,1672,8,2894,3,415,3,1827,7
10/16/2018,BOS,Boston Celtics,BOS vs. PHI,Marcus Morris,F,33,4889,2,3543,0,18130,0,7843,7,3260,0,13385,10,1582,2,1393,1,8514,8
10/16/2018,PHI,Philadelphia 76ers,PHI @ BOS,Ben Simmons,G,64,186,0,12874,8,789,2,812,7,3260,5,1672,15,299,4,121,3,1827,9
10/16/2018,OKC,Oklahoma City Thunder,OKC @ GSW,Steven Adams,C,40.2,2601,0,12874,4,3929,0,7843,6,4636,5,1672,11,1140,2,1393,2,4097,10
1/9/2019,LAL,Los Angeles Lakers,LAL vs. DET,Kyle Kuzma,F,41.4,2318,5,280,0,18130,0,7843,16,39,4,2601,2,15352,0,11467,2,4097,1
1/9/2019,HOU,Houston Rockets,HOU vs. MIL,James Harden,G,64.2,179,6,113,6,1803,1,2443,13,186,10,204,11,1140,2,1393,9,7,2
1/9/2019,WAS,Washington Wizards,WAS vs. PHI,Bradley Beal,G,45.9,1547,6,113,5,2659,1,2443,13,186,2,6102,2,15352,1,4317,4,786,3
1/9/2019,ATL,Atlanta Hawks,ATL @ BKN,John Collins,F-C,48.3,1195,1,7056,1,12618,0,7843,12,318,5,1672,14,434,1,4317,3,1827,4
1/9/2019,UTA,Utah Jazz,UTA vs. ORL,Donovan Mitchell,G,49.3,1075,4,662,7,1184,0,7843,12,318,5,1672,4,9339,1,4317,2,4097,5
1/9/2019,NOP,New Orleans Pelicans,NOP vs. CLE,Anthony Davis,F-C,81.1,16,1,7056,7,1184,4,98,11,549,15,30,13,591,2,1393,1,8514,6
1/9/2019,PHI,Philadelphia 76ers,PHI @ WAS,Joel Embiid,F-C,59.8,334,1,7056,2,8551,3,272,11,549,12,89,14,434,1,4317,7,51,7
1/9/2019,BKN,Brooklyn Nets,BKN vs. ATL,D'Angelo Russell,G,32.6,5046,1,7056,4,3929,0,7843,11,549,0,13385,3,12137,1,4317,3,1827,8
1/9/2019,POR,Portland Trail Blazers,POR vs. CHI,CJ McCollum,G,32.6,5046,2,3543,4,3929,0,7843,10,888,2,6102,3,12137,0,11467,1,8514,9
1/9/2019,LAL,Los Angeles Lakers,LAL vs. DET,Michael Beasley,N,31.4,5566,1,7056,4,3929,2,812,9,1419,0,13385,2,15352,0,11467,2,4097,10
1/8/2019,GSW,Golden State Warriors,GSW vs. NYK,Klay Thompson,G,56.4,485,7,46,0,18130,2,812,18,14,0,13385,2,15352,2,1393,1,8514,1
1/8/2019,TOR,Toronto Raptors,TOR vs. ATL,Kawhi Leonard,F,64.8,159,3,1597,6,1803,1,2443,11,549,6,1093,4,9339,6,3,1,8514,2
1/8/2019,MIN,Minnesota Timberwolves,MIN @ OKC,Andrew Wiggins,F-G,63,214,2,3543,4,3929,1,2443,11,549,16,19,10,1582,1,4317,1,8514,3
1/8/2019,DEN,Denver Nuggets,DEN @ MIA,Nikola Jokic,C,57.2,441,1,7056,10,325,0,7843,11,549,6,1093,11,1140,1,4317,3,1827,4
1/8/2019,IND,Indiana Pacers,IND @ CLE,Thaddeus Young,F,42.5,2099,3,1597,3,5849,0,7843,11,549,1,10110,5,7038,2,1393,0,15731,5
1/8/2019,CLE,Cleveland Cavaliers,CLE vs. IND,Jordan Clarkson,G,34.9,4162,2,3543,1,12618,0,7843,11,549,2,6102,2,15352,3,415,4,786,6
1/8/2019,WAS,Washington Wizards,WAS @ PHI,Bradley Beal,G,38.6,3015,4,662,2,8551,0,7843,11,549,2,6102,3,12137,3,415,5,338,7
1/8/2019,OKC,Oklahoma City Thunder,OKC vs. MIN,Russell Westbrook,G,57,453,1,7056,16,13,2,812,11,549,2,6102,5,7038,1,4317,7,51,8
1/8/2019,PHX,Phoenix Suns,PHX vs. SAC,Kelly Oubre Jr.,F,48,1227,3,1597,4,3929,1,2443,9,1419,5,1672,5,7038,3,415,2,4097,9
1/8/2019,LAC,LA Clippers,LAC vs. CHA,Montrezl Harrell,F-C,48.7,1140,0,12874,5,2659,0,7843,9,1419,5,1672,11,1140,2,1393,1,8514,10
1/7/2019,NOP,New Orleans Pelicans,NOP vs. MEM,Anthony Davis,F-C,69.1,101,0,12874,3,5849,3,272,14,108,8,447,13,591,2,1393,2,4097,1
1/7/2019,HOU,Houston Rockets,HOU vs. DEN,Clint Capela,C,50.8,910,0,12874,2,8551,0,7843,13,186,5,1672,9,2204,2,1393,0,15731,2
1/7/2019,DET,Detroit Pistons,DET vs. SAS,Blake Griffin,F,45.4,1629,2,3543,8,789,0,7843,13,186,6,1093,2,15352,0,11467,3,1827,3
1/7/2019,MIL,Milwaukee Bucks,MIL vs. UTA,Giannis Antetokounmpo,F,53,721,0,12874,2,8551,2,812,13,186,4,2601,10,1582,1,4317,1,8514,4
1/7/2019,SAS,San Antonio Spurs,SAS @ DET,DeMar DeRozan,G,57.9,416,0,12874,9,525,2,812,12,318,2,6102,7,3913,2,1393,2,4097,5
1/7/2019,LAL,Los Angeles Lakers,LAL @ DAL,Brandon Ingram,F,45.6,1597,0,12874,6,1803,0,7843,12,318,5,1672,3,12137,2,1393,2,4097,6
1/7/2019,DEN,Denver Nuggets,DEN @ HOU,Nikola Jokic,C,46.6,1440,1,7056,4,3929,1,2443,11,549,1,10110,13,591,2,1393,8,25,7
1/7/2019,DAL,Dallas Mavericks,DAL vs. LAL,Luka Doncic,F-G,44.6,1748,2,3543,2,8551,1,2443,10,888,5,1672,8,2894,1,4317,1,8514,8
1/7/2019,SAS,San Antonio Spurs,SAS @ DET,LaMarcus Aldridge,C-F,34.2,4437,0,12874,2,8551,1,2443,9,1419,7,723,6,5192,0,11467,4,786,9
1/7/2019,DET,Detroit Pistons,DET vs. SAS,Andre Drummond,C,45.8,1562,0,12874,2,8551,1,2443,9,1419,1,10110,14,434,3,415,5,338,10
1/6/2019,CHI,Chicago Bulls,CHI vs. BKN,Zach LaVine,G,34.4,4352,2,3543,2,8551,1,2443,11,549,3,4174,2,15352,0,11467,1,8514,1
1/6/2019,MIN,Minnesota Timberwolves,MIN vs. LAL,Karl-Anthony Towns,C,69.1,101,1,7056,3,5849,4,98,11,549,5,1672,18,108,2,1393,3,1827,2
1/6/2019,LAC,LA Clippers,LAC vs. ORL,Tobias Harris,F,46.8,1417,1,7056,2,8551,1,2443,10,888,7,723,9,2204,1,4317,1,8514,3
1/6/2019,BKN,Brooklyn Nets,BKN @ CHI,D'Angelo Russell,G,41.3,2339,6,113,5,2659,0,7843,10,888,2,6102,4,9339,1,4317,2,4097,4
1/6/2019,WAS,Washington Wizards,WAS @ OKC,Bradley Beal,G,49,1111,2,3543,6,1803,1,2443,10,888,3,4174,5,7038,2,1393,0,15731,5
1/6/2019,TOR,Toronto Raptors,TOR vs. IND,Norman Powell,F-G,29.9,6238,3,1597,1,12618,0,7843,10,888,0,13385,2,15352,1,4317,0,15731,6
1/6/2019,MIN,Minnesota Timberwolves,MIN vs. LAL,Andrew Wiggins,F-G,38,3183,3,1597,2,8551,1,2443,9,1419,7,723,5,7038,0,11467,2,4097,7
1/6/2019,IND,Indiana Pacers,IND @ TOR,Bojan Bogdanovic,F,42.3,2137,2,3543,3,5849,0,7843,9,1419,1,10110,9,2204,2,1393,0,15731,8
1/6/2019,PHX,Phoenix Suns,PHX vs. CHA,T.J. Warren,F,44.5,1768,3,1597,5,2659,1,2443,9,1419,2,6102,5,7038,2,1393,1,8514,9
1/6/2019,CHA,Charlotte Hornets,CHA @ PHX,Kemba Walker,G,35.9,3812,2,3543,1,12618,0,7843,9,1419,9,316,7,3913,0,11467,3,1827,10
1/5/2019,MIL,Milwaukee Bucks,MIL vs. TOR,Giannis Antetokounmpo,F,67.6,125,3,1597,4,3929,0,7843,16,39,8,447,18,108,1,4317,6,130,1
1/5/2019,DEN,Denver Nuggets,DEN vs. CHA,Nikola Jokic,C,72.4,66,3,1597,6,1803,1,2443,16,39,4,2601,12,814,3,415,2,4097,2
1/5/2019,GSW,Golden State Warriors,GSW @ SAC,Stephen Curry,G,51,888,10,5,2,8551,0,7843,14,108,4,2601,5,7038,2,1393,6,130,3
1/5/2019,HOU,Houston Rockets,HOU @ POR,James Harden,G,53.5,681,5,280,7,1184,1,2443,13,186,7,723,5,7038,1,4317,7,51,4
1/5/2019,DET,Detroit Pistons,DET vs. UTA,Blake Griffin,F,56.5,478,3,1597,5,2659,0,7843,13,186,5,1672,10,1582,2,1393,3,1827,5
1/5/2019,SAC,Sacramento Kings,SAC vs. GSW,Buddy Hield,G,44,1856,8,22,4,3929,0,7843,12,318,0,13385,5,7038,0,11467,0,15731,6
1/5/2019,TOR,Toronto Raptors,TOR @ MIL,Pascal Siakam,F,45.3,1643,3,1597,3,5849,2,812,11,549,5,1672,4,9339,0,11467,0,15731,7
1/5/2019,POR,Portland Trail Blazers,POR vs. HOU,Jusuf Nurkic,C,47.5,1301,0,12874,3,5849,0,7843,11,549,3,4174,15,299,0,11467,0,15731,8
1/5/2019,GSW,Golden State Warriors,GSW @ SAC,Kevin Durant,F,53.5,681,3,1597,9,525,2,812,11,549,4,2601,5,7038,0,11467,1,8514,9
1/5/2019,TOR,Toronto Raptors,TOR @ MIL,Serge Ibaka,C-F,43.3,1960,1,7056,5,2659,1,2443,11,549,2,6102,9,2204,0,11467,3,1827,10
1/4/2019,IND,Indiana Pacers,IND @ CHI,Victor Oladipo,G,60.4,306,4,662,4,3929,1,2443,14,108,4,2601,7,3913,3,415,2,4097,1
1/4/2019,OKC,Oklahoma City Thunder,OKC @ POR,Russell Westbrook,G,52.3,770,0,12874,7,1184,0,7843,13,186,5,1672,9,2204,1,4317,3,1827,2
1/4/2019,CHI,Chicago Bulls,CHI vs. IND,Zach LaVine,G,43.5,1933,5,280,3,5849,0,7843,12,318,2,6102,5,7038,2,1393,4,786,3
1/4/2019,CHI,Chicago Bulls,CHI vs. IND,Lauri Markkanen,F,37.8,3235,4,662,2,8551,0,7843,11,549,1,10110,9,2204,1,4317,6,130,4
1/4/2019,MIN,Minnesota Timberwolves,MIN vs. ORL,Karl-Anthony Towns,C,56,510,1,7056,2,8551,1,2443,11,549,6,1093,15,299,1,4317,0,15731,5
