GAME_DATE,TEAM_ABBREVIATION,TEAM_NAME,MATCHUP,PLAYER_NAME,PLAYER_POSITION,NBA_FANTASY_PTS,NBA_FANTASY_PTS_RANK,FG3M,FG3M_RANK,AST,AST_RANK,BLK,BLK_RANK,FGM,FGM_RANK,FTM,FTM_RANK,REB,REB_RANK,STL,STL_RANK,TOV,TOV_RANK,AST_DAY_RANK
10/20/2018,HOU,Houston Rockets,HOU @ LAL,Chris Paul,G,51.4,851,3,1597,10,325,0,7843,9,1419,7,723,7,3913,1,4317,3,1827,6
10/20/2018,NYK,New York Knicks,NYK vs. BOS,Trey Burke,G,33.1,4834,0,12874,9,525,0,7843,5,6509,1,10110,3,12137,2,1393,1,8514,7
10/20/2018,ORL,Orlando Magic,ORL @ PHI,D.J. Augustin,G,24.1,9282,0,12874,9,525,0,7843,2,14769,5,1672,3,12137,0,11467,2,4097,8
10/20/2018,MIN,Minnesota Timberwolves,MIN @ DAL,Jeff Teague,G,36.9,3498,2,3543,9,525,0,7843,6,4636,8,447,2,15352,1,4317,4,786,9
10/20/2018,SAS,San Antonio Spurs,SAS @ POR,DeMar DeRozan,G,49.1,1094,0,12874,9,525,0,7843,11,549,6,1093,3,12137,2,1393,2,4097,10
10/19/2018,MEM,Memphis Grizzlies,MEM vs. ATL,Mike Conley,G,37.3,3376,2,3543,11,183,0,7843,6,4636,2,6102,4,9339,0,11467,0,15731,1
10/19/2018,NOP,New Orleans Pelicans,NOP vs. SAC,Jrue Holiday,G,43.2,1973,0,12874,10,325,0,7843,5,6509,5,1672,6,5192,3,415,3,1827,2
10/19/2018,UTA,Utah Jazz,UTA vs. GSW,Ricky Rubio,G,28.6,6865,3,1597,10,325,0,7843,5,6509,0,13385,3,12137,0,11467,3,1827,3
10/19/2018,BOS,Boston Celtics,BOS @ TOR,Al Horford,C-F,42.5,2099,3,1597,9,525,1,2443,5,6509,1,10110,10,1582,1,4317,3,1827,4
10/19/2018,ATL,Atlanta Hawks,ATL @ MEM,Trae Young,G,38.9,2942,4,662,9,525,1,2443,7,3260,2,6102,2,15352,1,4317,3,1827,5
10/19/2018,GSW,Golden State Warriors,GSW @ UTA,Stephen Curry,G,49.8,1013,5,280,8,789,0,7843,13,186,0,13385,4,9339,2,1393,4,786,6
10/19/2018,MIN,Minnesota Timberwolves,MIN vs. CLE,Derrick Rose,G,28.8,6766,0,12874,8,789,0,7843,3,11548,6,1093,4,9339,0,11467,0,15731,7
10/19/2018,CLE,Cleveland Cavaliers,CLE @ MIN,Cedi Osman,F,37.6,3293,4,662,8,789,0,7843,9,1419,0,13385,3,12137,1,4317,3,1827,8
10/19/2018,OKC,Oklahoma City Thunder,OKC @ LAC,Dennis Schroder,G,19.4,12281,0,12874,8,789,0,7843,2,14769,4,2601,2,15352,0,11467,3,1827,9
10/19/2018,MIL,Milwaukee Bucks,MIL vs. IND,Eric Bledsoe,G,41.7,2257,2,3543,7,1184,2,812,5,6509,0,13385,6,5192,2,1393,0,15731,10
10/18/2018,PHI,Philadelphia 76ers,PHI vs. CHI,Ben Simmons,G,51.1,878,0,12874,11,183,2,812,5,6509,3,4174,13,591,1,4317,3,1827,1
10/18/2018,LAL,Los Angeles Lakers,LAL @ POR,Rajon Rondo,G,34.3,4399,1,7056,11,183,0,7843,6,4636,0,13385,4,9339,1,4317,3,1827,2
10/18/2018,WAS,Washington Wizards,WAS vs. MIA,John Wall,G,55.1,566,1,7056,9,525,4,98,9,1419,7,723,3,12137,1,4317,3,1827,3
10/18/2018,MIA,Miami Heat,MIA @ WAS,Goran Dragic,G,30.2,6110,1,7056,8,789,1,2443,3,11548,1,10110,6,5192,1,4317,3,1827,4
10/18/2018,CHI,Chicago Bulls,CHI @ PHI,Ryan Arcidiacono,G,24.8,8865,2,3543,8,789,0,7843,3,11548,0,13385,4,9339,0,11467,0,15731,5
10/18/2018,POR,Portland Trail Blazers,POR vs. LAL,Evan Turner,G,28.6,6865,0,12874,6,1803,0,7843,5,6509,3,4174,3,12137,2,1393,3,1827,6
10/18/2018,MIA,Miami Heat,MIA @ WAS,Rodney McGruder,F-G,39.6,2762,3,1597,6,1803,1,2443,7,3260,3,4174,8,2894,0,11467,2,4097,7
10/18/2018,LAL,Los Angeles Lakers,LAL @ POR,LeBron James,F,46.4,1473,0,12874,6,1803,0,7843,9,1419,8,447,12,814,1,4317,6,130,8
10/18/2018,PHI,Philadelphia 76ers,PHI vs. CHI,Markelle Fultz,G,29.3,6538,1,7056,5,2659,0,7843,5,6509,1,10110,4,9339,2,1393,1,8514,9
10/18/2018,CHI,Chicago Bulls,CHI @ PHI,Cameron Payne,N,10.7,18090,0,12874,5,2659,0,7843,0,21502,0,13385,1,18809,1,4317,1,8514,10
10/17/2018,NOP,New Orleans Pelicans,NOP @ HOU,Elfrid Payton,G,39,2909,0,12874,10,325,0,7843,5,6509,0,13385,10,1582,1,4317,1,8514,1
10/17/2018,DAL,Dallas Mavericks,DAL @ PHX,J.J. Barea,G,29.6,6396,1,7056,10,325,0,7843,3,11548,2,6102,3,12137,1,4317,1,8514,2
10/17/2018,HOU,Houston Rockets,HOU vs. NOP,James Harden,G,51.8,809,3,1597,10,325,1,2443,6,4636,3,4174,9,2204,3,415,4,786,3
10/17/2018,MIL,Milwaukee Bucks,MIL @ CHA,Giannis Antetokounmpo,F,53.6,675,0,12874,8,789,1,2443,9,1419,7,723,18,108,0,11467,8,25,4
10/17/2018,NOP,New Orleans Pelicans,NOP @ HOU,Anthony Davis,F-C,80.2,22,0,12874,8,789,3,272,13,186,6,1093,16,207,3,415,1,8514,5
10/17/2018,TOR,Toronto Raptors,TOR vs. CLE,Kyle Lowry,G,43.2,1973,5,280,8,789,1,2443,10,888,2,6102,1,18809,1,4317,3,1827,6
10/17/2018,NOP,New Orleans Pelicans,NOP @ HOU,Jrue Holiday,G,28.6,6865,0,12874,8,789,0,7843,5,6509,0,13385,3,12137,2,1393,3,1827,7
10/17/2018,CHA,Charlotte Hornets,CHA vs. MIL,Tony Parker,G,20.1,11829,0,12874,7,1184,0,7843,4,8828,0,13385,3,12137,0,11467,2,4097,8
10/17/2018,PHX,Phoenix Suns,PHX vs. DAL,Trevor Ariza,F,44.1,1840,5,280,7,1184,0,7843,7,3260,2,6102,8,2894,1,4317,0,15731,9
10/17/2018,SAC,Sacramento Kings,SAC vs. UTA,De'Aaron Fox,G,42.3,2137,0,12874,7,1184,0,7843,8,2174,5,1672,4,9339,3,415,3,1827,10
10/16/2018,GSW,Golden State Warriors,GSW vs. OKC,Stephen Curry,G,55.1,566,5,280,9,525,0,7843,11,549,5,1672,8,2894,1,4317,3,1827,1
10/16/2018,PHI,Philadelphia 76ers,PHI @ BOS,Ben Simmons,G,64,186,0,12874,8,789,2,812,7,3260,5,1672,15,299,4,121,3,1827,2
10/16/2018,BOS,Boston Celtics,BOS vs. PHI,Kyrie Irving,G,19.3,12352,1,7056,7,1184,0,7843,2,14769,2,6102,4,9339,0,11467,3,1827,3
10/16/2018,OKC,Oklahoma City Thunder,OKC @ GSW,Dennis Schroder,G,48.6,1153,2,3543,6,1803,1,2443,7,3260,5,1672,8,2894,3,415,3,1827,4
10/16/2018,GSW,Golden State Warriors,GSW vs. OKC,Kevin Durant,F,48.6,1153,0,12874,6,1803,1,2443,9,1419,9,316,8,2894,1,4317,3,1827,5
10/16/2018,GSW,Golden State Warriors,GSW vs. OKC,Draymond Green,F,28.1,7107,0,12874,5,2659,0,7843,1,18112,0,13385,13,591,3,415,6,130,6
10/16/2018,OKC,Oklahoma City Thunder,OKC @ GSW,Paul George,F,43.9,1878,4,662,5,2659,0,7843,9,1419,5,1672,2,15352,4,121,5,338,7
10/16/2018,OKC,Oklahoma City Thunder,OKC @ GSW,Steven Adams,C,40.2,2601,0,12874,4,3929,0,7843,6,4636,5,1672,11,1140,2,1393,2,4097,8
10/16/2018,BOS,Boston Celtics,BOS vs. PHI,Aron Baynes,C-F,16.3,14337,2,3543,3,5849,0,7843,3,11548,0,13385,4,9339,0,11467,1,8514,9
10/16/2018,BOS,Boston Celtics,BOS vs. PHI,Jayson Tatum,F,40.3,2579,1,7056,3,5849,0,7843,9,1419,4,2601,9,2204,1,4317,1,8514,10
1/9/2019,LAL,Los Angeles Lakers,LAL vs. DET,Lonzo Ball,G,34.5,4316,1,7056,11,183,1,2443,2,14769,0,13385,5,7038,2,1393,2,4097,1
1/9/2019,WAS,Washington Wizards,WAS vs. PHI,Tomas Satoransky,G,33.5,4691,0,12874,11,183,0,7843,1,18112,2,6102,5,7038,3,415,2,4097,2
1/9/2019,POR,Portland Trail Blazers,POR vs. CHI,Damian Lillard,G,33.2,4793,2,3543,10,325,0,7843,4,8828,6,1093,1,18809,1,4317,2,4097,3
1/9/2019,NOP,New Orleans Pelicans,NOP vs. CLE,Elfrid Payton,G,23.1,9884,0,12874,9,525,0,7843,3,11548,0,13385,3,12137,1,4317,3,1827,4
1/9/2019,BOS,Boston Celtics,BOS vs. IND,Al Horford,C-F,23.6,9606,0,12874,8,789,0,7843,3,11548,0,13385,3,12137,1,4317,1,8514,5
1/9/2019,PHI,Philadelphia 76ers,PHI @ WAS,Ben Simmons,G,38,3183,0,12874,8,789,0,7843,7,3260,1,10110,10,1582,2,1393,7,51,6
1/9/2019,NOP,New Orleans Pelicans,NOP vs. CLE,Anthony Davis,F-C,81.1,16,1,7056,7,1184,4,98,11,549,15,30,13,591,2,1393,1,8514,7
1/9/2019,HOU,Houston Rockets,HOU vs. MIL,PJ Tucker,F,32.1,5249,2,3543,7,1184,1,2443,2,14769,2,6102,8,2894,1,4317,2,4097,8
1/9/2019,ATL,Atlanta Hawks,ATL @ BKN,Trae Young,G,29.9,6238,2,3543,7,1184,0,7843,6,4636,3,4174,2,15352,2,1393,6,130,9
1/9/2019,MEM,Memphis Grizzlies,MEM vs. SAS,Shelvin Mack,G,24.1,9282,1,7056,7,1184,0,7843,3,11548,3,4174,3,12137,0,11467,0,15731,10
1/8/2019,OKC,Oklahoma City Thunder,OKC vs. MIN,Russell Westbrook,G,57,453,1,7056,16,13,2,812,11,549,2,6102,5,7038,1,4317,7,51,1
1/8/2019,GSW,Golden State Warriors,GSW vs. NYK,Stephen Curry,G,45.4,1629,3,1597,14,43,0,7843,5,6509,1,10110,7,3913,1,4317,1,8514,2
1/8/2019,DEN,Denver Nuggets,DEN @ MIA,Nikola Jokic,C,57.2,441,1,7056,10,325,0,7843,11,549,6,1093,11,1140,1,4317,3,1827,3
1/8/2019,GSW,Golden State Warriors,GSW vs. NYK,Draymond Green,F,35.2,4048,0,12874,10,325,2,812,1,18112,0,13385,11,1140,0,11467,1,8514,4
1/8/2019,LAC,LA Clippers,LAC vs. CHA,Lou Williams,G,48.6,1153,2,3543,10,325,1,2443,9,1419,7,723,3,12137,0,11467,0,15731,5
1/8/2019,IND,Indiana Pacers,IND @ CLE,Darren Collison,G,35.9,3812,0,12874,9,525,0,7843,3,11548,2,6102,2,15352,4,121,0,15731,6
1/8/2019,PHI,Philadelphia 76ers,PHI vs. WAS,Ben Simmons,G,43.5,1933,0,12874,9,525,0,7843,8,2174,1,10110,5,7038,3,415,2,4097,7
1/8/2019,ATL,Atlanta Hawks,ATL @ TOR,Jeremy Lin,G,34.3,4399,0,12874,9,525,0,7843,8,2174,4,2601,4,9339,0,11467,4,786,8
1/8/2019,PHX,Phoenix Suns,PHX vs. SAC,De'Anthony Melton,G,40.8,2462,1,7056,8,789,2,812,4,8828,1,10110,4,9339,4,121,4,786,9
1/8/2019,TOR,Toronto Raptors,TOR vs. ATL,Kawhi Leonard,F,64.8,159,3,1597,6,1803,1,2443,11,549,6,1093,4,9339,6,3,1,8514,10
1/7/2019,HOU,Houston Rockets,HOU vs. DEN,James Harden,G,59,364,6,113,14,43,1,2443,7,3260,12,89,5,7038,1,4317,6,130,1
1/7/2019,MEM,Memphis Grizzlies,MEM @ NOP,Mike Conley,G,41.4,2318,4,662,10,325,0,7843,5,6509,8,447,2,15352,2,1393,4,786,2
1/7/2019,SAS,San Antonio Spurs,SAS @ DET,DeMar DeRozan,G,57.9,416,0,12874,9,525,2,812,12,318,2,6102,7,3913,2,1393,2,4097,3
1/7/2019,POR,Portland Trail Blazers,POR vs. NYK,Damian Lillard,G,34.3,4399,2,3543,9,525,0,7843,5,6509,5,1672,4,9339,1,4317,4,786,4
1/7/2019,DET,Detroit Pistons,DET vs. SAS,Blake Griffin,F,45.4,1629,2,3543,8,789,0,7843,13,186,6,1093,2,15352,0,11467,3,1827,5
1/7/2019,NYK,New York Knicks,NYK @ POR,Emmanuel Mudiay,G,38.9,2942,0,12874,7,1184,0,7843,7,3260,3,4174,2,15352,3,415,0,15731,6
1/7/2019,SAC,Sacramento Kings,SAC vs. ORL,Bogdan Bogdanovic,G,36.1,3735,3,1597,7,1184,0,7843,6,4636,0,13385,8,2894,1,4317,2,4097,7
1/7/2019,BOS,Boston Celtics,BOS vs. BKN,Marcus Smart,G,31.3,5609,4,662,7,1184,0,7843,4,8828,0,13385,4,9339,2,1393,2,4097,8
1/7/2019,BOS,Boston Celtics,BOS vs. BKN,Kyrie Irving,G,37.4,3345,1,7056,6,1803,0,7843,8,2174,0,13385,2,15352,3,415,0,15731,9
1/7/2019,HOU,Houston Rockets,HOU vs. DEN,Austin Rivers,G,17.6,13421,1,7056,6,1803,0,7843,1,18112,1,10110,3,12137,1,4317,2,4097,10
1/6/2019,OKC,Oklahoma City Thunder,OKC vs. WAS,Russell Westbrook,G,54.5,604,2,3543,13,71,1,2443,9,1419,2,6102,15,299,0,11467,8,25,1
1/6/2019,MIN,Minnesota Timberwolves,MIN vs. LAL,Jeff Teague,G,43.7,1905,3,1597,11,183,0,7843,6,4636,0,13385,6,5192,2,1393,1,8514,2
1/6/2019,ORL,Orlando Magic,ORL @ LAC,Nikola Vucevic,C,59.8,334,2,3543,8,789,2,812,7,3260,0,13385,24,5,0,11467,3,1827,3
1/6/2019,TOR,Toronto Raptors,TOR vs. IND,Fred VanVleet,G,25.4,8548,1,7056,8,789,0,7843,3,11548,5,1672,2,15352,0,11467,1,8514,4
1/6/2019,TOR,Toronto Raptors,TOR vs. IND,Kyle Lowry,G,35.6,3908,2,3543,8,789,1,2443,4,8828,2,6102,3,12137,3,415,4,786,5
1/6/2019,CHI,Chicago Bulls,CHI vs. BKN,Kris Dunn,G,34.3,4399,0,12874,7,1184,0,7843,8,2174,0,13385,4,9339,2,1393,3,1827,6
1/6/2019,ATL,Atlanta Hawks,ATL vs. MIA,Kevin Huerter,G,33.1,4834,2,3543,7,1184,0,7843,4,8828,0,13385,8,2894,2,1393,3,1827,7
1/6/2019,LAL,Los Angeles Lakers,LAL @ MIN,Lance Stephenson,G,27,7652,0,12874,6,1803,0,7843,5,6509,4,2601,5,7038,0,11467,2,4097,8
1/6/2019,WAS,Washington Wizards,WAS @ OKC,Bradley Beal,G,49,1111,2,3543,6,1803,1,2443,10,888,3,4174,5,7038,2,1393,0,15731,9
1/6/2019,CHA,Charlotte Hornets,CHA @ PHX,Tony Parker,G,28.2,7054,0,12874,6,1803,0,7843,9,1419,2,6102,1,18809,0,11467,2,4097,10
1/5/2019,POR,Portland Trail Blazers,POR vs. HOU,Damian Lillard,G,43,2012,2,3543,12,111,0,7843,5,6509,5,1672,5,7038,2,1393,4,786,1
1/5/2019,PHI,Philadelphia 76ers,PHI vs. DAL,Ben Simmons,G,48.1,1213,0,12874,11,183,0,7843,9,1419,2,6102,13,591,0,11467,4,786,2
1/5/2019,MIL,Milwaukee Bucks,MIL vs. TOR,Khris Middleton,F,31.9,5332,2,3543,9,525,0,7843,6,4636,0,13385,2,15352,1,4317,1,8514,3
1/5/2019,GSW,Golden State Warriors,GSW @ SAC,Kevin Durant,F,53.5,681,3,1597,9,525,2,812,11,549,4,2601,5,7038,0,11467,1,8514,4
1/5/2019,MIL,Milwaukee Bucks,MIL vs. TOR,Eric Bledsoe,G,32.6,5046,2,3543,8,789,0,7843,4,8828,4,2601,3,12137,2,1393,3,1827,5
1/5/2019,TOR,Toronto Raptors,TOR @ MIL,Fred VanVleet,G,42,2194,5,280,8,789,1,2443,6,4636,4,2601,5,7038,0,11467,0,15731,6
1/5/2019,NOP,New Orleans Pelicans,NOP @ CLE,Julius Randle,C-F,49.4,1070,1,7056,8,789,0,7843,8,2174,5,1672,12,814,1,4317,2,4097,7
1/5/2019,CHA,Charlotte Hornets,CHA @ DEN,Devonte' Graham,G,25.6,8438,2,3543,8,789,0,7843,3,11548,2,6102,3,12137,0,11467,0,15731,8
1/5/2019,DAL,Dallas Mavericks,DAL @ PHI,Jalen Brunson,G,39.2,2856,1,7056,8,789,0,7843,4,8828,4,2601,11,1140,1,4317,2,4097,9
1/5/2019,DET,Detroit Pistons,DET vs. UTA,Bruce Brown,G,22.1,10543,0,12874,7,1184,0,7843,3,11548,6,1093,3,12137,0,11467,4,786,10
1/4/2019,CHI,Chicago Bulls,CHI vs. IND,Kris Dunn,G,45.5,1614,2,3543,17,4,0,7843,6,4636,2,6102,5,7038,0,11467,2,4097,1
1/4/2019,MIL,Milwaukee Bucks,MIL vs. ATL,Giannis Antetokounmpo,F,49.6,1039,0,12874,10,325,2,812,6,4636,4,2601,8,2894,1,4317,0,15731,2
1/4/2019,MIA,Miami Heat,MIA vs. WAS,Justise Winslow,F,30.6,5947,1,7056,10,325,0,7843,5,6509,2,6102,3,12137,0,11467,1,8514,3
1/4/2019,BKN,Brooklyn Nets,BKN @ MEM,D'Angelo Russell,G,41.8,2238,3,1597,10,325,0,7843,7,3260,6,1093,4,9339,1,4317,4,786,4
1/4/2019,MIN,Minnesota Timberwolves,MIN vs. ORL,Jeff Teague,G,41.4,2318,3,1597,10,325,0,7843,8,2174,4,2601,2,15352,1,4317,2,4097,5
1/4/2019,ATL,Atlanta Hawks,ATL @ MIL,Trae Young,G,37.4,3345,2,3543,10,325,0,7843,3,11548,5,1672,2,15352,3,415,2,4097,6
1/4/2019,MEM,Memphis Grizzlies,MEM vs. BKN,Kyle Anderson,F,40.2,2601,0,12874,10,325,1,2443,5,6509,1,10110,11,1140,0,11467,2,4097,7
1/4/2019,POR,Portland Trail Blazers,POR vs. OKC,Evan Turner,G,23.7,9557,0,12874,9,525,0,7843,2,14769,2,6102,6,5192,0,11467,3,1827,8
1/4/2019,LAC,LA Clippers,LAC @ PHX,Shai Gilgeous-Alexander,G,23.1,9884,0,12874,9,525,0,7843,1,18112,1,10110,3,12137,2,1393,3,1827,9
1/4/2019,BOS,Boston Celtics,BOS vs. DAL,Gordon Hayward,F,42.2,2152,2,3543,8,789,1,2443,6,4636,2,6102,11,1140,0,11467,2,4097,10
1/31/2019,IND,Indiana Pacers,IND @ ORL,Darren Collison,G,36.8,3530,1,7056,10,325,0,7843,7,3260,1,10110,4,9339,1,4317,2,4097,1
1/31/2019,GSW,Golden State Warriors,GSW vs. PHI,Draymond Green,F,47.6,1288,0,12874,10,325,3,272,1,18112,2,6102,8,2894,4,121,2,4097,2
1/31/2019,BKN,Brooklyn Nets,BKN @ SAS,D'Angelo Russell,G,46.5,1455,2,3543,9,525,1,2443,10,888,3,4174,5,7038,1,4317,4,786,3
1/31/2019,LAL,Los Angeles Lakers,LAL @ LAC,LeBron James,F,53.3,699,1,7056,9,525,0,7843,9,1419,5,1672,14,434,1,4317,4,786,4
1/31/2019,DET,Detroit Pistons,DET vs. DAL,Reggie Jackson,G,42.9,2028,1,7056,9,525,0,7843,6,4636,4,2601,7,3913,2,1393,2,4097,5
1/31/2019,LAC,LA Clippers,LAC vs. LAL,Tobias Harris,F,39.6,2762,1,7056,8,789,1,2443,5,6509,4,2601,8,2894,0,11467,0,15731,6
1/31/2019,ORL,Orlando Magic,ORL vs. IND,Isaiah Briscoe,G,16,14556,0,12874,8,789,0,7843,0,21502,0,13385,5,7038,0,11467,2,4097,7
1/31/2019,LAL,Los Angeles Lakers,LAL @ LAC,Rajon Rondo,G,42.1,2168,1,7056,7,1184,0,7843,6,4636,1,10110,13,591,1,4317,1,8514,8
1/31/2019,BKN,Brooklyn Nets,BKN @ SAS,Shabazz Napier,G,31.7,5421,2,3543,7,1184,2,812,4,8828,5,1672,1,18809,0,11467,1,8514,9
1/31/2019,DAL,Dallas Mavericks,DAL @ DET,Jalen Brunson,G,18.4,12911,0,12874,6,1803,0,7843,4,8828,1,10110,2,15352,0,11467,2,4097,10
1/30/2019,DAL,Dallas Mavericks,DAL @ NYK,Dennis Smith Jr.,G,42.5,2099,0,12874,15,25,0,7843,5,6509,3,4174,10,1582,0,11467,5,338,1
1/30/2019,MIN,Minnesota Timberwolves,MIN vs. MEM,Jerryd Bayless,G,51.4,851,1,7056,12,111,0,7843,8,2174,2,6102,7,3913,2,1393,0,15731,2
1/30/2019,POR,Portland Trail Blazers,POR vs. UTA,Damian Lillard,G,65.1,157,3,1597,11,183,0,7843,12,318,9,316,8,2894,2,1393,3,1827,3
1/30/2019,BOS,Boston Celtics,BOS vs. CHA,Terry Rozier,G,46,1535,3,1597,10,325,0,7843,5,6509,4,2601,5,7038,3,415,1,8514,4
1/30/2019,DEN,Denver Nuggets,DEN @ NOP,Nikola Jokic,C,63.6,196,0,12874,10,325,2,812,9,1419,2,6102,13,591,3,415,2,4097,5
1/30/2019,ATL,Atlanta Hawks,ATL @ SAC,Trae Young,G,34.2,4437,4,662,8,789,0,7843,7,3260,5,1672,1,18809,1,4317,5,338,6
1/30/2019,NOP,New Orleans Pelicans,NOP vs. DEN,Tim Frazier,G,25.6,8438,0,12874,8,789,0,7843,1,18112,2,6102,8,2894,0,11467,0,15731,7
1/30/2019,CHI,Chicago Bulls,CHI @ MIA,Kris Dunn,G,35,4125,1,7056,8,789,0,7843,6,4636,1,10110,5,7038,2,1393,3,1827,8
1/30/2019,MEM,Memphis Grizzlies,MEM @ MIN,Mike Conley,G,49,1111,3,1597,8,789,0,7843,11,549,1,10110,5,7038,2,1393,1,8514,9
1/30/2019,CHI,Chicago Bulls,CHI @ MIA,Wayne Selden,G,36.4,3640,4,662,8,789,0,7843,6,4636,4,2601,2,15352,1,4317,1,8514,10
1/3/2019,HOU,Houston Rockets,HOU @ GSW,James Harden,G,80.5,20,10,5,15,25,2,812,13,186,8,447,10,1582,1,4317,7,51,1
1/3/2019,SAS,San Antonio Spurs,SAS vs. TOR,DeMar DeRozan,G,57.3,435,0,12874,11,183,0,7843,7,3260,7,723,14,434,2,1393,3,1827,2
1/3/2019,SAC,Sacramento Kings,SAC vs. DEN,De'Aaron Fox,G,30.4,6027,1,7056,8,789,0,7843,7,3260,1,10110,2,15352,1,4317,3,1827,3
1/3/2019,GSW,Golden State Warriors,GSW vs. HOU,Draymond Green,F,42.2,2152,0,12874,8,789,2,812,4,8828,1,10110,11,1140,2,1393,4,786,4
1/3/2019,TOR,Toronto Raptors,TOR @ SAS,Pascal Siakam,F,29.7,6345,0,12874,7,1184,1,2443,4,8828,2,6102,6,5192,1,4317,4,786,5
1/3/2019,DEN,Denver Nuggets,DEN @ SAC,Nikola Jokic,C,51.6,833,3,1597,6,1803,1,2443,10,888,3,4174,13,591,1,4317,5,338,6
1/3/2019,DEN,Denver Nuggets,DEN @ SAC,Jamal Murray,G,52.4,762,6,113,6,1803,0,7843,12,318,6,1093,7,3913,1,4317,4,786,7
1/3/2019,GSW,Golden State Warriors,GSW vs. HOU,Stephen Curry,G,42.6,2089,5,280,6,1803,0,7843,14,108,2,6102,3,12137,0,11467,5,338,8
1/3/2019,SAS,San Antonio Spurs,SAS vs. TOR,LaMarcus Aldridge,C-F,29.9,6238,0,12874,5,2659,0,7843,10,888,3,4174,2,15352,0,11467,3,1827,9
1/3/2019,TOR,Toronto Raptors,TOR @ SAS,Kawhi Leonard,F,32.7,5010,0,12874,5,2659,0,7843,8,2174,5,1672,1,18809,2,1393,3,1827,10
1/29/2019,OKC,Oklahoma City Thunder,OKC @ ORL,Russell Westbrook,G,58.8,376,1,7056,14,43,1,2443,7,3260,8,447,14,434,0,11467,5,338,1
1/29/2019,MIL,Milwaukee Bucks,MIL @ DET,Giannis Antetokounmpo,F,60.1,321,1,7056,11,183,2,812,8,2174,4,2601,8,2894,3,415,2,4097,2
1/29/2019,LAL,Los Angeles Lakers,LAL vs. PHI,Rajon Rondo,G,27.9,7212,1,7056,11,183,0,7843,2,14769,0,13385,7,3913,1,4317,5,338,3
1/29/2019,NOP,New Orleans Pelicans,NOP @ HOU,Tim Frazier,G,29.8,6292,0,12874,10,325,0,7843,3,11548,4,2601,4,9339,1,4317,3,1827,4
1/29/2019,HOU,Houston Rockets,HOU vs. NOP,Chris Paul,G,32.3,5169,1,7056,9,525,0,7843,4,8828,1,10110,4,9339,2,1393,2,4097,5
1/29/2019,DET,Detroit Pistons,DET vs. MIL,Blake Griffin,F,34.9,4162,3,1597,9,525,0,7843,6,4636,3,4174,7,3913,0,11467,5,338,6
1/29/2019,CLE,Cleveland Cavaliers,CLE vs. WAS,Alec Burks,G,26.5,7958,1,7056,9,525,0,7843,3,11548,1,10110,5,7038,0,11467,1,8514,7
1/29/2019,NOP,New Orleans Pelicans,NOP @ HOU,Jrue Holiday,G,55.2,562,2,3543,8,789,6,10,6,4636,5,1672,6,5192,1,4317,4,786,8
1/29/2019,CLE,Cleveland Cavaliers,CLE vs. WAS,Cedi Osman,F,48.5,1171,4,662,7,1184,1,2443,10,888,2,6102,5,7038,2,1393,3,1827,9
1/29/2019,MIL,Milwaukee Bucks,MIL @ DET,Eric Bledsoe,G,42.5,2099,3,1597,7,1184,0,7843,8,2174,1,10110,5,7038,2,1393,0,15731,10
1/28/2019,MEM,Memphis Grizzlies,MEM vs. DEN,Mike Conley,G,44.3,1814,3,1597,11,183,0,7843,8,2174,4,2601,4,9339,1,4317,3,1827,1
1/28/2019,LAC,LA Clippers,LAC vs. ATL,Lou Williams,G,39.1,2887,1,7056,9,525,0,7843,4,8828,12,89,3,12137,2,1393,5,338,2
1/28/2019,ATL,Atlanta Hawks,ATL @ LAC,Trae Young,G,41.8,2238,2,3543,8,789,0,7843,10,888,4,2601,4,9339,0,11467,1,8514,3
1/28/2019,IND,Indiana Pacers,IND vs. GSW,Darren Collison,G,22,10605,2,3543,8,789,0,7843,5,6509,1,10110,0,22086,0,11467,3,1827,4
1/28/2019,GSW,Golden State Warriors,GSW @ IND,Andre Iguodala,G,36.2,3703,0,12874,8,789,3,272,2,14769,2,6102,6,5192,1,4317,1,8514,5
1/28/2019,GSW,Golden State Warriors,GSW @ IND,Kevin Durant,F,27.1,7599,1,7056,7,1184,0,7843,7,3260,1,10110,3,12137,0,11467,3,1827,6
1/28/2019,BOS,Boston Celtics,BOS vs. BKN,Terry Rozier,G,37.9,3215,2,3543,7,1184,0,7843,6,4636,0,13385,7,3913,2,1393,1,8514,7
1/28/2019,BOS,Boston Celtics,BOS vs. BKN,Marcus Smart,G,52.9,728,4,662,7,1184,2,812,7,3260,3,4174,2,15352,5,25,2,4097,8
1/28/2019,LAC,LA Clippers,LAC vs. ATL,Tobias Harris,F,54.1,639,2,3543,7,1184,2,812,11,549,6,1093,8,2894,0,11467,2,4097,9
1/28/2019,MEM,Memphis Grizzlies,MEM vs. DEN,Shelvin Mack,G,13.6,16157,1,7056,6,1803,0,7843,1,18112,0,13385,3,12137,0,11467,2,4097,10
1/27/2019,LAL,Los Angeles Lakers,LAL vs. PHX,Rajon Rondo,G,29.3,6538,0,12874,11,183,0,7843,4,8828,0,13385,4,9339,1,4317,3,1827,1
1/27/2019,OKC,Oklahoma City Thunder,OKC vs. MIL,Russell Westbrook,G,47.1,1365,2,3543,11,183,1,2443,5,6509,1,10110,13,591,1,4317,4,786,2
