GAME_DATE,TEAM_ABBREVIATION,TEAM_NAME,MATCHUP,PLAYER_NAME,PLAYER_POSITION,NBA_FANTASY_PTS,NBA_FANTASY_PTS_RANK,FG3M,FG3M_RANK,AST,AST_RANK,BLK,BLK_RANK,FGM,FGM_RANK,FTM,FTM_RANK,REB,REB_RANK,STL,STL_RANK,TOV,TOV_RANK,AST_DAY_RANK
2/27/2019,HOU,Houston Rockets,HOU @ CHA,Chris Paul,G,36.8,3530,2,3543,10,325,0,7843,7,3260,1,10110,4,9339,2,1393,6,130,6
2/27/2019,ATL,Atlanta Hawks,ATL vs. MIN,Trae Young,G,57.6,427,2,3543,10,325,0,7843,9,1419,16,19,8,2894,0,11467,3,1827,7
2/27/2019,NOP,New Orleans Pelicans,NOP @ LAL,Jrue Holiday,G,39.4,2808,1,7056,10,325,0,7843,8,2174,2,6102,7,3913,0,11467,3,1827,8
2/27/2019,NOP,New Orleans Pelicans,NOP @ LAL,Elfrid Payton,G,34.7,4240,0,12874,9,525,1,2443,3,11548,0,13385,11,1140,0,11467,1,8514,9
2/27/2019,SAC,Sacramento Kings,SAC vs. MIL,De'Aaron Fox,G,39.7,2736,0,12874,9,525,1,2443,6,4636,5,1672,6,5192,0,11467,1,8514,10
2/26/2019,TOR,Toronto Raptors,TOR vs. BOS,Kyle Lowry,G,30.7,5895,1,7056,11,183,0,7843,2,14769,2,6102,6,5192,1,4317,3,1827,1
2/26/2019,DEN,Denver Nuggets,DEN vs. OKC,Nikola Jokic,C,62.8,219,4,662,10,325,1,2443,11,549,10,204,9,2204,0,11467,2,4097,2
2/26/2019,OKC,Oklahoma City Thunder,OKC @ DEN,Russell Westbrook,G,45.3,1643,2,3543,9,525,0,7843,8,2174,4,2601,14,434,0,11467,7,51,3
2/26/2019,ORL,Orlando Magic,ORL @ NYK,Evan Fournier,G,38,3183,0,12874,8,789,0,7843,6,4636,3,4174,5,7038,3,415,4,786,4
2/26/2019,TOR,Toronto Raptors,TOR vs. BOS,Marc Gasol,C,26,8223,1,7056,8,789,1,2443,2,14769,0,13385,5,7038,0,11467,0,15731,5
2/26/2019,OKC,Oklahoma City Thunder,OKC @ DEN,Dennis Schroder,G,29.5,6436,1,7056,7,1184,0,7843,5,6509,0,13385,5,7038,1,4317,1,8514,6
2/26/2019,OKC,Oklahoma City Thunder,OKC @ DEN,Paul George,F,60.1,321,3,1597,7,1184,0,7843,7,3260,8,447,8,2894,6,3,3,1827,7
2/26/2019,ORL,Orlando Magic,ORL @ NYK,Nikola Vucevic,C,59.2,354,2,3543,6,1803,3,272,12,318,0,13385,11,1140,1,4317,1,8514,8
2/26/2019,ORL,Orlando Magic,ORL @ NYK,D.J. Augustin,G,28,7160,3,1597,6,1803,0,7843,5,6509,0,13385,5,7038,1,4317,3,1827,9
2/26/2019,DEN,Denver Nuggets,DEN vs. OKC,Will Barton,G,33.1,4834,1,7056,5,2659,0,7843,9,1419,4,2601,3,12137,0,11467,1,8514,10
2/25/2019,NOP,New Orleans Pelicans,NOP vs. PHI,Elfrid Payton,G,36.8,3530,0,12874,14,43,0,7843,5,6509,0,13385,4,9339,1,4317,2,4097,1
2/25/2019,LAL,Los Angeles Lakers,LAL @ MEM,LeBron James,F,58.9,370,0,12874,11,183,0,7843,8,2174,8,447,12,814,3,415,5,338,2
2/25/2019,DAL,Dallas Mavericks,DAL @ LAC,Luka Doncic,F-G,49,1111,4,662,10,325,1,2443,7,3260,10,204,10,1582,0,11467,9,7,3
2/25/2019,DET,Detroit Pistons,DET vs. IND,Blake Griffin,F,48,1227,5,280,10,325,0,7843,6,4636,3,4174,10,1582,1,4317,2,4097,4
2/25/2019,LAC,LA Clippers,LAC vs. DAL,Lou Williams,G,48.6,1153,2,3543,10,325,0,7843,7,3260,5,1672,3,12137,3,415,0,15731,5
2/25/2019,GSW,Golden State Warriors,GSW @ CHA,Draymond Green,F,44.6,1748,1,7056,10,325,3,272,6,4636,1,10110,8,2894,1,4317,6,130,6
2/25/2019,MIA,Miami Heat,MIA vs. PHX,Josh Richardson,G,28.7,6816,0,12874,9,525,0,7843,2,14769,3,4174,6,5192,1,4317,2,4097,7
2/25/2019,CHI,Chicago Bulls,CHI vs. MIL,Zach LaVine,G,38.1,3148,2,3543,9,525,2,812,4,8828,1,10110,8,2894,0,11467,2,4097,8
2/25/2019,LAC,LA Clippers,LAC vs. DAL,Patrick Beverley,G,43.1,1991,5,280,9,525,0,7843,5,6509,2,6102,8,2894,1,4317,0,15731,9
2/25/2019,PHX,Phoenix Suns,PHX @ MIA,Devin Booker,G,34.3,4399,3,1597,9,525,0,7843,6,4636,5,1672,4,9339,0,11467,4,786,10
2/24/2019,NYK,New York Knicks,NYK vs. SAS,Dennis Smith Jr.,G,51.7,818,1,7056,13,71,0,7843,8,2174,2,6102,6,5192,2,1393,0,15731,1
2/24/2019,TOR,Toronto Raptors,TOR vs. ORL,Kyle Lowry,G,45.8,1562,2,3543,10,325,0,7843,6,4636,5,1672,4,9339,4,121,5,338,2
2/24/2019,ORL,Orlando Magic,ORL @ TOR,D.J. Augustin,G,30,6195,2,3543,8,789,0,7843,5,6509,0,13385,5,7038,1,4317,3,1827,3
2/24/2019,ORL,Orlando Magic,ORL @ TOR,Jerian Grant,G,27.1,7599,1,7056,7,1184,1,2443,3,11548,0,13385,3,12137,1,4317,0,15731,4
2/24/2019,ORL,Orlando Magic,ORL @ TOR,Aaron Gordon,F,22.4,10328,0,12874,6,1803,0,7843,2,14769,3,4174,7,3913,0,11467,2,4097,5
2/24/2019,DEN,Denver Nuggets,DEN vs. LAC,Jamal Murray,G,29.8,6292,2,3543,6,1803,0,7843,6,4636,2,6102,4,9339,1,4317,3,1827,6
2/24/2019,TOR,Toronto Raptors,TOR vs. ORL,Marc Gasol,C,28.5,6916,1,7056,5,2659,0,7843,7,3260,1,10110,5,7038,0,11467,1,8514,7
2/24/2019,DEN,Denver Nuggets,DEN vs. LAC,Monte Morris,G,27.7,7305,2,3543,5,2659,1,2443,5,6509,0,13385,1,18809,2,1393,2,4097,8
2/24/2019,TOR,Toronto Raptors,TOR vs. ORL,Jeremy Lin,G,13.7,16081,0,12874,5,2659,0,7843,2,14769,2,6102,1,18809,0,11467,1,8514,9
2/24/2019,LAC,LA Clippers,LAC @ DEN,Patrick Beverley,G,21.2,11106,0,12874,4,3929,2,812,0,21502,2,6102,6,5192,0,11467,0,15731,10
2/23/2019,HOU,Houston Rockets,HOU @ GSW,Chris Paul,G,55.5,544,4,662,17,4,0,7843,7,3260,5,1672,5,7038,2,1393,5,338,1
2/23/2019,LAL,Los Angeles Lakers,LAL @ NOP,LeBron James,F,64.4,170,3,1597,12,111,1,2443,11,549,2,6102,7,3913,4,121,4,786,2
2/23/2019,BOS,Boston Celtics,BOS @ CHI,Kyrie Irving,G,62,245,3,1597,10,325,1,2443,14,108,6,1093,5,7038,1,4317,2,4097,3
2/23/2019,PHI,Philadelphia 76ers,PHI vs. POR,Ben Simmons,G,48.4,1182,0,12874,10,325,0,7843,11,549,7,723,7,3913,0,11467,4,786,4
2/23/2019,MIN,Minnesota Timberwolves,MIN @ MIL,Tyus Jones,G,37.1,3437,0,12874,9,525,0,7843,4,8828,1,10110,3,12137,4,121,1,8514,5
2/23/2019,NOP,New Orleans Pelicans,NOP vs. LAL,Elfrid Payton,G,37.5,3321,2,3543,9,525,1,2443,5,6509,2,6102,5,7038,2,1393,5,338,6
2/23/2019,SAC,Sacramento Kings,SAC @ OKC,De'Aaron Fox,G,43.7,1905,1,7056,9,525,3,272,7,3260,4,2601,1,18809,1,4317,2,4097,7
2/23/2019,DET,Detroit Pistons,DET @ MIA,Ish Smith,G,37.9,3215,1,7056,9,525,0,7843,8,2174,5,1672,2,15352,1,4317,3,1827,8
2/23/2019,ATL,Atlanta Hawks,ATL vs. PHX,Trae Young,G,38.4,3074,2,3543,8,789,0,7843,5,6509,11,128,2,15352,1,4317,2,4097,9
2/23/2019,PHX,Phoenix Suns,PHX @ ATL,Devin Booker,G,47.4,1326,2,3543,8,789,1,2443,8,2174,8,447,7,3913,0,11467,2,4097,10
2/22/2019,IND,Indiana Pacers,IND vs. NOP,Darren Collison,G,31.2,5670,0,12874,12,111,0,7843,4,8828,2,6102,1,18809,1,4317,1,8514,1
2/22/2019,CHA,Charlotte Hornets,CHA vs. WAS,Kemba Walker,G,47.5,1301,3,1597,11,183,0,7843,9,1419,6,1093,5,7038,0,11467,2,4097,2
2/22/2019,MIN,Minnesota Timberwolves,MIN @ NYK,Jeff Teague,G,29.7,6345,0,12874,11,183,1,2443,5,6509,2,6102,1,18809,0,11467,3,1827,3
2/22/2019,MEM,Memphis Grizzlies,MEM vs. LAC,Mike Conley,G,48.6,1153,2,3543,10,325,2,812,7,3260,9,316,3,12137,1,4317,4,786,4
2/22/2019,ATL,Atlanta Hawks,ATL vs. DET,Trae Young,G,44.6,1748,5,280,10,325,0,7843,11,549,3,4174,3,12137,0,11467,4,786,5
2/22/2019,OKC,Oklahoma City Thunder,OKC vs. UTA,Russell Westbrook,G,77,40,6,113,8,789,1,2443,15,65,7,723,15,299,2,1393,5,338,6
2/22/2019,DET,Detroit Pistons,DET @ ATL,Reggie Jackson,G,56,510,3,1597,8,789,0,7843,12,318,5,1672,5,7038,2,1393,0,15731,7
2/22/2019,DEN,Denver Nuggets,DEN @ DAL,Nikola Jokic,C,45.6,1597,1,7056,8,789,0,7843,7,3260,4,2601,13,591,1,4317,4,786,8
2/22/2019,LAC,LA Clippers,LAC @ MEM,Lou Williams,G,32,5287,2,3543,8,789,0,7843,6,4636,4,2601,5,7038,0,11467,4,786,9
2/22/2019,SAS,San Antonio Spurs,SAS @ TOR,DeMar DeRozan,G,44.8,1717,0,12874,8,789,1,2443,7,3260,9,316,4,9339,2,1393,4,786,10
2/21/2019,CLE,Cleveland Cavaliers,CLE vs. PHX,Matthew Dellavedova,G,31.3,5609,0,12874,11,183,1,2443,0,21502,2,6102,4,9339,2,1393,1,8514,1
2/21/2019,BKN,Brooklyn Nets,BKN vs. POR,Shabazz Napier,G,21.2,11106,1,7056,10,325,0,7843,2,14769,2,6102,1,18809,0,11467,2,4097,2
2/21/2019,HOU,Houston Rockets,HOU @ LAL,Chris Paul,G,53.5,681,3,1597,9,525,1,2443,9,1419,2,6102,10,1582,1,4317,1,8514,3
2/21/2019,POR,Portland Trail Blazers,POR @ BKN,Damian Lillard,G,39.6,2762,2,3543,8,789,0,7843,5,6509,1,10110,8,2894,2,1393,1,8514,4
2/21/2019,GSW,Golden State Warriors,GSW vs. SAC,Draymond Green,F,30.2,6110,3,1597,8,789,0,7843,3,11548,3,4174,6,5192,0,11467,1,8514,5
2/21/2019,BKN,Brooklyn Nets,BKN vs. POR,D'Angelo Russell,G,29.8,6292,2,3543,8,789,0,7843,4,8828,4,2601,4,9339,0,11467,1,8514,6
2/21/2019,SAC,Sacramento Kings,SAC @ GSW,De'Aaron Fox,G,43.6,1919,2,3543,8,789,1,2443,6,4636,4,2601,3,12137,3,415,2,4097,7
2/21/2019,LAL,Los Angeles Lakers,LAL vs. HOU,Rajon Rondo,G,10.9,17969,0,12874,7,1184,0,7843,1,18112,0,13385,2,15352,0,11467,4,786,8
2/21/2019,GSW,Golden State Warriors,GSW vs. SAC,Stephen Curry,G,56.7,467,10,5,7,1184,0,7843,12,318,2,6102,6,5192,2,1393,3,1827,9
2/21/2019,PHX,Phoenix Suns,PHX @ CLE,Devin Booker,G,35.7,3867,3,1597,7,1184,0,7843,10,888,7,723,1,18809,1,4317,9,7,10
2/2/2019,PHX,Phoenix Suns,PHX vs. ATL,Elie Okobo,G,29.1,6612,1,7056,11,183,0,7843,4,8828,0,13385,3,12137,0,11467,0,15731,1
2/2/2019,LAL,Los Angeles Lakers,LAL @ GSW,Rajon Rondo,G,37.1,3437,1,7056,11,183,0,7843,5,6509,1,10110,8,2894,1,4317,4,786,2
2/2/2019,GSW,Golden State Warriors,GSW vs. LAL,Kevin Durant,F,41.5,2292,0,12874,11,183,0,7843,8,2174,5,1672,5,7038,0,11467,2,4097,3
2/2/2019,DEN,Denver Nuggets,DEN @ MIN,Nikola Jokic,C,42.2,2152,0,12874,10,325,0,7843,4,8828,5,1672,16,207,0,11467,5,338,4
2/2/2019,PHX,Phoenix Suns,PHX vs. ATL,Devin Booker,G,55.6,538,4,662,10,325,0,7843,13,186,2,6102,8,2894,1,4317,4,786,5
2/2/2019,DEN,Denver Nuggets,DEN @ MIN,Monte Morris,G,42.4,2115,1,7056,10,325,0,7843,7,3260,2,6102,7,3913,1,4317,1,8514,6
2/2/2019,MIN,Minnesota Timberwolves,MIN vs. DEN,Jerryd Bayless,G,31.6,5459,3,1597,10,325,0,7843,6,4636,0,13385,3,12137,0,11467,2,4097,7
2/2/2019,CHA,Charlotte Hornets,CHA vs. CHI,Kemba Walker,G,62.2,237,4,662,10,325,0,7843,10,888,13,62,6,5192,1,4317,0,15731,8
2/2/2019,UTA,Utah Jazz,UTA vs. HOU,Donovan Mitchell,G,44.7,1730,2,3543,9,525,0,7843,7,3260,10,204,6,5192,1,4317,5,338,9
2/2/2019,LAC,LA Clippers,LAC @ DET,Lou Williams,G,54.1,639,2,3543,9,525,0,7843,13,186,11,128,3,12137,0,11467,2,4097,10
2/14/2019,ATL,Atlanta Hawks,ATL vs. NYK,Trae Young,G,42.7,2067,1,7056,11,183,0,7843,6,4636,3,4174,6,5192,2,1393,3,1827,1
2/14/2019,OKC,Oklahoma City Thunder,OKC @ NOP,Russell Westbrook,G,81.3,15,4,662,11,183,2,812,18,14,4,2601,14,434,1,4317,5,338,2
2/14/2019,NYK,New York Knicks,NYK @ ATL,Kadeem Allen,G,27.9,7212,1,7056,9,525,0,7843,5,6509,3,4174,2,15352,0,11467,2,4097,3
2/14/2019,ORL,Orlando Magic,ORL vs. CHA,D.J. Augustin,G,22.7,10138,2,3543,7,1184,1,2443,3,11548,0,13385,1,18809,0,11467,0,15731,4
2/14/2019,NOP,New Orleans Pelicans,NOP vs. OKC,Jrue Holiday,G,61.5,265,3,1597,7,1184,3,272,12,318,5,1672,5,7038,2,1393,2,4097,5
2/14/2019,NYK,New York Knicks,NYK @ ATL,Dennis Smith Jr.,G,33.9,4546,2,3543,7,1184,0,7843,7,3260,3,4174,2,15352,1,4317,1,8514,6
2/14/2019,ORL,Orlando Magic,ORL vs. CHA,Evan Fournier,G,30.6,5947,1,7056,6,1803,0,7843,5,6509,1,10110,3,12137,2,1393,0,15731,7
2/14/2019,OKC,Oklahoma City Thunder,OKC @ NOP,Paul George,F,48.4,1182,3,1597,6,1803,1,2443,11,549,3,4174,7,3913,1,4317,3,1827,8
2/14/2019,NOP,New Orleans Pelicans,NOP vs. OKC,Julius Randle,C-F,57.2,441,2,3543,6,1803,1,2443,11,549,9,316,11,1140,1,4317,4,786,9
2/14/2019,ORL,Orlando Magic,ORL vs. CHA,Isaiah Briscoe,G,22.1,10543,2,3543,5,2659,0,7843,2,14769,0,13385,8,2894,0,11467,1,8514,10
2/13/2019,CLE,Cleveland Cavaliers,CLE vs. BKN,Matthew Dellavedova,G,30.1,6151,0,12874,13,71,1,2443,1,18112,1,10110,3,12137,1,4317,2,4097,1
2/13/2019,TOR,Toronto Raptors,TOR vs. WAS,Kyle Lowry,G,43.3,1960,4,662,13,71,0,7843,4,8828,2,6102,4,9339,3,415,4,786,2
2/13/2019,MIN,Minnesota Timberwolves,MIN vs. HOU,Jeff Teague,G,50.6,930,1,7056,12,111,0,7843,11,549,4,2601,3,12137,1,4317,1,8514,3
2/13/2019,WAS,Washington Wizards,WAS @ TOR,Bradley Beal,G,48.1,1213,2,3543,11,183,1,2443,6,4636,14,42,3,12137,1,4317,6,130,4
2/13/2019,DEN,Denver Nuggets,DEN vs. SAC,Nikola Jokic,C,57.1,447,0,12874,11,183,0,7843,7,3260,6,1093,18,108,1,4317,4,786,5
2/13/2019,CHI,Chicago Bulls,CHI vs. MEM,Ryan Arcidiacono,G,27.7,7305,0,12874,11,183,0,7843,1,18112,0,13385,6,5192,1,4317,1,8514,6
2/13/2019,MIL,Milwaukee Bucks,MIL @ IND,Giannis Antetokounmpo,F,79.3,26,0,12874,11,183,1,2443,12,318,9,316,19,70,2,1393,2,4097,7
2/13/2019,LAC,LA Clippers,LAC vs. PHX,Lou Williams,G,45.2,1663,2,3543,10,325,0,7843,12,318,4,2601,1,18809,0,11467,1,8514,8
2/13/2019,SAC,Sacramento Kings,SAC @ DEN,De'Aaron Fox,G,30.8,5846,1,7056,10,325,0,7843,6,4636,2,6102,4,9339,0,11467,4,786,9
2/13/2019,BKN,Brooklyn Nets,BKN @ CLE,Caris LeVert,G,33.9,4546,2,3543,9,525,1,2443,5,6509,0,13385,7,3913,0,11467,3,1827,10
2/12/2019,LAL,Los Angeles Lakers,LAL @ ATL,LeBron James,F,75.2,48,3,1597,16,13,1,2443,8,2174,9,316,11,1140,3,415,2,4097,1
2/12/2019,ATL,Atlanta Hawks,ATL vs. LAL,Trae Young,G,50.2,976,3,1597,14,43,1,2443,6,4636,7,723,6,5192,1,4317,6,130,2
2/12/2019,SAS,San Antonio Spurs,SAS @ MEM,Rudy Gay,F,43.4,1947,2,3543,8,789,1,2443,4,8828,5,1672,12,814,0,11467,1,8514,3
2/12/2019,ORL,Orlando Magic,ORL @ NOP,Isaiah Briscoe,G,31.2,5670,1,7056,8,789,1,2443,1,18112,0,13385,6,5192,2,1393,0,15731,4
2/12/2019,NOP,New Orleans Pelicans,NOP vs. ORL,Tim Frazier,G,23.3,9779,0,12874,7,1184,0,7843,4,8828,2,6102,4,9339,0,11467,2,4097,5
2/12/2019,GSW,Golden State Warriors,GSW vs. UTA,Kevin Durant,F,40.9,2437,1,7056,7,1184,0,7843,11,549,5,1672,2,15352,0,11467,0,15731,6
2/12/2019,MEM,Memphis Grizzlies,MEM vs. SAS,Avery Bradley,G,50.2,976,3,1597,6,1803,0,7843,15,65,0,13385,6,5192,1,4317,2,4097,7
2/12/2019,NOP,New Orleans Pelicans,NOP vs. ORL,Jrue Holiday,G,37.6,3293,1,7056,6,1803,1,2443,7,3260,1,10110,3,12137,2,1393,0,15731,8
2/12/2019,UTA,Utah Jazz,UTA @ GSW,Ricky Rubio,G,30.8,5846,1,7056,6,1803,0,7843,7,3260,1,10110,4,9339,1,4317,2,4097,9
2/12/2019,ORL,Orlando Magic,ORL @ NOP,D.J. Augustin,G,15,15208,0,12874,6,1803,0,7843,1,18112,0,13385,5,7038,0,11467,2,4097,10
2/11/2019,BKN,Brooklyn Nets,BKN @ TOR,D'Angelo Russell,G,56.4,485,2,3543,14,43,0,7843,10,888,6,1093,7,3913,1,4317,4,786,1
2/11/2019,OKC,Oklahoma City Thunder,OKC vs. POR,Russell Westbrook,G,57.3,435,1,7056,11,183,2,812,5,6509,10,204,14,434,1,4317,6,130,2
2/11/2019,HOU,Houston Rockets,HOU vs. DAL,Chris Paul,G,41.9,2216,5,280,11,183,0,7843,5,6509,2,6102,2,15352,2,1393,0,15731,3
2/11/2019,WAS,Washington Wizards,WAS @ DET,Bradley Beal,G,62.2,237,2,3543,10,325,1,2443,9,1419,12,89,6,5192,2,1393,1,8514,4
2/11/2019,MIN,Minnesota Timberwolves,MIN vs. LAC,Jeff Teague,G,40.8,2462,1,7056,10,325,0,7843,6,4636,6,1093,4,9339,1,4317,1,8514,5
2/11/2019,OKC,Oklahoma City Thunder,OKC vs. POR,Paul George,F,80.4,21,8,22,10,325,0,7843,15,65,9,316,12,814,2,1393,2,4097,6
2/11/2019,DET,Detroit Pistons,DET vs. WAS,Blake Griffin,F,53.3,699,4,662,9,525,0,7843,12,318,3,4174,9,2204,0,11467,2,4097,7
2/11/2019,MIA,Miami Heat,MIA @ DEN,Josh Richardson,G,21.2,11106,2,3543,8,789,0,7843,4,8828,2,6102,1,18809,1,4317,7,51,8
2/11/2019,DAL,Dallas Mavericks,DAL @ HOU,Luka Doncic,F-G,40,2657,2,3543,8,789,0,7843,7,3260,5,1672,10,1582,0,11467,5,338,9
2/11/2019,MIL,Milwaukee Bucks,MIL @ CHI,Giannis Antetokounmpo,F,64.4,170,2,3543,8,789,3,272,9,1419,9,316,17,151,0,11467,6,130,10
2/10/2019,GSW,Golden State Warriors,GSW vs. MIA,Draymond Green,F,37.4,3345,0,12874,14,43,1,2443,1,18112,3,4174,7,3913,1,4317,3,1827,1
2/10/2019,ORL,Orlando Magic,ORL @ ATL,D.J. Augustin,G,35.6,3908,1,7056,10,325,0,7843,6,4636,1,10110,3,12137,1,4317,0,15731,2
2/10/2019,LAL,Los Angeles Lakers,LAL @ PHI,LeBron James,F,39.5,2784,2,3543,9,525,0,7843,8,2174,0,13385,10,1582,0,11467,4,786,3
2/10/2019,SAC,Sacramento Kings,SAC vs. PHX,De'Aaron Fox,G,41.7,2257,2,3543,9,525,0,7843,5,6509,5,1672,6,5192,2,1393,2,4097,4
2/10/2019,MIA,Miami Heat,MIA @ GSW,Dwyane Wade,G,34.7,4240,0,12874,9,525,1,2443,5,6509,0,13385,6,5192,1,4317,2,4097,5
2/10/2019,POR,Portland Trail Blazers,POR @ DAL,Evan Turner,G,20.1,11829,0,12874,7,1184,0,7843,1,18112,0,13385,8,2894,0,11467,2,4097,6
2/10/2019,ORL,Orlando Magic,ORL @ ATL,Evan Fournier,G,33.1,4834,1,7056,7,1184,0,7843,6,4636,4,2601,3,12137,1,4317,1,8514,7
2/10/2019,LAL,Los Angeles Lakers,LAL @ PHI,Rajon Rondo,G,12.1,17182,0,12874,7,1184,0,7843,0,21502,0,13385,3,12137,0,11467,2,4097,8
2/10/2019,ATL,Atlanta Hawks,ATL vs. ORL,Trae Young,G,26.5,7958,2,3543,7,1184,0,7843,3,11548,5,1672,5,7038,0,11467,3,1827,9
2/10/2019,DAL,Dallas Mavericks,DAL vs. POR,Jalen Brunson,G,19.9,11947,1,7056,7,1184,1,2443,2,14769,0,13385,2,15352,1,4317,4,786,10
2/1/2019,OKC,Oklahoma City Thunder,OKC @ MIA,Russell Westbrook,G,51.4,851,0,12874,14,43,1,2443,6,4636,2,6102,12,814,1,4317,4,786,1
2/1/2019,UTA,Utah Jazz,UTA vs. ATL,Ricky Rubio,G,41.9,2216,2,3543,11,183,0,7843,6,4636,8,447,2,15352,1,4317,2,4097,2
2/1/2019,DEN,Denver Nuggets,DEN vs. HOU,Nikola Jokic,C,61.1,283,1,7056,9,525,0,7843,12,318,6,1093,13,591,1,4317,2,4097,3
2/1/2019,MEM,Memphis Grizzlies,MEM @ CHA,Shelvin Mack,G,37.7,3272,3,1597,9,525,0,7843,8,2174,0,13385,1,18809,2,1393,2,4097,4
2/1/2019,HOU,Houston Rockets,HOU @ DEN,James Harden,G,54.7,592,7,46,9,525,1,2443,9,1419,5,1672,6,5192,2,1393,5,338,5
2/1/2019,ATL,Atlanta Hawks,ATL @ UTA,Trae Young,G,46.1,1518,5,280,9,525,0,7843,9,1419,5,1672,3,12137,1,4317,2,4097,6
2/1/2019,DEN,Denver Nuggets,DEN vs. HOU,Monte Morris,G,42.2,2152,3,1597,8,789,0,7843,7,3260,1,10110,6,5192,2,1393,1,8514,7
2/1/2019,ATL,Atlanta Hawks,ATL @ UTA,Kevin Huerter,G,26.9,7719,4,662,7,1184,0,7843,5,6509,0,13385,2,15352,0,11467,0,15731,8
2/1/2019,NYK,New York Knicks,NYK vs. BOS,Noah Vonleh,F,28.7,6816,0,12874,7,1184,0,7843,2,14769,3,4174,11,1140,0,11467,2,4097,9
2/1/2019,CHA,Charlotte Hornets,CHA vs. MEM,Tony Parker,G,23.7,9557,0,12874,7,1184,0,7843,6,4636,3,4174,1,18809,0,11467,3,1827,10
12/9/2018,DET,Detroit Pistons,DET vs. NOP,Jose Calderon,G,24.3,9159,0,12874,9,525,0,7843,0,21502,0,13385,4,9339,2,1393,0,15731,1
12/9/2018,NYK,New York Knicks,NYK vs. CHA,Noah Vonleh,F,26.5,7958,1,7056,9,525,0,7843,1,18112,0,13385,10,1582,0,11467,2,4097,2
12/9/2018,SAS,San Antonio Spurs,SAS vs. UTA,DeMar DeRozan,G,54.2,629,0,12874,8,789,1,2443,10,888,6,1093,6,5192,2,1393,0,15731,3
12/9/2018,NOP,New Orleans Pelicans,NOP @ DET,Tim Frazier,G,33.6,4650,2,3543,8,789,0,7843,4,8828,4,2601,3,12137,2,1393,2,4097,4
12/9/2018,DET,Detroit Pistons,DET vs. NOP,Reggie Jackson,G,17.5,13524,0,12874,7,1184,0,7843,1,18112,0,13385,0,22086,2,1393,1,8514,5
12/9/2018,UTA,Utah Jazz,UTA @ SAS,Rudy Gobert,C,36.1,3735,0,12874,7,1184,1,2443,5,6509,2,6102,8,2894,1,4317,2,4097,6
12/9/2018,TOR,Toronto Raptors,TOR vs. MIL,Kyle Lowry,G,16.5,14197,0,12874,7,1184,1,2443,0,21502,0,13385,5,7038,0,11467,3,1827,7
12/9/2018,MIL,Milwaukee Bucks,MIL @ TOR,Giannis Antetokounmpo,F,51.8,809,1,7056,6,1803,1,2443,8,2174,2,6102,19,70,0,11467,2,4097,8
12/9/2018,CHA,Charlotte Hornets,CHA @ NYK,Kemba Walker,G,51.2,873,4,662,6,1803,0,7843,8,2174,5,1672,6,5192,4,121,2,4097,9
12/9/2018,CHA,Charlotte Hornets,CHA @ NYK,Nicolas Batum,F-G,18.3,12997,2,3543,5,2659,0,7843,2,14769,0,13385,4,9339,0,11467,0,15731,10
12/8/2018,BKN,Brooklyn Nets,BKN @ NYK,D'Angelo Russell,G,28.9,6714,1,7056,11,183,0,7843,4,8828,0,13385,2,15352,1,4317,2,4097,1
12/8/2018,MIA,Miami Heat,MIA @ LAC,Justise Winslow,F,46.7,1427,1,7056,9,525,0,7843,7,3260,6,1093,6,5192,2,1393,1,8514,2
12/8/2018,MIN,Minnesota Timberwolves,MIN @ POR,Derrick Rose,G,45.1,1677,0,12874,9,525,1,2443,9,1419,0,13385,3,12137,3,415,2,4097,3
12/8/2018,LAL,Los Angeles Lakers,LAL @ MEM,LeBron James,F,44.1,1840,0,12874,9,525,0,7843,9,1419,2,6102,8,2894,2,1393,5,338,4
12/8/2018,HOU,Houston Rockets,HOU @ DAL,James Harden,G,51.8,809,6,113,8,789,1,2443,11,549,7,723,4,9339,1,4317,6,130,5
12/8/2018,ATL,Atlanta Hawks,ATL vs. DEN,Kent Bazemore,G,36.2,3703,2,3543,8,789,2,812,2,14769,1,10110,6,5192,3,415,5,338,6
12/8/2018,HOU,Houston Rockets,HOU @ DAL,Chris Paul,G,38.4,3074,3,1597,8,789,0,7843,10,888,0,13385,2,15352,1,4317,2,4097,7
12/8/2018,IND,Indiana Pacers,IND vs. SAC,Cory Joseph,G,34,4510,0,12874,8,789,1,2443,5,6509,1,10110,5,7038,1,4317,1,8514,8
12/8/2018,DEN,Denver Nuggets,DEN @ ATL,Monte Morris,G,34.9,4162,2,3543,7,1184,0,7843,4,8828,0,13385,2,15352,5,25,3,1827,9
12/8/2018,CLE,Cleveland Cavaliers,CLE vs. WAS,Larry Nance Jr.,F,36.9,3498,2,3543,7,1184,1,2443,4,8828,3,4174,7,3913,1,4317,1,8514,10
12/7/2018,OKC,Oklahoma City Thunder,OKC @ CHI,Russell Westbrook,G,65.9,145,2,3543,13,71,0,7843,9,1419,4,2601,17,151,4,121,10,3,1
12/7/2018,SAC,Sacramento Kings,SAC @ CLE,De'Aaron Fox,G,58.4,390,4,662,12,111,0,7843,12,318,2,6102,2,15352,3,415,1,8514,2
12/7/2018,TOR,Toronto Raptors,TOR @ BKN,Kyle Lowry,G,24.1,9282,1,7056,11,183,1,2443,1,18112,0,13385,3,12137,1,4317,5,338,3
