GAME_DATE,TEAM_ABBREVIATION,TEAM_NAME,MATCHUP,PLAYER_NAME,PLAYER_POSITION,NBA_FANTASY_PTS,NBA_FANTASY_PTS_RANK,FG3M,FG3M_RANK,AST,AST_RANK,BLK,BLK_RANK,FGM,FGM_RANK,FTM,FTM_RANK,REB,REB_RANK,STL,STL_RANK,TOV,TOV_RANK,STL_DAY_RANK
10/22/2018,MIL,Milwaukee Bucks,MIL vs. NYK,Eric Bledsoe,G,47.3,1338,2,3543,13,71,1,2443,6,4636,2,6102,4,9339,2,1393,2,4097,7
10/22/2018,WAS,Washington Wizards,WAS @ POR,Otto Porter Jr.,F,36,3772,0,12874,0,18130,1,2443,6,4636,4,2601,10,1582,2,1393,1,8514,8
10/22/2018,TOR,Toronto Raptors,TOR vs. CHA,Jonas Valanciunas,C,44,1856,0,12874,2,8551,2,812,7,3260,3,4174,10,1582,2,1393,0,15731,9
10/22/2018,TOR,Toronto Raptors,TOR vs. CHA,Kawhi Leonard,F,36.3,3672,4,662,3,5849,0,7843,9,1419,0,13385,4,9339,2,1393,1,8514,10
10/21/2018,LAC,LA Clippers,LAC vs. HOU,Patrick Beverley,G,21.8,10738,0,12874,2,8551,0,7843,1,18112,2,6102,4,9339,4,121,2,4097,1
10/21/2018,OKC,Oklahoma City Thunder,OKC vs. SAC,Paul George,F,44.2,1823,3,1597,2,8551,0,7843,10,888,6,1093,6,5192,3,415,4,786,2
10/21/2018,SAC,Sacramento Kings,SAC @ OKC,Nemanja Bjelica,F,35,4125,2,3543,4,3929,1,2443,5,6509,0,13385,5,7038,3,415,1,8514,3
10/21/2018,DEN,Denver Nuggets,DEN vs. GSW,Paul Millsap,F,24.7,8917,0,12874,1,12618,1,2443,1,18112,3,4174,6,5192,3,415,1,8514,4
10/21/2018,SAC,Sacramento Kings,SAC @ OKC,Iman Shumpert,G,48.6,1153,4,662,4,3929,2,812,9,1419,4,2601,3,12137,3,415,2,4097,5
10/21/2018,DEN,Denver Nuggets,DEN vs. GSW,Trey Lyles,F,23.3,9779,0,12874,3,5849,0,7843,2,14769,2,6102,4,9339,3,415,1,8514,6
10/21/2018,ATL,Atlanta Hawks,ATL @ CLE,DeAndre' Bembry,F,23.1,9884,3,1597,1,12618,0,7843,5,6509,0,13385,3,12137,2,1393,1,8514,7
10/21/2018,DEN,Denver Nuggets,DEN vs. GSW,Gary Harris,G,42.1,2168,2,3543,1,12618,1,2443,11,549,4,2601,3,12137,2,1393,0,15731,8
10/21/2018,HOU,Houston Rockets,HOU @ LAC,James Harden,G,59.8,334,4,662,14,43,0,7843,11,549,5,1672,4,9339,2,1393,3,1827,9
10/21/2018,OKC,Oklahoma City Thunder,OKC vs. SAC,Hamidou Diallo,G,20.2,11766,1,7056,2,8551,0,7843,5,6509,0,13385,1,18809,2,1393,1,8514,10
10/20/2018,WAS,Washington Wizards,WAS vs. TOR,John Wall,G,49.8,1013,0,12874,6,1803,1,2443,7,3260,11,128,4,9339,4,121,4,786,1
10/20/2018,DEN,Denver Nuggets,DEN vs. PHX,Nikola Jokic,C,79.7,24,3,1597,11,183,1,2443,11,549,10,204,11,1140,4,121,0,15731,2
10/20/2018,IND,Indiana Pacers,IND vs. BKN,Victor Oladipo,G,46.9,1399,3,1597,3,5849,0,7843,10,888,2,6102,7,3913,4,121,3,1827,3
10/20/2018,CHA,Charlotte Hornets,CHA @ MIA,Jeremy Lamb,G,38,3183,2,3543,4,3929,2,812,4,8828,2,6102,5,7038,3,415,1,8514,4
10/20/2018,IND,Indiana Pacers,IND vs. BKN,Tyreke Evans,G,33.6,4650,1,7056,2,8551,1,2443,6,4636,2,6102,3,12137,3,415,0,15731,5
10/20/2018,NYK,New York Knicks,NYK vs. BOS,Trey Burke,G,33.1,4834,0,12874,9,525,0,7843,5,6509,1,10110,3,12137,2,1393,1,8514,6
10/20/2018,WAS,Washington Wizards,WAS vs. TOR,Markieff Morris,F,32.9,4932,1,7056,3,5849,2,812,3,11548,3,4174,7,3913,2,1393,2,4097,7
10/20/2018,DAL,Dallas Mavericks,DAL vs. MIN,J.J. Barea,G,35.7,3867,2,3543,11,183,0,7843,4,8828,2,6102,1,18809,2,1393,0,15731,8
10/20/2018,MIN,Minnesota Timberwolves,MIN @ DAL,Taj Gibson,F,25.7,8378,0,12874,1,12618,1,2443,4,8828,1,10110,6,5192,2,1393,1,8514,9
10/20/2018,DAL,Dallas Mavericks,DAL vs. MIN,DeAndre Jordan,C,55.5,544,0,12874,1,12618,5,37,8,2174,6,1093,10,1582,2,1393,1,8514,10
10/19/2018,MIN,Minnesota Timberwolves,MIN vs. CLE,Jimmy Butler,G,61.9,251,1,7056,3,5849,2,812,10,888,12,89,7,3913,4,121,2,4097,1
10/19/2018,MEM,Memphis Grizzlies,MEM vs. ATL,Kyle Anderson,F,25.8,8329,0,12874,4,3929,1,2443,1,18112,1,10110,4,9339,4,121,3,1827,2
10/19/2018,MIN,Minnesota Timberwolves,MIN vs. CLE,Andrew Wiggins,F-G,36.6,3598,1,7056,2,8551,0,7843,8,2174,5,1672,3,12137,3,415,1,8514,3
10/19/2018,ORL,Orlando Magic,ORL vs. CHA,Jerian Grant,G,18.2,13056,1,7056,2,8551,0,7843,3,11548,0,13385,1,18809,3,415,2,4097,4
10/19/2018,NOP,New Orleans Pelicans,NOP vs. SAC,Jrue Holiday,G,43.2,1973,0,12874,10,325,0,7843,5,6509,5,1672,6,5192,3,415,3,1827,5
10/19/2018,NYK,New York Knicks,NYK @ BKN,Frank Ntilikina,G,25.2,8653,1,7056,4,3929,0,7843,4,8828,0,13385,1,18809,3,415,0,15731,6
10/19/2018,ATL,Atlanta Hawks,ATL @ MEM,Taurean Prince,F,42.3,2137,4,662,3,5849,0,7843,10,888,4,2601,4,9339,3,415,4,786,7
10/19/2018,NYK,New York Knicks,NYK @ BKN,Tim Hardaway Jr.,G,38.4,3074,3,1597,0,18130,0,7843,10,888,6,1093,2,15352,3,415,2,4097,8
10/19/2018,UTA,Utah Jazz,UTA vs. GSW,Rudy Gobert,C,40.2,2601,0,12874,2,8551,1,2443,4,8828,8,447,11,1140,3,415,4,786,9
10/19/2018,SAC,Sacramento Kings,SAC @ NOP,Marvin Bagley III,F,44.1,1840,0,12874,3,5849,1,2443,7,3260,5,1672,8,2894,3,415,1,8514,10
10/18/2018,LAL,Los Angeles Lakers,LAL @ POR,Josh Hart,G,39.3,2830,3,1597,1,12618,2,812,8,2174,1,10110,4,9339,3,415,2,4097,1
10/18/2018,WAS,Washington Wizards,WAS vs. MIA,Otto Porter Jr.,F,40.2,2601,0,12874,0,18130,3,272,3,11548,3,4174,11,1140,3,415,0,15731,2
10/18/2018,PHI,Philadelphia 76ers,PHI vs. CHI,Markelle Fultz,G,29.3,6538,1,7056,5,2659,0,7843,5,6509,1,10110,4,9339,2,1393,1,8514,3
10/18/2018,PHI,Philadelphia 76ers,PHI vs. CHI,Robert Covington,F,36,3772,4,662,2,8551,1,2443,6,4636,4,2601,5,7038,2,1393,2,4097,4
10/18/2018,LAL,Los Angeles Lakers,LAL @ POR,Brandon Ingram,F,30.3,6073,0,12874,1,12618,1,2443,7,3260,2,6102,4,9339,2,1393,1,8514,5
10/18/2018,POR,Portland Trail Blazers,POR vs. LAL,Evan Turner,G,28.6,6865,0,12874,6,1803,0,7843,5,6509,3,4174,3,12137,2,1393,3,1827,6
10/18/2018,PHI,Philadelphia 76ers,PHI vs. CHI,Landry Shamet,G,27.3,7500,4,662,1,12618,1,2443,4,8828,0,13385,4,9339,2,1393,0,15731,7
10/18/2018,MIA,Miami Heat,MIA @ WAS,Dwyane Wade,G,27.6,7365,0,12874,4,3929,0,7843,4,8828,1,10110,8,2894,2,1393,3,1827,8
10/18/2018,POR,Portland Trail Blazers,POR vs. LAL,Jusuf Nurkic,C,30.8,5846,0,12874,0,18130,0,7843,7,3260,2,6102,9,2204,2,1393,2,4097,9
10/18/2018,LAL,Los Angeles Lakers,LAL @ POR,Lonzo Ball,G,15.3,15029,1,7056,1,12618,0,7843,2,14769,2,6102,4,9339,1,4317,1,8514,10
10/17/2018,MIN,Minnesota Timberwolves,MIN @ SAS,Jimmy Butler,G,49.9,1004,1,7056,3,5849,1,2443,9,1419,4,2601,7,3913,4,121,1,8514,1
10/17/2018,UTA,Utah Jazz,UTA @ SAC,Joe Ingles,F,39.2,2856,4,662,6,1803,0,7843,9,1419,0,13385,1,18809,4,121,5,338,2
10/17/2018,MEM,Memphis Grizzlies,MEM @ IND,Marc Gasol,C,33.7,4615,2,3543,3,5849,0,7843,2,14769,7,723,6,5192,3,415,0,15731,3
10/17/2018,DAL,Dallas Mavericks,DAL @ PHX,Dennis Smith Jr.,G,30.9,5804,1,7056,5,2659,0,7843,6,4636,0,13385,2,15352,3,415,1,8514,4
10/17/2018,NYK,New York Knicks,NYK vs. ATL,Frank Ntilikina,G,23.5,9670,1,7056,1,12618,1,2443,2,14769,0,13385,5,7038,3,415,1,8514,5
10/17/2018,NYK,New York Knicks,NYK vs. ATL,Mario Hezonja,F,26.1,8168,3,1597,1,12618,0,7843,6,4636,0,13385,3,12137,3,415,3,1827,6
10/17/2018,NOP,New Orleans Pelicans,NOP @ HOU,Anthony Davis,F-C,80.2,22,0,12874,8,789,3,272,13,186,6,1093,16,207,3,415,1,8514,7
10/17/2018,SAC,Sacramento Kings,SAC vs. UTA,De'Aaron Fox,G,42.3,2137,0,12874,7,1184,0,7843,8,2174,5,1672,4,9339,3,415,3,1827,8
10/17/2018,BKN,Brooklyn Nets,BKN @ DET,Jared Dudley,F,18.1,13133,0,12874,3,5849,0,7843,0,21502,1,10110,3,12137,3,415,0,15731,9
10/17/2018,MEM,Memphis Grizzlies,MEM @ IND,Jaren Jackson Jr.,F-C,29.5,6436,0,12874,1,12618,1,2443,2,14769,6,1093,5,7038,3,415,0,15731,10
10/16/2018,OKC,Oklahoma City Thunder,OKC @ GSW,Paul George,F,43.9,1878,4,662,5,2659,0,7843,9,1419,5,1672,2,15352,4,121,5,338,1
10/16/2018,BOS,Boston Celtics,BOS vs. PHI,Gordon Hayward,F,28,7160,1,7056,0,18130,0,7843,4,8828,1,10110,5,7038,4,121,0,15731,2
10/16/2018,PHI,Philadelphia 76ers,PHI @ BOS,Ben Simmons,G,64,186,0,12874,8,789,2,812,7,3260,5,1672,15,299,4,121,3,1827,3
10/16/2018,GSW,Golden State Warriors,GSW vs. OKC,Draymond Green,F,28.1,7107,0,12874,5,2659,0,7843,1,18112,0,13385,13,591,3,415,6,130,4
10/16/2018,OKC,Oklahoma City Thunder,OKC @ GSW,Dennis Schroder,G,48.6,1153,2,3543,6,1803,1,2443,7,3260,5,1672,8,2894,3,415,3,1827,5
10/16/2018,OKC,Oklahoma City Thunder,OKC @ GSW,Steven Adams,C,40.2,2601,0,12874,4,3929,0,7843,6,4636,5,1672,11,1140,2,1393,2,4097,6
10/16/2018,BOS,Boston Celtics,BOS vs. PHI,Marcus Morris,F,33,4889,2,3543,0,18130,0,7843,7,3260,0,13385,10,1582,2,1393,1,8514,7
10/16/2018,PHI,Philadelphia 76ers,PHI @ BOS,Robert Covington,F,22.2,10476,2,3543,0,18130,1,2443,3,11548,0,13385,6,5192,2,1393,2,4097,8
10/16/2018,BOS,Boston Celtics,BOS vs. PHI,Jayson Tatum,F,40.3,2579,1,7056,3,5849,0,7843,9,1419,4,2601,9,2204,1,4317,1,8514,9
10/16/2018,GSW,Golden State Warriors,GSW vs. OKC,Shaun Livingston,G,13.1,16519,0,12874,1,12618,0,7843,3,11548,0,13385,3,12137,1,4317,1,8514,10
1/9/2019,WAS,Washington Wizards,WAS vs. PHI,Ian Mahinmi,C,31.1,5713,0,12874,1,12618,0,7843,2,14769,2,6102,8,2894,5,25,1,8514,1
1/9/2019,IND,Indiana Pacers,IND @ BOS,Darren Collison,G,18,13191,1,7056,2,8551,0,7843,3,11548,0,13385,0,22086,3,415,1,8514,2
1/9/2019,CLE,Cleveland Cavaliers,CLE @ NOP,Jalen Jones,N,14.5,15557,0,12874,1,12618,0,7843,1,18112,3,4174,0,22086,3,415,1,8514,3
1/9/2019,NOP,New Orleans Pelicans,NOP vs. CLE,Jrue Holiday,G,40.9,2437,0,12874,5,2659,0,7843,8,2174,2,6102,7,3913,3,415,2,4097,4
1/9/2019,DET,Detroit Pistons,DET @ LAL,Andre Drummond,C,39.7,2736,0,12874,1,12618,2,812,2,14769,2,6102,16,207,3,415,2,4097,5
1/9/2019,DET,Detroit Pistons,DET @ LAL,Stanley Johnson,F,21,11254,1,7056,2,8551,0,7843,4,8828,0,13385,0,22086,3,415,0,15731,6
1/9/2019,WAS,Washington Wizards,WAS vs. PHI,Otto Porter Jr.,F,37.2,3409,1,7056,0,18130,0,7843,8,2174,6,1093,6,5192,3,415,2,4097,7
1/9/2019,PHX,Phoenix Suns,PHX @ DAL,Josh Jackson,F,38.7,2981,1,7056,3,5849,1,2443,7,3260,2,6102,6,5192,3,415,2,4097,8
1/9/2019,CLE,Cleveland Cavaliers,CLE @ NOP,Jordan Clarkson,G,41.8,2238,2,3543,2,8551,2,812,9,1419,1,10110,4,9339,3,415,2,4097,9
1/9/2019,MIL,Milwaukee Bucks,MIL @ HOU,Khris Middleton,F,33.6,4650,2,3543,4,3929,0,7843,5,6509,3,4174,3,12137,3,415,0,15731,10
1/8/2019,TOR,Toronto Raptors,TOR vs. ATL,Kawhi Leonard,F,64.8,159,3,1597,6,1803,1,2443,11,549,6,1093,4,9339,6,3,1,8514,1
1/8/2019,ATL,Atlanta Hawks,ATL @ TOR,DeAndre' Bembry,F,33.7,4615,1,7056,5,2659,0,7843,5,6509,0,13385,6,5192,5,25,7,51,2
1/8/2019,IND,Indiana Pacers,IND @ CLE,Darren Collison,G,35.9,3812,0,12874,9,525,0,7843,3,11548,2,6102,2,15352,4,121,0,15731,3
1/8/2019,PHX,Phoenix Suns,PHX vs. SAC,Mikal Bridges,F,19,12526,0,12874,4,3929,0,7843,1,18112,0,13385,0,22086,4,121,1,8514,4
1/8/2019,PHX,Phoenix Suns,PHX vs. SAC,De'Anthony Melton,G,40.8,2462,1,7056,8,789,2,812,4,8828,1,10110,4,9339,4,121,4,786,5
1/8/2019,TOR,Toronto Raptors,TOR vs. ATL,Kyle Lowry,G,39.4,2808,3,1597,6,1803,1,2443,5,6509,3,4174,2,15352,4,121,3,1827,6
1/8/2019,MIN,Minnesota Timberwolves,MIN @ OKC,Jeff Teague,G,26.9,7719,1,7056,5,2659,0,7843,3,11548,1,10110,2,15352,4,121,3,1827,7
1/8/2019,PHX,Phoenix Suns,PHX vs. SAC,Kelly Oubre Jr.,F,48,1227,3,1597,4,3929,1,2443,9,1419,5,1672,5,7038,3,415,2,4097,8
1/8/2019,GSW,Golden State Warriors,GSW vs. NYK,Andre Iguodala,G,23.9,9428,0,12874,1,12618,2,812,3,11548,1,10110,2,15352,3,415,2,4097,9
1/8/2019,SAC,Sacramento Kings,SAC @ PHX,Harry Giles III,F-C,16.3,14337,0,12874,1,12618,0,7843,2,14769,0,13385,4,9339,3,415,3,1827,10
1/7/2019,LAL,Los Angeles Lakers,LAL @ DAL,Josh Hart,G,50.4,956,1,7056,6,1803,0,7843,5,6509,3,4174,12,814,5,25,2,4097,1
1/7/2019,SAC,Sacramento Kings,SAC vs. ORL,De'Aaron Fox,G,40.6,2511,0,12874,2,8551,0,7843,9,1419,2,6102,3,12137,5,25,1,8514,2
1/7/2019,HOU,Houston Rockets,HOU vs. DEN,PJ Tucker,F,39.5,2784,7,46,1,12618,2,812,7,3260,0,13385,0,22086,4,121,1,8514,3
1/7/2019,NOP,New Orleans Pelicans,NOP vs. MEM,Jrue Holiday,G,37.8,3235,2,3543,6,1803,0,7843,5,6509,1,10110,4,9339,4,121,1,8514,4
1/7/2019,NOP,New Orleans Pelicans,NOP vs. MEM,Elfrid Payton,G,25.6,8438,0,12874,4,3929,0,7843,5,6509,1,10110,3,12137,3,415,4,786,5
1/7/2019,BOS,Boston Celtics,BOS vs. BKN,Kyrie Irving,G,37.4,3345,1,7056,6,1803,0,7843,8,2174,0,13385,2,15352,3,415,0,15731,6
1/7/2019,NYK,New York Knicks,NYK @ POR,Mario Hezonja,F,30.9,5804,0,12874,1,12618,0,7843,5,6509,4,2601,7,3913,3,415,2,4097,7
1/7/2019,NYK,New York Knicks,NYK @ POR,Emmanuel Mudiay,G,38.9,2942,0,12874,7,1184,0,7843,7,3260,3,4174,2,15352,3,415,0,15731,8
1/7/2019,DET,Detroit Pistons,DET vs. SAS,Andre Drummond,C,45.8,1562,0,12874,2,8551,1,2443,9,1419,1,10110,14,434,3,415,5,338,9
1/7/2019,DAL,Dallas Mavericks,DAL vs. LAL,Dennis Smith Jr.,G,17.5,13524,2,3543,1,12618,0,7843,4,8828,1,10110,0,22086,3,415,4,786,10
1/6/2019,MIN,Minnesota Timberwolves,MIN vs. LAL,Tyus Jones,G,26.4,8002,0,12874,6,1803,0,7843,1,18112,1,10110,2,15352,4,121,0,15731,1
1/6/2019,CHA,Charlotte Hornets,CHA @ PHX,Nicolas Batum,F-G,25.3,8597,0,12874,3,5849,0,7843,3,11548,2,6102,4,9339,3,415,1,8514,2
1/6/2019,MIA,Miami Heat,MIA @ ATL,Derrick Jones Jr.,F-G,26.6,7890,0,12874,0,18130,0,7843,5,6509,4,2601,3,12137,3,415,0,15731,3
1/6/2019,IND,Indiana Pacers,IND @ TOR,Thaddeus Young,F,32.3,5169,0,12874,1,12618,0,7843,7,3260,0,13385,9,2204,3,415,3,1827,4
1/6/2019,MIA,Miami Heat,MIA @ ATL,Tyler Johnson,G,17.6,13421,0,12874,2,8551,1,2443,0,21502,0,13385,3,12137,3,415,1,8514,5
1/6/2019,TOR,Toronto Raptors,TOR vs. IND,Kyle Lowry,G,35.6,3908,2,3543,8,789,1,2443,4,8828,2,6102,3,12137,3,415,4,786,6
1/6/2019,LAL,Los Angeles Lakers,LAL @ MIN,Josh Hart,G,20.4,11636,2,3543,2,8551,0,7843,3,11548,2,6102,2,15352,2,1393,1,8514,7
1/6/2019,OKC,Oklahoma City Thunder,OKC vs. WAS,Steven Adams,C,28.1,7107,0,12874,1,12618,0,7843,5,6509,2,6102,8,2894,2,1393,1,8514,8
1/6/2019,IND,Indiana Pacers,IND @ TOR,Bojan Bogdanovic,F,42.3,2137,2,3543,3,5849,0,7843,9,1419,1,10110,9,2204,2,1393,0,15731,9
1/6/2019,WAS,Washington Wizards,WAS @ OKC,Ian Mahinmi,C,33.5,4691,0,12874,1,12618,2,812,4,8828,1,10110,10,1582,2,1393,1,8514,10
1/5/2019,TOR,Toronto Raptors,TOR @ MIL,Kawhi Leonard,F,60.4,306,2,3543,6,1803,0,7843,8,2174,12,89,7,3913,5,25,2,4097,1
1/5/2019,DEN,Denver Nuggets,DEN vs. CHA,Paul Millsap,F,39.7,2736,1,7056,3,5849,0,7843,7,3260,3,4174,6,5192,4,121,2,4097,2
1/5/2019,MEM,Memphis Grizzlies,MEM @ SAS,Jaren Jackson Jr.,F-C,34.9,4162,1,7056,1,12618,0,7843,5,6509,4,2601,7,3913,4,121,2,4097,3
1/5/2019,NOP,New Orleans Pelicans,NOP @ CLE,Anthony Davis,F-C,53.5,681,0,12874,3,5849,2,812,6,4636,8,447,10,1582,4,121,1,8514,4
1/5/2019,UTA,Utah Jazz,UTA @ DET,Jae Crowder,F,22.5,10259,0,12874,3,5849,0,7843,1,18112,2,6102,5,7038,3,415,1,8514,5
1/5/2019,MEM,Memphis Grizzlies,MEM @ SAS,Jevon Carter,G,21.1,11193,2,3543,3,5849,0,7843,2,14769,0,13385,3,12137,3,415,2,4097,6
1/5/2019,CHA,Charlotte Hornets,CHA @ DEN,Marvin Williams,F,32.2,5198,3,1597,0,18130,1,2443,6,4636,1,10110,6,5192,3,415,3,1827,7
1/5/2019,DET,Detroit Pistons,DET vs. UTA,Andre Drummond,C,45.6,1597,0,12874,0,18130,1,2443,7,3260,1,10110,18,108,3,415,3,1827,8
1/5/2019,CLE,Cleveland Cavaliers,CLE vs. NOP,Cedi Osman,F,27.7,7305,2,3543,5,2659,0,7843,5,6509,1,10110,1,18809,3,415,3,1827,9
1/5/2019,DEN,Denver Nuggets,DEN vs. CHA,Nikola Jokic,C,72.4,66,3,1597,6,1803,1,2443,16,39,4,2601,12,814,3,415,2,4097,10
1/4/2019,NYK,New York Knicks,NYK @ LAL,Damyean Dotson,G,29.9,6238,1,7056,3,5849,0,7843,4,8828,2,6102,2,15352,4,121,0,15731,1
1/4/2019,LAC,LA Clippers,LAC @ PHX,Tobias Harris,F,27.9,7212,2,3543,1,12618,1,2443,6,4636,2,6102,2,15352,4,121,7,51,2
1/4/2019,PHX,Phoenix Suns,PHX vs. LAC,T.J. Warren,F,35.4,3972,2,3543,2,8551,0,7843,8,2174,2,6102,2,15352,4,121,2,4097,3
1/4/2019,MEM,Memphis Grizzlies,MEM vs. BKN,Mike Conley,G,47.6,1288,3,1597,2,8551,0,7843,10,888,8,447,3,12137,4,121,2,4097,4
1/4/2019,NYK,New York Knicks,NYK @ LAL,Noah Vonleh,F,32.5,5092,1,7056,1,12618,0,7843,2,14769,2,6102,10,1582,4,121,0,15731,5
1/4/2019,POR,Portland Trail Blazers,POR vs. OKC,Jusuf Nurkic,C,43.1,1991,0,12874,1,12618,1,2443,9,1419,4,2601,8,2894,3,415,2,4097,6
1/4/2019,PHX,Phoenix Suns,PHX vs. LAC,Mikal Bridges,F,27.7,7305,2,3543,3,5849,1,2443,4,8828,0,13385,1,18809,3,415,0,15731,7
1/4/2019,IND,Indiana Pacers,IND @ CHI,Victor Oladipo,G,60.4,306,4,662,4,3929,1,2443,14,108,4,2601,7,3913,3,415,2,4097,8
1/4/2019,DAL,Dallas Mavericks,DAL @ BOS,Dennis Smith Jr.,G,22.9,9984,0,12874,3,5849,0,7843,4,8828,1,10110,2,15352,3,415,2,4097,9
1/4/2019,CHI,Chicago Bulls,CHI vs. IND,Wendell Carter Jr.,C,41.1,2388,0,12874,3,5849,1,2443,6,4636,3,4174,8,2894,3,415,0,15731,10
1/31/2019,MIL,Milwaukee Bucks,MIL @ TOR,Giannis Antetokounmpo,F,54.3,622,1,7056,5,2659,2,812,7,3260,4,2601,9,2204,4,121,1,8514,1
1/31/2019,IND,Indiana Pacers,IND @ ORL,Cory Joseph,G,25.3,8597,0,12874,3,5849,0,7843,2,14769,0,13385,4,9339,4,121,0,15731,2
1/31/2019,GSW,Golden State Warriors,GSW vs. PHI,Draymond Green,F,47.6,1288,0,12874,10,325,3,272,1,18112,2,6102,8,2894,4,121,2,4097,3
1/31/2019,MIL,Milwaukee Bucks,MIL @ TOR,Eric Bledsoe,G,40.6,2511,2,3543,6,1803,0,7843,6,4636,0,13385,8,2894,4,121,4,786,4
1/31/2019,GSW,Golden State Warriors,GSW vs. PHI,DeMarcus Cousins,C,32.2,5198,0,12874,6,1803,1,2443,3,11548,1,10110,6,5192,3,415,3,1827,5
1/31/2019,ORL,Orlando Magic,ORL vs. IND,Terrence Ross,G,43.8,1892,5,280,0,18130,0,7843,11,549,3,4174,4,9339,3,415,0,15731,6
1/31/2019,PHI,Philadelphia 76ers,PHI @ GSW,Ben Simmons,G,52.6,751,0,12874,6,1803,1,2443,10,888,6,1093,8,2894,3,415,4,786,7
1/31/2019,TOR,Toronto Raptors,TOR vs. MIL,Kawhi Leonard,F,36.6,3598,0,12874,2,8551,0,7843,7,3260,2,6102,8,2894,3,415,1,8514,8
1/31/2019,LAC,LA Clippers,LAC vs. LAL,Lou Williams,G,44.6,1748,2,3543,6,1803,0,7843,10,888,2,6102,3,12137,3,415,1,8514,9
1/31/2019,LAC,LA Clippers,LAC vs. LAL,Shai Gilgeous-Alexander,G,22.9,9984,1,7056,3,5849,0,7843,4,8828,1,10110,2,15352,2,1393,0,15731,10
1/30/2019,MIN,Minnesota Timberwolves,MIN vs. MEM,Taj Gibson,F,29.5,6436,0,12874,1,12618,1,2443,5,6509,0,13385,5,7038,4,121,3,1827,1
1/30/2019,DEN,Denver Nuggets,DEN @ NOP,Gary Harris,G,27.4,7453,2,3543,4,3929,1,2443,3,11548,1,10110,2,15352,3,415,2,4097,2
1/30/2019,BOS,Boston Celtics,BOS vs. CHA,Terry Rozier,G,46,1535,3,1597,10,325,0,7843,5,6509,4,2601,5,7038,3,415,1,8514,3
1/30/2019,DEN,Denver Nuggets,DEN @ NOP,Nikola Jokic,C,63.6,196,0,12874,10,325,2,812,9,1419,2,6102,13,591,3,415,2,4097,4
1/30/2019,WAS,Washington Wizards,WAS vs. IND,Trevor Ariza,F,18.9,12589,2,3543,1,12618,0,7843,4,8828,2,6102,2,15352,2,1393,3,1827,5
1/30/2019,CHI,Chicago Bulls,CHI @ MIA,Ryan Arcidiacono,G,25.7,8378,0,12874,3,5849,0,7843,4,8828,1,10110,6,5192,2,1393,1,8514,6
1/30/2019,CHA,Charlotte Hornets,CHA @ BOS,Nicolas Batum,F-G,24.4,9092,1,7056,4,3929,0,7843,6,4636,0,13385,2,15352,2,1393,3,1827,7
1/30/2019,POR,Portland Trail Blazers,POR vs. UTA,Damian Lillard,G,65.1,157,3,1597,11,183,0,7843,12,318,9,316,8,2894,2,1393,3,1827,8
1/30/2019,WAS,Washington Wizards,WAS vs. IND,Otto Porter Jr.,F,16.8,13990,1,7056,2,8551,0,7843,1,18112,0,13385,4,9339,2,1393,0,15731,9
1/30/2019,POR,Portland Trail Blazers,POR vs. UTA,CJ McCollum,G,41.1,2388,3,1597,1,12618,1,2443,12,318,3,4174,3,12137,2,1393,3,1827,10
1/3/2019,GSW,Golden State Warriors,GSW vs. HOU,Klay Thompson,G,52,794,4,662,4,3929,2,812,11,549,0,13385,5,7038,3,415,1,8514,1
1/3/2019,TOR,Toronto Raptors,TOR @ SAS,Norman Powell,F-G,29.6,6396,1,7056,2,8551,1,2443,5,6509,3,4174,3,12137,2,1393,0,15731,2
1/3/2019,HOU,Houston Rockets,HOU @ GSW,Clint Capela,C,63.7,193,0,12874,1,12618,1,2443,12,318,5,1672,21,32,2,1393,1,8514,3
1/3/2019,GSW,Golden State Warriors,GSW vs. HOU,Draymond Green,F,42.2,2152,0,12874,8,789,2,812,4,8828,1,10110,11,1140,2,1393,4,786,4
1/3/2019,TOR,Toronto Raptors,TOR @ SAS,Kawhi Leonard,F,32.7,5010,0,12874,5,2659,0,7843,8,2174,5,1672,1,18809,2,1393,3,1827,5
1/3/2019,SAS,San Antonio Spurs,SAS vs. TOR,DeMar DeRozan,G,57.3,435,0,12874,11,183,0,7843,7,3260,7,723,14,434,2,1393,3,1827,6
1/3/2019,HOU,Houston Rockets,HOU @ GSW,Gerald Green,G,29.8,6292,3,1597,2,8551,1,2443,6,4636,1,10110,4,9339,1,4317,0,15731,7
1/3/2019,HOU,Houston Rockets,HOU @ GSW,Austin Rivers,G,31.8,5382,4,662,4,3929,0,7843,7,3260,0,13385,4,9339,1,4317,0,15731,8
1/3/2019,GSW,Golden State Warriors,GSW vs. HOU,Quinn Cook,G,10.7,18090,1,7056,1,12618,0,7843,2,14769,0,13385,1,18809,1,4317,0,15731,9
1/3/2019,GSW,Golden State Warriors,GSW vs. HOU,Shaun Livingston,G,14.4,15598,0,12874,2,8551,0,7843,2,14769,2,6102,2,15352,1,4317,0,15731,10
1/29/2019,PHI,Philadelphia 76ers,PHI @ LAL,Jimmy Butler,G,52,794,1,7056,6,1803,1,2443,7,3260,5,1672,5,7038,5,25,1,8514,1
1/29/2019,HOU,Houston Rockets,HOU vs. NOP,James Harden,G,69.2,99,6,113,6,1803,1,2443,11,549,9,316,11,1140,4,121,5,338,2
