GAME_DATE,TEAM_ABBREVIATION,TEAM_NAME,MATCHUP,PLAYER_NAME,PLAYER_POSITION,NBA_FANTASY_PTS,NBA_FANTASY_PTS_RANK,FG3M,FG3M_RANK,AST,AST_RANK,BLK,BLK_RANK,FGM,FGM_RANK,FTM,FTM_RANK,REB,REB_RANK,STL,STL_RANK,TOV,TOV_RANK,STL_DAY_RANK
2/4/2019,HOU,Houston Rockets,HOU @ PHX,James Harden,G,71.6,76,5,280,6,1803,1,2443,15,65,9,316,8,2894,3,415,3,1827,6
2/4/2019,PHX,Phoenix Suns,PHX vs. HOU,Mikal Bridges,F,25.3,8597,1,7056,5,2659,0,7843,3,11548,0,13385,4,9339,3,415,3,1827,7
2/4/2019,BKN,Brooklyn Nets,BKN vs. MIL,DeMarre Carroll,F,26.2,8106,0,12874,2,8551,1,2443,2,14769,4,2601,6,5192,2,1393,1,8514,8
2/4/2019,DET,Detroit Pistons,DET vs. DEN,Ish Smith,G,21.3,11046,1,7056,5,2659,1,2443,1,18112,0,13385,4,9339,2,1393,3,1827,9
2/4/2019,DET,Detroit Pistons,DET vs. DEN,Stanley Johnson,F,41.4,2318,4,662,2,8551,1,2443,7,3260,3,4174,7,3913,2,1393,0,15731,10
2/3/2019,MEM,Memphis Grizzlies,MEM @ NYK,Mike Conley,G,56.1,505,2,3543,7,1184,1,2443,9,1419,5,1672,8,2894,3,415,1,8514,1
2/3/2019,TOR,Toronto Raptors,TOR vs. LAC,Fred VanVleet,G,32.5,5092,1,7056,7,1184,0,7843,4,8828,0,13385,5,7038,3,415,2,4097,2
2/3/2019,BOS,Boston Celtics,BOS vs. OKC,Marcus Smart,G,39.3,2830,4,662,7,1184,0,7843,6,4636,2,6102,4,9339,2,1393,0,15731,3
2/3/2019,OKC,Oklahoma City Thunder,OKC @ BOS,Dennis Schroder,G,31.7,5421,2,3543,3,5849,0,7843,5,6509,4,2601,6,5192,2,1393,2,4097,4
2/3/2019,OKC,Oklahoma City Thunder,OKC @ BOS,Russell Westbrook,G,62.4,228,1,7056,16,13,0,7843,8,2174,5,1672,12,814,2,1393,4,786,5
2/3/2019,BOS,Boston Celtics,BOS vs. OKC,Al Horford,C-F,40.9,2437,1,7056,9,525,1,2443,8,2174,0,13385,2,15352,2,1393,1,8514,6
2/3/2019,OKC,Oklahoma City Thunder,OKC @ BOS,Steven Adams,C,32.8,4968,0,12874,0,18130,0,7843,7,3260,2,6102,9,2204,2,1393,0,15731,7
2/3/2019,TOR,Toronto Raptors,TOR vs. LAC,OG Anunoby,F,14.6,15476,0,12874,0,18130,1,2443,1,18112,2,6102,3,12137,2,1393,2,4097,8
2/3/2019,MEM,Memphis Grizzlies,MEM @ NYK,Shelvin Mack,G,19.4,12281,0,12874,4,3929,1,2443,1,18112,0,13385,2,15352,2,1393,0,15731,9
2/3/2019,BOS,Boston Celtics,BOS vs. OKC,Jayson Tatum,F,34.4,4352,0,12874,2,8551,2,812,4,8828,3,4174,7,3913,2,1393,0,15731,10
2/28/2019,HOU,Houston Rockets,HOU vs. MIA,James Harden,G,92.4,2,8,22,10,325,1,2443,16,39,18,9,7,3913,4,121,4,786,1
2/28/2019,MIA,Miami Heat,MIA @ HOU,Josh Richardson,G,33.8,4580,3,1597,2,8551,0,7843,6,4636,3,4174,4,9339,3,415,1,8514,2
2/28/2019,IND,Indiana Pacers,IND vs. MIN,Thaddeus Young,F,37.5,3321,3,1597,5,2659,0,7843,5,6509,2,6102,5,7038,3,415,0,15731,3
2/28/2019,MIN,Minnesota Timberwolves,MIN @ IND,Taj Gibson,F,31.3,5609,0,12874,1,12618,1,2443,4,8828,4,2601,9,2204,2,1393,2,4097,4
2/28/2019,UTA,Utah Jazz,UTA @ DEN,Thabo Sefolosha,F,16.4,14248,3,1597,0,18130,0,7843,3,11548,0,13385,2,15352,2,1393,1,8514,5
2/28/2019,UTA,Utah Jazz,UTA @ DEN,Joe Ingles,F,41.8,2238,2,3543,10,325,1,2443,4,8828,5,1672,4,9339,2,1393,2,4097,6
2/28/2019,IND,Indiana Pacers,IND vs. MIN,Wesley Matthews,G,20.2,11766,3,1597,2,8551,0,7843,3,11548,3,4174,1,18809,2,1393,2,4097,7
2/28/2019,NYK,New York Knicks,NYK vs. CLE,Damyean Dotson,G,27.6,7365,0,12874,6,1803,0,7843,4,8828,1,10110,3,12137,2,1393,0,15731,8
2/28/2019,PHI,Philadelphia 76ers,PHI @ OKC,Ben Simmons,G,51.1,878,0,12874,11,183,2,812,5,6509,1,10110,13,591,2,1393,4,786,9
2/28/2019,PHI,Philadelphia 76ers,PHI @ OKC,T.J. McConnell,G,18.4,12911,0,12874,6,1803,0,7843,1,18112,0,13385,2,15352,2,1393,1,8514,10
2/27/2019,CHA,Charlotte Hornets,CHA vs. HOU,Kemba Walker,G,54.8,586,4,662,4,3929,0,7843,12,318,7,723,4,9339,5,25,6,130,1
2/27/2019,DET,Detroit Pistons,DET @ SAS,Andre Drummond,C,46.9,1399,0,12874,1,12618,1,2443,5,6509,0,13385,17,151,4,121,0,15731,2
2/27/2019,IND,Indiana Pacers,IND @ DAL,Myles Turner,C-F,33.5,4691,2,3543,1,12618,1,2443,4,8828,3,4174,5,7038,4,121,2,4097,3
2/27/2019,CHI,Chicago Bulls,CHI @ MEM,Wayne Selden,G,21,11254,0,12874,2,8551,0,7843,1,18112,0,13385,5,7038,4,121,2,4097,4
2/27/2019,GSW,Golden State Warriors,GSW @ MIA,Klay Thompson,G,48.9,1121,7,46,1,12618,0,7843,14,108,1,10110,2,15352,3,415,0,15731,5
2/27/2019,DAL,Dallas Mavericks,DAL vs. IND,Jalen Brunson,G,42.1,2168,3,1597,5,2659,0,7843,9,1419,3,4174,3,12137,3,415,2,4097,6
2/27/2019,SAC,Sacramento Kings,SAC vs. MIL,Buddy Hield,G,51.7,818,3,1597,3,5849,0,7843,10,888,9,316,6,5192,3,415,1,8514,7
2/27/2019,CHI,Chicago Bulls,CHI @ MEM,Otto Porter Jr.,F,46.7,1427,3,1597,3,5849,3,272,7,3260,3,4174,6,5192,3,415,3,1827,8
2/27/2019,HOU,Houston Rockets,HOU @ CHA,Eric Gordon,G,19.2,12408,0,12874,2,8551,0,7843,3,11548,0,13385,1,18809,3,415,0,15731,9
2/27/2019,UTA,Utah Jazz,UTA vs. LAC,Royce O'Neale,F,20,11891,1,7056,2,8551,0,7843,1,18112,0,13385,5,7038,3,415,1,8514,10
2/26/2019,OKC,Oklahoma City Thunder,OKC @ DEN,Paul George,F,60.1,321,3,1597,7,1184,0,7843,7,3260,8,447,8,2894,6,3,3,1827,1
2/26/2019,BOS,Boston Celtics,BOS @ TOR,Jaylen Brown,G,34.6,4279,0,12874,4,3929,0,7843,3,11548,4,2601,8,2894,4,121,3,1827,2
2/26/2019,NYK,New York Knicks,NYK vs. ORL,Allonzo Trier,G,35,4125,1,7056,2,8551,0,7843,4,8828,9,316,5,7038,3,415,1,8514,3
2/26/2019,NYK,New York Knicks,NYK vs. ORL,Mitchell Robinson,C,60.8,294,0,12874,0,18130,6,10,6,4636,5,1672,14,434,3,415,0,15731,4
2/26/2019,ORL,Orlando Magic,ORL @ NYK,Evan Fournier,G,38,3183,0,12874,8,789,0,7843,6,4636,3,4174,5,7038,3,415,4,786,5
2/26/2019,DEN,Denver Nuggets,DEN vs. OKC,Torrey Craig,F,17.6,13421,0,12874,2,8551,2,812,0,21502,0,13385,3,12137,2,1393,1,8514,6
2/26/2019,TOR,Toronto Raptors,TOR vs. BOS,Pascal Siakam,F,46.6,1440,4,662,2,8551,1,2443,10,888,1,10110,8,2894,2,1393,0,15731,7
2/26/2019,DEN,Denver Nuggets,DEN vs. OKC,Paul Millsap,F,31.5,5512,0,12874,1,12618,1,2443,4,8828,4,2601,10,1582,2,1393,3,1827,8
2/26/2019,DEN,Denver Nuggets,DEN vs. OKC,Gary Harris,G,11.4,17660,0,12874,0,18130,0,7843,0,21502,5,1672,2,15352,2,1393,2,4097,9
2/26/2019,NYK,New York Knicks,NYK vs. ORL,Henry Ellenson,F,36.3,3672,3,1597,5,2659,0,7843,5,6509,0,13385,9,2204,2,1393,1,8514,10
2/25/2019,CHA,Charlotte Hornets,CHA vs. GSW,Jeremy Lamb,G,46.5,1455,0,12874,7,1184,1,2443,5,6509,6,1093,5,7038,4,121,1,8514,1
2/25/2019,HOU,Houston Rockets,HOU vs. ATL,PJ Tucker,F,26.6,7890,2,3543,2,8551,0,7843,3,11548,0,13385,3,12137,4,121,0,15731,2
2/25/2019,GSW,Golden State Warriors,GSW @ CHA,Stephen Curry,G,39,2909,4,662,6,1803,0,7843,5,6509,2,6102,5,7038,4,121,4,786,3
2/25/2019,MIN,Minnesota Timberwolves,MIN vs. SAC,Josh Okogie,G,20.9,11321,0,12874,1,12618,0,7843,1,18112,4,2601,2,15352,4,121,1,8514,4
2/25/2019,SAC,Sacramento Kings,SAC @ MIN,Harrison Barnes,F,26,8223,0,12874,4,3929,0,7843,0,21502,2,6102,5,7038,4,121,0,15731,5
2/25/2019,NOP,New Orleans Pelicans,NOP vs. PHI,Julius Randle,C-F,52.3,770,0,12874,1,12618,2,812,6,4636,7,723,14,434,3,415,0,15731,6
2/25/2019,LAL,Los Angeles Lakers,LAL @ MEM,LeBron James,F,58.9,370,0,12874,11,183,0,7843,8,2174,8,447,12,814,3,415,5,338,7
2/25/2019,LAC,LA Clippers,LAC vs. DAL,JaMychal Green,F,28.6,6865,3,1597,0,18130,0,7843,4,8828,0,13385,8,2894,3,415,1,8514,8
2/25/2019,MIA,Miami Heat,MIA vs. PHX,Dwyane Wade,G,35.1,4085,0,12874,5,2659,2,812,5,6509,3,4174,3,12137,3,415,4,786,9
2/25/2019,MIN,Minnesota Timberwolves,MIN vs. SAC,Tyus Jones,G,39.2,2856,1,7056,8,789,1,2443,6,4636,3,4174,1,18809,3,415,2,4097,10
2/24/2019,TOR,Toronto Raptors,TOR vs. ORL,Kyle Lowry,G,45.8,1562,2,3543,10,325,0,7843,6,4636,5,1672,4,9339,4,121,5,338,1
2/24/2019,DEN,Denver Nuggets,DEN vs. LAC,Nikola Jokic,C,51.7,818,0,12874,3,5849,1,2443,9,1419,4,2601,16,207,3,415,6,130,2
2/24/2019,DEN,Denver Nuggets,DEN vs. LAC,Paul Millsap,F,56.2,497,2,3543,2,8551,2,812,8,2174,3,4174,16,207,3,415,2,4097,3
2/24/2019,LAC,LA Clippers,LAC @ DEN,Landry Shamet,G,17.5,13524,1,7056,1,12618,0,7843,3,11548,1,10110,0,22086,3,415,1,8514,4
2/24/2019,NYK,New York Knicks,NYK vs. SAS,Dennis Smith Jr.,G,51.7,818,1,7056,13,71,0,7843,8,2174,2,6102,6,5192,2,1393,0,15731,5
2/24/2019,DEN,Denver Nuggets,DEN vs. LAC,Monte Morris,G,27.7,7305,2,3543,5,2659,1,2443,5,6509,0,13385,1,18809,2,1393,2,4097,6
2/24/2019,LAC,LA Clippers,LAC @ DEN,Shai Gilgeous-Alexander,G,13.2,16439,0,12874,4,3929,1,2443,0,21502,1,10110,1,18809,2,1393,4,786,7
2/24/2019,ORL,Orlando Magic,ORL @ TOR,Khem Birch,C,18.3,12997,0,12874,1,12618,1,2443,2,14769,0,13385,4,9339,2,1393,1,8514,8
2/24/2019,ORL,Orlando Magic,ORL @ TOR,Nikola Vucevic,C,52.4,762,3,1597,4,3929,1,2443,10,888,0,13385,12,814,2,1393,0,15731,9
2/24/2019,DEN,Denver Nuggets,DEN vs. LAC,Gary Harris,G,21.4,10970,2,3543,2,8551,0,7843,4,8828,4,2601,2,15352,1,4317,1,8514,10
2/23/2019,WAS,Washington Wizards,WAS vs. IND,Tomas Satoransky,G,31.5,5512,2,3543,3,5849,0,7843,5,6509,0,13385,0,22086,6,3,3,1827,1
2/23/2019,IND,Indiana Pacers,IND @ WAS,Domantas Sabonis,F,40.9,2437,0,12874,3,5849,0,7843,5,6509,3,4174,12,814,4,121,3,1827,2
2/23/2019,HOU,Houston Rockets,HOU @ GSW,PJ Tucker,F,48,1227,4,662,0,18130,2,812,5,6509,4,2601,10,1582,4,121,0,15731,3
2/23/2019,LAL,Los Angeles Lakers,LAL @ NOP,LeBron James,F,64.4,170,3,1597,12,111,1,2443,11,549,2,6102,7,3913,4,121,4,786,4
2/23/2019,MIN,Minnesota Timberwolves,MIN @ MIL,Tyus Jones,G,37.1,3437,0,12874,9,525,0,7843,4,8828,1,10110,3,12137,4,121,1,8514,5
2/23/2019,PHX,Phoenix Suns,PHX @ ATL,Mikal Bridges,F,21.4,10970,2,3543,4,3929,0,7843,2,14769,0,13385,2,15352,3,415,2,4097,6
2/23/2019,GSW,Golden State Warriors,GSW vs. HOU,DeMarcus Cousins,C,47.8,1257,1,7056,2,8551,4,98,4,8828,4,2601,14,434,3,415,6,130,7
2/23/2019,NOP,New Orleans Pelicans,NOP vs. LAL,Ian Clark,G,27.7,7305,2,3543,1,12618,0,7843,7,3260,1,10110,1,18809,3,415,1,8514,8
2/23/2019,NOP,New Orleans Pelicans,NOP vs. LAL,Kenrich Williams,G,34.9,4162,3,1597,5,2659,0,7843,4,8828,0,13385,7,3913,3,415,1,8514,9
2/23/2019,POR,Portland Trail Blazers,POR @ PHI,Maurice Harkless,F,36,3772,1,7056,2,8551,2,812,6,4636,0,13385,5,7038,3,415,1,8514,10
2/22/2019,DET,Detroit Pistons,DET @ ATL,Andre Drummond,C,70.2,89,0,12874,2,8551,1,2443,9,1419,8,447,21,32,5,25,2,4097,1
2/22/2019,OKC,Oklahoma City Thunder,OKC vs. UTA,Steven Adams,C,47.5,1301,0,12874,3,5849,1,2443,7,3260,2,6102,10,1582,5,25,3,1827,2
2/22/2019,WAS,Washington Wizards,WAS @ CHA,Bobby Portis,F,36.9,3498,0,12874,1,12618,0,7843,6,4636,0,13385,12,814,4,121,3,1827,3
2/22/2019,CHA,Charlotte Hornets,CHA vs. WAS,Jeremy Lamb,G,34.7,4240,2,3543,1,12618,0,7843,6,4636,2,6102,6,5192,4,121,2,4097,4
2/22/2019,IND,Indiana Pacers,IND vs. NOP,Thaddeus Young,F,38.9,2942,1,7056,1,12618,1,2443,6,4636,3,4174,7,3913,4,121,2,4097,5
2/22/2019,CHI,Chicago Bulls,CHI @ ORL,Shaquille Harrison,G,20.8,11384,0,12874,0,18130,0,7843,3,11548,2,6102,4,9339,3,415,1,8514,6
2/22/2019,CHA,Charlotte Hornets,CHA vs. WAS,Miles Bridges,F,31.2,5670,1,7056,0,18130,1,2443,6,4636,1,10110,6,5192,3,415,2,4097,7
2/22/2019,UTA,Utah Jazz,UTA @ OKC,Joe Ingles,F,38.5,3041,5,280,7,1184,0,7843,5,6509,0,13385,5,7038,3,415,2,4097,8
2/22/2019,MIN,Minnesota Timberwolves,MIN @ NYK,Derrick Rose,G,32.9,4932,0,12874,3,5849,0,7843,6,4636,8,447,2,15352,3,415,3,1827,9
2/22/2019,DEN,Denver Nuggets,DEN @ DAL,Jamal Murray,G,35,4125,2,3543,4,3929,1,2443,5,6509,0,13385,5,7038,3,415,1,8514,10
2/21/2019,CLE,Cleveland Cavaliers,CLE vs. PHX,Larry Nance Jr.,F,36.9,3498,0,12874,3,5849,0,7843,7,3260,0,13385,7,3913,4,121,2,4097,1
2/21/2019,PHX,Phoenix Suns,PHX @ CLE,Josh Jackson,F,30.2,6110,0,12874,2,8551,0,7843,5,6509,2,6102,6,5192,3,415,1,8514,2
2/21/2019,SAC,Sacramento Kings,SAC @ GSW,Willie Cauley-Stein,C,25.5,8501,0,12874,1,12618,0,7843,4,8828,2,6102,5,7038,3,415,1,8514,3
2/21/2019,PHI,Philadelphia 76ers,PHI vs. MIA,T.J. McConnell,G,24.9,8806,0,12874,5,2659,0,7843,3,11548,0,13385,2,15352,3,415,0,15731,4
2/21/2019,SAC,Sacramento Kings,SAC @ GSW,De'Aaron Fox,G,43.6,1919,2,3543,8,789,1,2443,6,4636,4,2601,3,12137,3,415,2,4097,5
2/21/2019,MIA,Miami Heat,MIA @ PHI,Justise Winslow,F,34.9,4162,1,7056,5,2659,0,7843,5,6509,0,13385,7,3913,3,415,1,8514,6
2/21/2019,PHX,Phoenix Suns,PHX @ CLE,Kelly Oubre Jr.,F,43.3,1960,4,662,1,12618,2,812,8,2174,3,4174,4,9339,3,415,1,8514,7
2/21/2019,MIA,Miami Heat,MIA @ PHI,Dion Waiters,G,31.5,5512,2,3543,1,12618,0,7843,7,3260,2,6102,5,7038,3,415,3,1827,8
2/21/2019,BOS,Boston Celtics,BOS @ MIL,Marcus Smart,G,21.5,10925,1,7056,1,12618,1,2443,2,14769,0,13385,5,7038,3,415,3,1827,9
2/21/2019,POR,Portland Trail Blazers,POR @ BKN,Damian Lillard,G,39.6,2762,2,3543,8,789,0,7843,5,6509,1,10110,8,2894,2,1393,1,8514,10
2/2/2019,HOU,Houston Rockets,HOU @ UTA,James Harden,G,89.9,4,4,662,5,2659,4,98,12,318,15,30,12,814,6,3,5,338,1
2/2/2019,MIL,Milwaukee Bucks,MIL @ WAS,George Hill,G,30.9,5804,3,1597,3,5849,0,7843,4,8828,2,6102,2,15352,4,121,1,8514,2
2/2/2019,PHX,Phoenix Suns,PHX vs. ATL,Kelly Oubre Jr.,F,33.2,4793,1,7056,0,18130,1,2443,5,6509,0,13385,6,5192,4,121,0,15731,3
2/2/2019,UTA,Utah Jazz,UTA vs. HOU,Jae Crowder,F,27.5,7415,3,1597,1,12618,0,7843,4,8828,0,13385,5,7038,4,121,3,1827,4
2/2/2019,WAS,Washington Wizards,WAS vs. MIL,Otto Porter Jr.,F,40.4,2551,2,3543,2,8551,0,7843,7,3260,2,6102,7,3913,4,121,1,8514,5
2/2/2019,ORL,Orlando Magic,ORL vs. BKN,Jonathan Isaac,F,40.9,2437,1,7056,1,12618,3,272,3,11548,3,4174,12,814,3,415,3,1827,6
2/2/2019,LAC,LA Clippers,LAC @ DET,Shai Gilgeous-Alexander,G,39.9,2682,1,7056,5,2659,1,2443,4,8828,5,1672,7,3913,3,415,2,4097,7
2/2/2019,IND,Indiana Pacers,IND @ MIA,Thaddeus Young,F,36.8,3530,1,7056,4,3929,0,7843,5,6509,0,13385,9,2204,3,415,0,15731,8
2/2/2019,IND,Indiana Pacers,IND @ MIA,Domantas Sabonis,F,32,5287,0,12874,2,8551,1,2443,1,18112,5,1672,10,1582,3,415,2,4097,9
2/2/2019,IND,Indiana Pacers,IND @ MIA,Cory Joseph,G,27.2,7548,0,12874,6,1803,0,7843,2,14769,0,13385,6,5192,3,415,2,4097,10
2/14/2019,NYK,New York Knicks,NYK @ ATL,Luke Kornet,F-C,29.6,6396,3,1597,0,18130,1,2443,3,11548,2,6102,3,12137,4,121,0,15731,1
2/14/2019,NOP,New Orleans Pelicans,NOP vs. OKC,Jrue Holiday,G,61.5,265,3,1597,7,1184,3,272,12,318,5,1672,5,7038,2,1393,2,4097,2
2/14/2019,ORL,Orlando Magic,ORL vs. CHA,Evan Fournier,G,30.6,5947,1,7056,6,1803,0,7843,5,6509,1,10110,3,12137,2,1393,0,15731,3
2/14/2019,OKC,Oklahoma City Thunder,OKC @ NOP,Steven Adams,C,20,11891,0,12874,2,8551,1,2443,2,14769,0,13385,5,7038,2,1393,2,4097,4
2/14/2019,ATL,Atlanta Hawks,ATL vs. NYK,Trae Young,G,42.7,2067,1,7056,11,183,0,7843,6,4636,3,4174,6,5192,2,1393,3,1827,5
2/14/2019,CHA,Charlotte Hornets,CHA @ ORL,Kemba Walker,G,22.9,9984,0,12874,3,5849,0,7843,4,8828,2,6102,2,15352,2,1393,0,15731,6
2/14/2019,ATL,Atlanta Hawks,ATL vs. NYK,Alex Len,C,24.7,8917,1,7056,1,12618,2,812,1,18112,3,4174,6,5192,2,1393,2,4097,7
2/14/2019,CHA,Charlotte Hornets,CHA @ ORL,Cody Zeller,C,31.9,5332,0,12874,3,5849,0,7843,4,8828,5,1672,7,3913,2,1393,0,15731,8
2/14/2019,OKC,Oklahoma City Thunder,OKC @ NOP,Nerlens Noel,F-C,44.1,1840,0,12874,1,12618,0,7843,10,888,2,6102,13,591,2,1393,1,8514,9
2/14/2019,OKC,Oklahoma City Thunder,OKC @ NOP,Deonte Burton,G,6.7,20533,0,12874,1,12618,0,7843,1,18112,0,13385,1,18809,1,4317,1,8514,10
2/13/2019,SAC,Sacramento Kings,SAC @ DEN,Willie Cauley-Stein,C,34.9,4162,0,12874,3,5849,0,7843,3,11548,2,6102,7,3913,5,25,1,8514,1
2/13/2019,DET,Detroit Pistons,DET @ BOS,Andre Drummond,C,51.4,851,0,12874,0,18130,0,7843,8,2174,5,1672,17,151,4,121,2,4097,2
2/13/2019,PHI,Philadelphia 76ers,PHI @ NYK,T.J. McConnell,G,23.6,9606,0,12874,4,3929,0,7843,3,11548,0,13385,3,12137,3,415,1,8514,3
2/13/2019,NYK,New York Knicks,NYK vs. PHI,Kadeem Allen,G,27.6,7365,1,7056,4,3929,0,7843,5,6509,2,6102,3,12137,3,415,4,786,4
2/13/2019,LAC,LA Clippers,LAC vs. PHX,Patrick Beverley,G,18.3,12997,0,12874,1,12618,1,2443,1,18112,0,13385,4,9339,3,415,2,4097,5
2/13/2019,PHI,Philadelphia 76ers,PHI @ NYK,Jimmy Butler,G,48.4,1182,0,12874,8,789,2,812,4,8828,5,1672,7,3913,3,415,0,15731,6
2/13/2019,MIL,Milwaukee Bucks,MIL @ IND,Brook Lopez,C,27.7,7305,3,1597,1,12618,1,2443,3,11548,0,13385,6,5192,3,415,2,4097,7
2/13/2019,TOR,Toronto Raptors,TOR vs. WAS,Kyle Lowry,G,43.3,1960,4,662,13,71,0,7843,4,8828,2,6102,4,9339,3,415,4,786,8
2/13/2019,MIN,Minnesota Timberwolves,MIN vs. HOU,Josh Okogie,G,33.6,4650,2,3543,4,3929,1,2443,7,3260,0,13385,3,12137,2,1393,1,8514,9
2/13/2019,NYK,New York Knicks,NYK vs. PHI,Dennis Smith Jr.,G,24.7,8917,0,12874,5,2659,0,7843,5,6509,3,4174,1,18809,2,1393,3,1827,10
2/12/2019,GSW,Golden State Warriors,GSW vs. UTA,Stephen Curry,G,52,794,5,280,4,3929,2,812,8,2174,3,4174,5,7038,4,121,2,4097,1
2/12/2019,BOS,Boston Celtics,BOS @ PHI,Al Horford,C-F,51.1,878,3,1597,5,2659,0,7843,9,1419,2,6102,8,2894,4,121,1,8514,2
2/12/2019,LAL,Los Angeles Lakers,LAL @ ATL,LeBron James,F,75.2,48,3,1597,16,13,1,2443,8,2174,9,316,11,1140,3,415,2,4097,3
2/12/2019,GSW,Golden State Warriors,GSW vs. UTA,Andre Iguodala,G,32.5,5092,3,1597,3,5849,0,7843,5,6509,0,13385,5,7038,3,415,0,15731,4
2/12/2019,SAS,San Antonio Spurs,SAS @ MEM,Bryn Forbes,G,23.9,9428,0,12874,3,5849,0,7843,3,11548,3,4174,2,15352,3,415,1,8514,5
2/12/2019,NOP,New Orleans Pelicans,NOP vs. ORL,Jrue Holiday,G,37.6,3293,1,7056,6,1803,1,2443,7,3260,1,10110,3,12137,2,1393,0,15731,6
2/12/2019,ORL,Orlando Magic,ORL @ NOP,Nikola Vucevic,C,55.9,516,1,7056,3,5849,0,7843,10,888,4,2601,17,151,2,1393,0,15731,7
2/12/2019,BOS,Boston Celtics,BOS @ PHI,Jayson Tatum,F,44.5,1768,1,7056,1,12618,2,812,7,3260,5,1672,10,1582,2,1393,1,8514,8
2/12/2019,ATL,Atlanta Hawks,ATL vs. LAL,Kevin Huerter,G,14.2,15745,0,12874,2,8551,0,7843,2,14769,1,10110,1,18809,2,1393,1,8514,9
2/12/2019,MEM,Memphis Grizzlies,MEM vs. SAS,Joakim Noah,C,24.8,8865,0,12874,4,3929,0,7843,4,8828,0,13385,4,9339,2,1393,0,15731,10
2/11/2019,HOU,Houston Rockets,HOU vs. DAL,James Harden,G,61.1,283,6,113,7,1184,0,7843,9,1419,7,723,8,2894,5,25,5,338,1
2/11/2019,DET,Detroit Pistons,DET vs. WAS,Andre Drummond,C,66.4,136,0,12874,0,18130,1,2443,12,318,8,447,17,151,4,121,1,8514,2
2/11/2019,MIL,Milwaukee Bucks,MIL @ CHI,Khris Middleton,F,33.8,4580,1,7056,4,3929,0,7843,6,4636,3,4174,4,9339,3,415,2,4097,3
2/11/2019,IND,Indiana Pacers,IND vs. CHA,Myles Turner,C-F,47.1,1365,2,3543,1,12618,3,272,6,4636,4,2601,8,2894,3,415,0,15731,4
2/11/2019,TOR,Toronto Raptors,TOR vs. BKN,Danny Green,G,28.3,7019,3,1597,5,2659,0,7843,3,11548,0,13385,4,9339,3,415,2,4097,5
2/11/2019,MIN,Minnesota Timberwolves,MIN vs. LAC,Gorgui Dieng,C,25,8754,0,12874,2,8551,0,7843,4,8828,0,13385,5,7038,3,415,1,8514,6
2/11/2019,NYK,New York Knicks,NYK @ CLE,Dennis Smith Jr.,G,32.4,5131,0,12874,4,3929,2,812,5,6509,0,13385,2,15352,3,415,1,8514,7
2/11/2019,DEN,Denver Nuggets,DEN vs. MIA,Jamal Murray,G,23.7,9557,3,1597,5,2659,0,7843,3,11548,1,10110,1,18809,3,415,4,786,8
2/11/2019,HOU,Houston Rockets,HOU vs. DAL,PJ Tucker,F,20.9,11321,1,7056,1,12618,1,2443,1,18112,0,13385,7,3913,2,1393,1,8514,9
2/11/2019,MIN,Minnesota Timberwolves,MIN vs. LAC,Josh Okogie,G,21.3,11046,1,7056,1,12618,0,7843,3,11548,3,4174,4,9339,2,1393,1,8514,10
2/10/2019,SAC,Sacramento Kings,SAC vs. PHX,Bogdan Bogdanovic,G,35.5,3937,0,12874,5,2659,1,2443,5,6509,4,2601,5,7038,3,415,4,786,1
2/10/2019,PHX,Phoenix Suns,PHX @ SAC,Mikal Bridges,F,31.2,5670,0,12874,4,3929,0,7843,2,14769,5,1672,6,5192,3,415,0,15731,2
2/10/2019,PHI,Philadelphia 76ers,PHI vs. LAL,T.J. McConnell,G,27.7,7305,1,7056,3,5849,0,7843,6,4636,0,13385,1,18809,3,415,0,15731,3
2/10/2019,PHI,Philadelphia 76ers,PHI vs. LAL,Mike Scott,F,16.9,13926,1,7056,1,12618,0,7843,3,11548,0,13385,2,15352,2,1393,0,15731,4
2/10/2019,ATL,Atlanta Hawks,ATL vs. ORL,Kent Bazemore,G,17,13857,0,12874,4,3929,0,7843,3,11548,1,10110,0,22086,2,1393,2,4097,5
2/10/2019,POR,Portland Trail Blazers,POR @ DAL,Damian Lillard,G,42.1,2168,6,113,5,2659,0,7843,10,888,4,2601,3,12137,2,1393,5,338,6
2/10/2019,ORL,Orlando Magic,ORL @ ATL,Jonathan Isaac,F,41.6,2276,3,1597,0,18130,5,37,6,4636,2,6102,3,12137,2,1393,0,15731,7
2/10/2019,GSW,Golden State Warriors,GSW vs. MIA,Shaun Livingston,G,11.6,17525,0,12874,2,8551,0,7843,0,21502,0,13385,3,12137,2,1393,1,8514,8
2/10/2019,GSW,Golden State Warriors,GSW vs. MIA,DeMarcus Cousins,C,25.1,8705,0,12874,1,12618,3,272,2,14769,3,4174,3,12137,2,1393,2,4097,9
2/10/2019,SAC,Sacramento Kings,SAC vs. PHX,De'Aaron Fox,G,41.7,2257,2,3543,9,525,0,7843,5,6509,5,1672,6,5192,2,1393,2,4097,10
2/1/2019,BOS,Boston Celtics,BOS @ NYK,Jaylen Brown,G,25.9,8278,0,12874,1,12618,0,7843,5,6509,1,10110,2,15352,4,121,1,8514,1
2/1/2019,ATL,Atlanta Hawks,ATL @ UTA,Dewayne Dedmon,C,37.4,3345,3,1597,2,8551,1,2443,5,6509,2,6102,7,3913,3,415,1,8514,2
